f	2L_ET
410.0	-0.002951608896427602
411.0	-0.0033988086032315547
412.0	-0.0038304455083078472
413.0	-0.004245242285818761
414.0	-0.004641988818459969
415.0	-0.0050195455117632735
416.0	-0.00537684635017424
417.0	-0.005712901687406764
418.0	-0.006026800764488447
419.0	-0.006317713949836759
420.0	-0.006584894696644496
421.0	-0.006827681213793173
422.0	-0.007045497847464275
423.0	-0.0072378561715630944
424.0	-0.007404355786019683
425.0	-0.007544684822970091
426.0	-0.007658620161757111
427.0	-0.007746027354610464
428.0	-0.007806860265777009
429.0	-0.007841160427763633
430.0	-0.007849056119229127
431.0	-0.007830761169913766
432.0	-0.007786573498822653
433.0	-0.007716873392680335
434.0	-0.007622121532446231
435.0	-0.007502856776421403
436.0	-0.007359693709185189
437.0	-0.007193319966272408
438.0	-0.007004493345137353
439.0	-0.006794038713547774
440.0	-0.006562844727107232
441.0	-0.006311860368120234
442.0	-0.006042091318483816
443.0	-0.005754596179718023
444.0	-0.0054504825536277795
445.0	-0.005130902997425872
446.0	-0.004797050867433136
447.0	-0.0044501560657159
448.0	-0.004091480704211822
449.0	-0.003722314701041828
450.0	-0.0033439713238033898
451.0	-0.002957782694688535
452.0	-0.0025650952722728153
453.0	-0.002167265324773701
454.0	-0.0017656544094861327
455.0	-0.0013616248729605516
456.0	-0.0009565353863074735
457.0	-0.0005517365297804874
458.0	-0.00014856644051783503
459.0	0.00025165346299188714
460.0	0.0006476226665113587
461.0	0.0010380656429099609
462.0	0.0014217358198932543
463.0	0.0017974194206955112
464.0	0.002163939166330871
465.0	0.0025201578285319846
466.0	0.002864981623076449
467.0	0.0031973634337940865
468.0	0.003516305858172972
469.0	0.003820864066127789
470.0	0.004110148464163854
471.0	0.004383327157858126
472.0	0.004639628206285182
473.0	0.004878341662737592
474.0	0.005098821396822362
475.0	0.005300486693761604
476.0	0.005482823627474253
477.0	0.005645386204775161
478.0	0.005787797278785782
479.0	0.00590974923041173
480.0	0.006011004417499694
481.0	0.006091395392040235
482.0	0.0061508248865291045
483.0	0.006189265571337197
484.0	0.0062067595856651996
485.0	0.0062034178453707085
486.0	0.006179419131652197
487.0	0.006135008965251904
488.0	0.006070498271497959
489.0	0.005986261842141954
490.0	0.005882736600560255
491.0	0.005760419677473641
492.0	0.00561986630489894
493.0	0.0054616875365759085
494.0	0.005286547803612845
495.0	0.005095162314560886
496.0	0.004888294309562613
497.0	0.004666752178619866
498.0	0.004431386454391063
499.0	0.004183086690256458
500.0	0.003922778234682016
501.0	0.0036514189131656733
502.0	0.003369995629265909
503.0	0.003079520896389404
504.0	0.0027810293121521296
505.0	0.0024755739872278047
506.0	0.0021642229406562963
507.0	0.0018480554736065094
508.0	0.0015281585335682902
509.0	0.0012056230808926566
510.0	0.0008815404695037884
511.0	0.000556998853473956
512.0	0.00023307963098353514
513.0	-8.914606301709156e-05
514.0	-0.0004086208043676265
515.0	-0.0007243042566780038
516.0	-0.0010351764672335406
517.0	-0.001340241071670802
518.0	-0.0016385283976375637
519.0	-0.0019290984580500898
520.0	-0.002211043824987073
521.0	-0.0024834923757109384
522.0	-0.002745609902784504
523.0	-0.002996602580749859
524.0	-0.003235719282356067
525.0	-0.0034622537378616427
526.0	-0.00367554653149392
527.0	-0.0038749869297188266
528.0	-0.004060014536559322
529.0	-0.004230120771797417
530.0	-0.004384850168499376
531.0	-0.004523801486917299
532.0	-0.004646628642438086
533.0	-0.004753041445872044
534.0	-0.004842806154996323
535.0	-0.004915745836890164
536.0	-0.004971740541217774
537.0	-0.005010727285229326
538.0	-0.005032699851857916
539.0	-0.0050377084028893696
540.0	-0.005025858909770265
541.0	-0.0049973124051956135
542.0	-0.0049522840591796746
543.0	-0.004891042083859517
544.0	-0.004813906471809576
545.0	-0.004721247573155082
546.0	-0.0046134845172610475
547.0	-0.004491083485240586
548.0	-0.004354555839969576
549.0	-0.004204456120713637
550.0	-0.004041379909866035
551.0	-0.0038659615796613547
552.0	-0.0036788719270671394
553.0	-0.0034808157053653303
554.0	-0.0032725290612135617
555.0	-0.0030547768862268596
556.0	-0.0028283500923357973
557.0	-0.0025940628203656646
558.0	-0.002352749591433905
559.0	-0.0021052624108861585
560.0	-0.0018524678345799503
561.0	-0.0015952440073835495
562.0	-0.001334477683780838
563.0	-0.0010710612404665459
564.0	-0.0008058896907757549
565.0	-0.0005398577107203744
566.0	-0.000273856686302797
567.0	-8.771791642313634e-06
568.0	0.00025452089271242595
569.0	0.0005151572121061508
570.0	0.000772287711777073
571.0	0.0010250803438269524
572.0	0.001272723098728769
573.0	0.0015144265532428041
574.0	0.0017494263269377695
575.0	0.0019769854398633538
576.0	0.0021963965642927035
577.0	0.0024069841638453974
578.0	0.0026081065137137753
579.0	0.0027991575961442815
580.0	0.0029795688657719708
581.0	0.003148810879866786
582.0	0.003306394789023643
583.0	0.0034518736843143294
584.0	0.0035848437974136393
585.0	0.0037049455507163994
586.0	0.0038118644549711635
587.0	0.0039053318524722596
588.0	0.003985125504368454
589.0	0.004051070021167196
590.0	0.0041030371360314555
591.0	0.004140945820984002
592.0	0.0041647622466471496
593.0	0.004174499586654357
594.0	0.0041702176683714315
595.0	0.004152022472057937
596.0	0.00412006548108227
597.0	0.004074542886275217
598.0	0.004015694647964992
599.0	0.003943803419680793
600.0	0.0038591933379399997
601.0	0.0037622286829449405
602.0	0.0036533124154084014
603.0	0.00353288459509977
604.0	0.003401420687056839
605.0	0.0032594297617391244
606.0	0.0031074525957073985
607.0	0.002946059679698793
608.0	0.0027758491412288432
609.0	0.002597444589086377
610.0	0.0024114928872992943
611.0	0.002218661866332643
612.0	0.002019637979439085
613.0	0.0018151239122124775
614.0	0.0016058361534997236
615.0	0.0013925025359031555
616.0	0.0011758597541535083
617.0	0.0009566508696577745
618.0	0.0007356228095190074
619.0	0.000513523868294001
620.0	0.00029110122069444556
621.0	6.909845335259686e-05
622.0	-0.0001517468763403921
623.0	-0.000370705646451832
624.0	-0.0005870595340718935
625.0	-0.0008001033287023855
626.0	-0.001009147188156984
627.0	-0.0012135188298942542
628.0	-0.0014125656509571243
629.0	-0.001605656769969696
630.0	-0.0017921849849361297
631.0	-0.0019715686409013684
632.0	-0.002143253401863777
633.0	-0.002306713921678633
634.0	-0.0024614554090540914
635.0	-0.0026070150821180865
636.0	-0.0027429635084247886
637.0	-0.0028689058266693113
638.0	-0.0029844828467908285
639.0	-0.003089372025562957
640.0	-0.0031832883151967865
641.0	-0.003265984882913659
642.0	-0.003337253699881127
643.0	-0.003396925998343913
644.0	-0.0034448725962222338
645.0	-0.0034810040888894438
646.0	-0.003505270908279467
647.0	-0.0035176632499096744
648.0	-0.003518210868835859
649.0	-0.0035069827459808566
650.0	-0.0034840866266964286
651.0	-0.0034496684338272757
652.0	-0.003403911557945778
653.0	-0.0033470360278144316
654.0	-0.003279297564509664
655.0	-0.0032009865230029915
656.0	-0.003112426725344582
657.0	-0.0030139741899265124
658.0	-0.002906015761619759
659.0	-0.002788967647876996
660.0	-0.002663273866174299
661.0	-0.002529404608425448
662.0	-0.002387854528243993
663.0	-0.0022391409571481296
664.0	-0.002083802056003478
665.0	-0.0019223949081758965
666.0	-0.0017554935610210659
667.0	-0.0015836870224715518
668.0	-0.0014075772195901873
669.0	-0.0012277769260464755
670.0	-0.0010449076655341125
671.0	-0.0008595975981897678
672.0	-0.0006724793970870101
673.0	-0.0004841881218748071
674.0	-0.00029535909659753057
675.0	-0.00010662579868200676
676.0	8.138223399925277e-05
677.0	0.0002680414711784176
678.0	0.0004527364266641038
679.0	0.0006348616566854955
680.0	0.0008138237137203588
681.0	0.0009890430496017127
682.0	0.0011599558618981525
683.0	0.0013260158777843546
684.0	0.0014866960698546056
685.0	0.001641490298588794
686.0	0.0017899148764497098
687.0	0.0019315100488770517
688.0	0.0020658413877436338
689.0	0.0021925010931516577
690.0	0.0023111091997718926
691.0	0.0024213146842639323
692.0	0.0025227964706610994
693.0	0.0026152643309564133
694.0	0.00269845967848691
695.0	0.002772156252080241
696.0	0.002836160689298785
697.0	0.0028903129874908624
698.0	0.002934486851736071
699.0	0.0029685899291497933
700.0	0.002992563929389195
701.0	0.003006384631579772
702.0	0.00301006177825465
703.0	0.0030036388572686626
704.0	0.0029871927730134745
705.0	0.002960833408618301
706.0	0.00292470308117141
707.0	0.00287897589233967
708.0	0.0028238569770960564
709.0	0.0027595816535868323
710.0	0.0026864144774800267
711.0	0.0026046482044347692
712.0	0.0025146026646145894
713.0	0.0024166235534379046
714.0	0.002311081143012249
715.0	0.0021983689189385095
716.0	0.0020789021473920956
717.0	0.0019531163775924768
718.0	0.0018214658849596338
719.0	0.001684422060422912
720.0	0.0015424717514983498
721.0	0.0013961155608786706
722.0	0.0012458661083921676
723.0	0.0010922462622759612
724.0	0.0009357873457799025
725.0	0.0007770273251673319
726.0	0.0006165089852091608
727.0	0.00045477809827746893
728.0	0.00029238159313334233
729.0	0.0001298657294747322
730.0	-3.2225715741939116e-05
731.0	-0.0001933532442608887
732.0	-0.0003529834089123999
733.0	-0.0005105905566764697
734.0	-0.0006656585368037919
735.0	-0.0008176823685176323
736.0	-0.0009661698629817193
737.0	-0.0011106431943970225
738.0	-0.0012506404152853243
739.0	-0.0013857169112273995
740.0	-0.0015154467905467931
741.0	-0.0016394242046694966
742.0	-0.001757264595139237
743.0	-0.0018686058635327945
744.0	-0.001973109460791638
745.0	-0.002070461392771765
746.0	-0.0021603731391061235
747.0	-0.0022425824827754476
748.0	-0.002316854248091693
749.0	-0.0023829809451124074
750.0	-0.002440783318824432
751.0	-0.0024901108017577676
752.0	-0.002530841869017142
753.0	-0.002562884295046198
754.0	-0.0025861753117681265
755.0	-0.0026006816680739673
756.0	-0.0026063995909567437
757.0	-0.00260335464891324
758.0	-0.002591601518555458
759.0	-0.002571223655689304
760.0	-0.0025423328724279506
761.0	-0.0025050688222102765
762.0	-0.002459598394890402
763.0	-0.0024061150243511235
764.0	-0.002344837911371362
765.0	-0.002276011164744767
766.0	-0.0021999028639022814
767.0	-0.002116804046535581
768.0	-0.002027027624948871
769.0	-0.0019309072350844744
770.0	-0.001828796022371025
771.0	-0.0017210653687322816
772.0	-0.0016081035652671756
773.0	-0.0014903144352708415
774.0	-0.0013681159124073038
775.0	-0.0012419385789693331
776.0	-0.0011122241692698934
777.0	-0.0009794240433000125
778.0	-0.0008439976358617044
779.0	-0.0007064108864406442
780.0	-0.0005671346551212901
781.0	-0.0004266431298682975
782.0	-0.00028541223050095044
783.0	-0.000143918014671722
784.0	-2.6350911295240295e-06
785.0	0.00013796495450243453
786.0	0.0002774151162705232
787.0	0.0004152545016757672
788.0	0.0005510298377192531
789.0	0.0006842969443424289
790.0	0.0008146221705289634
791.0	0.0009415837884797695
792.0	0.0010647733414345531
793.0	0.0011837969408869786
794.0	0.0012982765091293768
795.0	0.0014078509632623219
796.0	0.0015121773370169646
797.0	0.0016109318369616375
798.0	0.0017038108298974568
799.0	0.0017905317584907517
800.0	0.0018708339824419049
801.0	0.0019444795427497512
802.0	0.0020112538468969703
803.0	0.002070966273053771
804.0	0.002123450691675143
805.0	0.0021685659031478776
806.0	0.0022061959904281707
807.0	0.0022362505858973423
808.0	0.002258665051951314
809.0	0.002273400575127433
810.0	0.002280444173859946
811.0	0.0022798086202412836
812.0	0.002271532276449696
813.0	0.002255678846783562
814.0	0.0022323370465182316
815.0	0.0022016201890714317
816.0	0.0021636656932271696
817.0	0.0021186345124252835
818.0	0.002066710488372831
819.0	0.002008099631474221
820.0	0.0019430293308079754
821.0	0.0018717474965996347
822.0	0.0017945216383502523
823.0	0.001711637881979122
824.0	0.00162339992952611
825.0	0.0015301279651338973
826.0	0.0014321575111907762
827.0	0.0013298382386632591
828.0	0.0012235327357807083
829.0	0.001113615239354028
830.0	0.0010004703331147197
831.0	0.0008844916175498622
832.0	0.000766080355784079
833.0	0.0006456441001170092
834.0	0.0005235953038692587
835.0	0.0004003499232171793
836.0	0.0002763260137094133
837.0	0.00015194232615393152
838.0	2.7616906546221176e-05
839.0	-9.623429532544872e-05
840.0	-0.00021919880401125545
841.0	-0.0003408689787456117
842.0	-0.0004608433515649723
843.0	-0.0005787279388478651
844.0	-0.0006941375220361626
845.0	-0.0008066968934168136
846.0	-0.0009160420629778015
847.0	-0.001021821422498949
848.0	-0.0011236968631972277
849.0	-0.001221344843416813
850.0	-0.0013144574030348661
851.0	-0.0014027431214462564
852.0	-0.00148592801619131
853.0	-0.0015637563795007157
854.0	-0.00163599155024945
855.0	-0.0017024166190377425
856.0	-0.0017628350643485416
857.0	-0.0018170713179690174
858.0	-0.001864971258106392
859.0	-0.0019064026288754098
860.0	-0.001941255385085047
861.0	-0.001969441961504547
862.0	-0.0019908974660435663
863.0	-0.0020055797965361885
864.0	-0.0020134696810736475
865.0	-0.0020145706420847294
866.0	-0.0020089088846152905
867.0	-0.00199653310950811
868.0	-0.001977514252430656
869.0	-0.0019519451499406828
870.0	-0.001919940134016721
871.0	-0.001881634556711951
872.0	-0.0018371842468152236
873.0	-0.001786764900620298
874.0	-0.0017305714091148745
875.0	-0.0016688171241016551
876.0	-0.0016017330659564098
877.0	-0.001529567075910075
878.0	-0.0014525829159137138
879.0	-0.0013710593193068093
880.0	-0.0012852889956587819
881.0	-0.0011955775932914955
882.0	-0.0011022426231163413
883.0	-0.0010056123475330166
884.0	-0.0009060246382363666
885.0	-0.0008038258068659709
886.0	-0.0006993694125054881
887.0	-0.0005930150501000141
888.0	-0.0004851271239049975
889.0	-0.0003760736101130263
890.0	-0.00026622481282369617
891.0	-0.00015595211752577384
892.0	-4.5626746252061014e-05
893.0	6.438148145597542e-05
894.0	0.00017370537767284581
895.0	0.00028198160125265156
896.0	0.000388851855044464
897.0	0.0004939640612485786
898.0	0.000596973511091438
899.0	0.000697543985098953
900.0	0.0007953488403606461
901.0	0.000890072061301924
902.0	0.0009814092706174524
903.0	0.001069068697165206
904.0	0.001152772097777025
905.0	0.0012322556301069252
906.0	0.0013072706738138057
907.0	0.0013775845975574931
908.0	0.0014429814694782808
909.0	0.0015032627090268177
910.0	0.001558247678215898
911.0	0.001607774210574575
912.0	0.0016516990762992197
913.0	0.0016898983823148178
914.0	0.0017222679061813459
915.0	0.0017487233630044752
916.0	0.0017692006047360955
917.0	0.0017836557514776831
918.0	0.0017920652546271098
919.0	0.0017944258919370217
920.0	0.0017907546947789562
921.0	0.0017810888081318975
922.0	0.0017654852840354974
923.0	0.0017440208094666762
924.0	0.0017167913698124702
925.0	0.0016839118493217594
926.0	0.001645515570122128
927.0	0.0016017537715869077
928.0	0.0015527950320277945
929.0	0.0014988246348732418
930.0	0.0014400438816682265
931.0	0.001376669354399034
932.0	0.0013089321298050778
933.0	0.001237076948488733
934.0	0.001161361341773936
935.0	0.0010820547193922721
936.0	0.0009994374211942719
937.0	0.0009137997361896941
938.0	0.0008254408923171475
939.0	0.0007346680204263966
940.0	0.0006417950960293933
941.0	0.0005471418624354097
942.0	0.00045103273893389115
943.0	0.0003537957177233179
944.0	0.0002557612533075869
945.0	0.00015726114809185617
946.0	5.862743790737042e-05
947.0	-3.9808718819141914e-05
948.0	-0.0001377181445634517
949.0	-0.0002347747352188295
950.0	-0.00033065653802989703
951.0	-0.0004250468114089419
952.0	-0.0005176350631727481
953.0	-0.0006081180638234339
954.0	-0.0006962008315928546
955.0	-0.0007815975860774355
956.0	-0.0008640326674063522
957.0	-0.0009432414180137049
958.0	-0.0010189710242203627
959.0	-0.0010909813149764828
960.0	-0.0011590455152679971
961.0	-0.0012229509518517073
962.0	-0.001282499709150824
963.0	-0.0013375092333174584
964.0	-0.0013878128826488214
965.0	-0.0014332604227294437
966.0	-0.001473718464862362
967.0	-0.0015090708465461177
968.0	-0.0015392189529528076
969.0	-0.0015640819785624665
970.0	-0.0015835971283119205
971.0	-0.0015977197578199427
972.0	-0.0016064234524553514
973.0	-0.0016097000452191682
974.0	-0.0016075595736158626
975.0	-0.00160003017589137
976.0	-0.0015871579272160106
977.0	-0.0015690066165883218
978.0	-0.0015456574654303958
979.0	-0.0015172087890357243
980.0	-0.0014837756022167514
981.0	-0.001445489170679905
982.0	-0.0014024965098310403
983.0	-0.0013549598328829572
984.0	-0.0013030559502982238
985.0	-0.0012469756227555563
986.0	-0.0011869228699739288
987.0	-0.0011231142378674659
988.0	-0.0010557780266332488
989.0	-0.0009851534824950707
990.0	-0.0009114899559363975
991.0	-0.0008350460293575527
992.0	-0.000756088617182531
993.0	-0.0006748920415214276
994.0	-0.0005917370865646965
995.0	-0.0005069100349437182
996.0	-0.0004207016893411422
997.0	-0.00033340638267059883
998.0	-0.0002453209801715154
999.0	-0.00015674387677919177
1000.0	-6.797399313365152e-05
1001.0	2.0690226417307937e-05
1002.0	0.00010895181048449758
1003.0	0.00019651624866665225
