f	2L_ET
1004.0	0.000283092467677549
1005.0	0.0003683937923572309
1006.0	0.00045213888841618994
1007.0	0.0005340526838332966
1008.0	0.0006138672659116613
1009.0	0.0006913227510876594
1010.0	0.0007661681246910056
1011.0	0.0008381620479630757
1012.0	0.0009070736297607258
1013.0	0.0009726831604992283
1014.0	0.0010347828060233199
1015.0	0.0010931772592369456
1016.0	0.0011476843474713927
1017.0	0.00119813559372637
1018.0	0.0012443767300788487
1019.0	0.0012862681617207272
1020.0	0.0013236853802561163
1021.0	0.0013565193250634135
1022.0	0.0013846766917048098
1023.0	0.0014080801865461185
1024.0	0.00142666872693221
1025.0	0.0014403975864472475
1026.0	0.0014492384849737814
1027.0	0.001453179623449795
1028.0	0.001452225663407702
1029.0	0.0014463976515630078
1030.0	0.0014357328899027553
1031.0	0.0014202847519039499
1032.0	0.0014001224456896026
1033.0	0.001375330725104069
1034.0	0.0013460095498595988
1035.0	0.0013122736960717108
1036.0	0.0012742523186618222
1037.0	0.0012320884672607528
1038.0	0.0011859385573961176
1039.0	0.0011359717988892759
1040.0	0.0010823695835236171
1041.0	0.0010253248341741536
1042.0	0.0009650413177096076
1043.0	0.0009017329240903638
1044.0	0.0008356229141903192
1045.0	0.0007669431389656671
1046.0	0.0006959332326801435
1047.0	0.0006228397829732965
1048.0	0.0005479154806256568
1049.0	0.00047141825193234947
1050.0	0.0003936103766446746
1051.0	0.0003147575944766213
1052.0	0.00023512820320119917
1053.0	0.00015499215137868526
1054.0	7.462012876634921e-05
1055.0	-5.71734254403624e-06
1056.0	-8.57508132271808e-05
1057.0	-0.00016521280505373687
1058.0	-0.0002438386994709288
1059.0	-0.0003213676135001382
1060.0	-0.00039754326006962923
1061.0	-0.00047211478996284865
1062.0	-0.0005448376126334581
1063.0	-0.0006154741932187179
1064.0	-0.0006837948231713186
1065.0	-0.0007495783620267843
1066.0	-0.0008126129479284665
1067.0	-0.0008726966746447733
1068.0	-0.0009296382329326812
1069.0	-0.0009832575142282142
1070.0	-0.0010333861747771644
1071.0	-0.0010798681584578546
1072.0	-0.0011225601766916482
1073.0	-0.001161332143985685
1074.0	-0.0011960675678053367
1075.0	-0.0012266638916308375
1076.0	-0.0012530327902127432
1077.0	-0.0012751004162037537
1078.0	-0.001292807597509616
1079.0	-0.0013061099848684801
1080.0	-0.0013149781493360627
1081.0	-0.0013193976295220856
1082.0	-0.0013193689285919078
1083.0	-0.0013149074612148223
1084.0	-0.0013060434508070176
1085.0	-0.001292821777581933
1086.0	-0.0012753017780832375
1087.0	-0.0012535569970353556
1088.0	-0.0012276748925028596
1089.0	-0.0011977564955025122
1090.0	-0.0011639160253600405
1091.0	-0.0011262804622470348
1092.0	-0.0010849890784716079
1093.0	-0.0010401929302287258
1094.0	-0.0009920543116425655
1095.0	-0.0009407461730528846
1096.0	-0.0008864515056102792
1097.0	-0.0008293626943507914
1098.0	-0.000769680842018285
1099.0	-0.0007076150659931467
1100.0	-0.0006433817707676964
1101.0	-0.0005772038984823147
1102.0	-0.0005093101601010997
1103.0	-0.0004399342498619318
1104.0	-0.0003693140456829929
1105.0	-0.00029769079824551545
1106.0	-0.0002253083115017823
1107.0	-0.00015241211737623914
1108.0	-7.92486474387637e-05
1109.0	-6.064404328656563e-06
1110.0	6.689486429885174e-05
1111.0	0.0001393849865506643
1112.0	0.00021116417907154472
1113.0	0.00028199384912657496
1114.0	0.0003516393833439568
1115.0	0.0004198709205250322
1116.0	0.0004864641059900746
1117.0	0.0005512008249987034
1118.0	0.0006138699128612848
1119.0	0.0006742678394435317
1120.0	0.0007321993658601185
1121.0	0.0007874781712522137
1122.0	0.0008399274476515693
1123.0	0.00088938046104647
1124.0	0.0009356810768840417
1125.0	0.000978684248367978
1126.0	0.0010182564660403473
1127.0	0.0010542761672704553
1128.0	0.001086634104412065
1129.0	0.0011152336705326296
1130.0	0.001139991181763001
1131.0	0.00116083611546481
1132.0	0.001177711303562222
1133.0	0.001190573080537179
1134.0	0.0011993913857401058
1135.0	0.0012041498198218947
1136.0	0.0012048456552468975
1137.0	0.0012014898010002046
1138.0	0.0011941067217552173
1139.0	0.001182734311918771
1140.0	0.0011674237251205742
1141.0	0.001148239159860767
1142.0	0.0011252576021736059
1143.0	0.0010985685263061548
1144.0	0.001068273554548087
1145.0	0.0010344860774813835
1146.0	0.0009973308360471515
1147.0	0.000956943466949696
1148.0	0.0009134700130359148
1149.0	0.0008670664003997048
1150.0	0.0008178978840668464
1151.0	0.0007661384642148224
1152.0	0.0007119702749745572
1153.0	0.0006555829479457228
1154.0	0.0005971729526356101
1155.0	0.0005369429161012698
1156.0	0.00047510092413704293
1157.0	0.00041185980640397364
1158.0	0.00034743640794359255
1159.0	0.000282050849556432
1160.0	0.0002159257795550252
1161.0	0.0001492856194220682
1162.0	8.235580591680908e-05
1163.0	1.5362032176770464e-05
1164.0	-5.147050964307131e-05
1165.0	-0.00011791788166415351
1166.0	-0.000183758147003674
1167.0	-0.00024877210744149317
1168.0	-0.0003127440295946724
1169.0	-0.0003754623572058955
1170.0	-0.0004367204072055031
1171.0	-0.000496317047269274
1172.0	-0.0005540573526618929
1173.0	-0.0006097532402332029
1174.0	-0.0006632240775166962
1175.0	-0.0007142972649695667
1176.0	-0.000762808789489641
1177.0	-0.0008086037474459335
1178.0	-0.0008515368355673529
1179.0	-0.0008914728081464791
1180.0	-0.0009282868991328126
1181.0	-0.000961865207811446
1182.0	-0.000992105046889452
1183.0	-0.0010189152519408905
1184.0	-0.001042216451294337
1185.0	-0.0010619412955816658
1186.0	-0.0010780346463041593
1187.0	-0.001090453722911055
1188.0	-0.0010991682080258801
1189.0	-0.0011041603105970878
1190.0	-0.0011054247868907364
1191.0	-0.0011029689193843663
1192.0	-0.0010968124537617202
1193.0	-0.00108698749434747
1194.0	-0.0010735383584591345
1195.0	-0.001056521390289221
1196.0	-0.0010360047350641863
1197.0	-0.0010120680743573372
1198.0	-0.0009848023235600532
1199.0	-0.0009543092926392986
1200.0	-0.0009207013114285695
1201.0	-0.0008841008208145843
1202.0	-0.000844639931291575
1203.0	-0.0008024599504601803
1204.0	-0.0007577108811465264
1205.0	-0.0007105508919108237
1206.0	-0.0006611457618014623
1207.0	-0.0006096683012912513
1208.0	-0.0005562977514063693
1209.0	-0.0005012191631253273
1210.0	-0.000444622759185268
1211.0	-0.000386703280484884
1212.0	-0.00032765931931891777
1213.0	-0.0002676926417157083
1214.0	-0.00020700750117986708
1215.0	-0.00014580994616291906
1216.0	-8.430712359983831e-05
1217.0	-2.2706580855128694e-05
1218.0	3.878443157996191e-05
1219.0	9.995965430606522e-05
1220.0	0.00016061450783525812
1221.0	0.00022054677372110873
1222.0	0.00027955726574142034
1223.0	0.000337450488916004
1224.0	0.00039403528418886476
1225.0	0.0004491254566584644
1226.0	0.0005025403853017329
1227.0	0.0005541056122045428
1228.0	0.0006036534093862992
1229.0	0.0006510233213871956
1230.0	0.0006960626818724226
1231.0	0.0007386271026003544
1232.0	0.000778580933198793
1233.0	0.0008157976902956136
1234.0	0.000850160454656982
1235.0	0.0008815622350974943
1236.0	0.0009099062980409029
1237.0	0.0009351064617290663
1238.0	0.0009570873541972903
1239.0	0.0009757846342583847
1240.0	0.000991145174863885
1241.0	0.0010031272083382626
1242.0	0.001011700433111337
1243.0	0.001016846081703888
1244.0	0.0010185569498518572
1245.0	0.0010168373867849682
1246.0	0.001011703246805488
1247.0	0.0010031818024420055
1248.0	0.0009913116195808193
1249.0	0.0009761423951037446
1250.0	0.0009577347576849547
1251.0	0.0009361600325209982
1252.0	0.0009114999708865357
1253.0	0.0008838464455235688
1254.0	0.0008533011129832719
1255.0	0.0008199750441470512
1256.0	0.0007839883242563165
1257.0	0.0007454696238787684
1258.0	0.0007045557423321618
1259.0	0.0006613911251742411
1260.0	0.0006161273574498663
1261.0	0.0005689226344627665
1262.0	0.0005199412119088736
1263.0	0.00046935283727322485
1264.0	0.0004173321644482435
1265.0	0.00036405815358309633
1266.0	0.00030971345821670555
1267.0	0.0002544838017839628
1268.0	0.00019855734561445744
1269.0	0.00014212405056532491
1270.0	8.53750344447712e-05
1271.0	2.8501927391787717e-05
1272.0	-2.8303772623261732e-05
1273.0	-8.485134201750497e-05
1274.0	-0.00014095146938909384
1275.0	-0.00019641688676067665
1276.0	-0.0002510629921768331
1277.0	-0.0003047084615934981
1278.0	-0.00035717584803974644
1279.0	-0.00040829216608029685
1280.0	-0.0004578894596619031
1281.0	-0.0005058053514878156
1282.0	-0.0005518835721318382
1283.0	-0.0005959744671756141
1284.0	-0.0006379354807323635
1285.0	-0.000677631613802548
1286.0	-0.0007149358559969964
1287.0	-0.0007497295892548905
1288.0	-0.000781902962282951
1289.0	-0.0008113552345426638
1290.0	-0.0008379950887183374
1291.0	-0.0008617409107069787
1292.0	-0.0008825210362825007
1293.0	-0.0009002739637006791
1294.0	-0.0009149485316274776
1295.0	-0.0009265040618910042
1296.0	-0.0009349104666767819
1297.0	-0.0009401483199059059
1298.0	-0.0009422088926565625
1299.0	-0.0009410941526099567
1300.0	-0.0009368167276224098
1301.0	-0.0009293998336451347
1302.0	-0.0009188771673320157
1303.0	-0.0009052927637930859
1304.0	-0.0008887008200667654
1305.0	-0.0008691654849972432
1306.0	-0.0008467606163140161
1307.0	-0.000821569505818126
1308.0	-0.0007936845736840979
1309.0	-0.0007632070329873287
1310.0	-0.0007302465256629758
1311.0	-0.0006949207311953485
1312.0	-0.0006573549494240851
1313.0	-0.0006176816589363926
1314.0	-0.0005760400525929321
1315.0	-0.0005325755518062521
1316.0	-0.0004874393012584575
1317.0	-0.000440787645805186
1318.0	-0.00039278159136781933
1319.0	-0.0003435862516650073
1320.0	-0.0002933702826764962
1321.0	-0.00024230530676863302
1322.0	-0.00019056532843990566
1323.0	-0.00013832614366812582
1324.0	-8.576474485628678e-05
1325.0	-3.305872338420094e-05
1326.0	1.961432822489631e-05
1327.0	7.207741251785867e-05
1328.0	0.00012415471971020074
1329.0	0.0001756722146936912
1330.0	0.00022645821649967942
1331.0	0.0002763439682957557
1332.0	0.0003251641960309421
1333.0	0.0003727576538863479
1334.0	0.0004189676547388028
1335.0	0.0004636425838991142
1336.0	0.0005066363944471509
1337.0	0.0005478090825532143
1338.0	0.0005870271412451039
1339.0	0.0006241639911576675
1340.0	0.0006591003868821168
1341.0	0.0006917247976181226
1342.0	0.0007219337609210262
1343.0	0.0007496322084299701
1344.0	0.0007747337625597181
1345.0	0.0007971610032386795
1346.0	0.0008168457038787147
1347.0	0.0008337290358673117
1348.0	0.000847761740980268
1349.0	0.0008589042712220842
1350.0	0.000867126895711491
1351.0	0.0008724097743413689
1352.0	0.000874742998054012
1353.0	0.0008741265956851367
1354.0	0.0008705705074422119
1355.0	0.0008640945251942439
1356.0	0.0008547281998609203
1357.0	0.0008425107162985737
1358.0	0.0008274907361882021
1359.0	0.0008097262095367523
1360.0	0.0007892841555064605
1361.0	0.0007662404133878782
1362.0	0.0007406793646302645
1363.0	0.0007126936269374333
1364.0	0.0006823837215283453
1365.0	0.0006498577147486585
1366.0	0.0006152308353023039
1367.0	0.0005786250684506559
1368.0	0.0005401687286003456
1369.0	0.0004999960117698875
1370.0	0.000458246529488315
1371.0	0.00041506482573746943
1372.0	0.0003705998786027527
1373.0	0.0003250045883427498
1374.0	0.0002784352536307783
1375.0	0.00023105103775542804
1376.0	0.00018301342659643362
1377.0	0.00013448568021565783
1378.0	8.563227991848941e-05
1379.0	3.6618372652642665e-05
1380.0	-1.2390785385683716e-05
1381.0	-6.123038406965608e-05
1382.0	-0.00010973661172409329
1383.0	-0.00015774720272667807
1384.0	-0.00020510197850375205
1385.0	-0.0002516433801232642
1386.0	-0.0002972169907194313
1387.0	-0.00034167204602371425
1388.0	-0.0003848619313193179
1389.0	-0.00042664466318773336
1390.0	-0.00046688335447010645
1391.0	-0.0005054466609265725
1392.0	-0.000542209208142532
1393.0	-0.0005770519973001748
1394.0	-0.0006098627885078313
1395.0	-0.0006405364604591635
1396.0	-0.0006689753452756098
1397.0	-0.0006950895374723627
1398.0	-0.0007187971760772868
1399.0	-0.0007400246990246998
1400.0	-0.000758707069041257
1401.0	-0.0007747879703384371
1402.0	-0.0007882199755261183
1403.0	-0.0007989646822627492
1404.0	-0.0008069928192605066
1405.0	-0.0008122843213673725
1406.0	-0.0008148283735526427
1407.0	-0.0008146234237268938
1408.0	-0.0008116771644322192
1409.0	-0.0008060064835427735
1410.0	-0.0007976373842192674
1411.0	-0.0007866048744634797
1412.0	-0.0007729528267199407
1413.0	-0.0007567338080712691
1414.0	-0.000738008881670854
1415.0	-0.0007168473801513944
1416.0	-0.0006933266518399351
1417.0	-0.000667531780699272
1418.0	-0.000639555281001028
1419.0	-0.0006094967678184514
1420.0	-0.0005774626045049556
1421.0	-0.0005435655283987104
1422.0	-0.00050792425606388
1423.0	-0.0004706630694439242
1424.0	-0.0004319113843634487
1425.0	-0.0003918033028704267
1426.0	-0.00035047715096107445
1427.0	-0.00030807500327530244
1428.0	-0.0002647421963897249
1429.0	-0.00022062683236979356
1430.0	-0.00017587927427168987
1431.0	-0.00013065163530606586
1432.0	-8.50972633942718e-05
1433.0	-3.937022285788834e-05
1434.0	6.375225011991115e-06
1435.0	5.198514075962276e-05
1436.0	9.730642320450282e-05
1437.0	0.0001421873217884984
1438.0	0.00018647794312134794
1439.0	0.00023003075003858071
1440.0	0.0002727010515157155
1441.0	0.00031434748181667724
1442.0	0.0003548324672952522
1443.0	0.0003940226793131374
1444.0	0.0004317894717882822
1445.0	0.00046800930194336823
1446.0	0.0005025641328827862
1447.0	0.0005353418166919915
1448.0	0.0005662364568208553
1449.0	0.0005951487485852674
1450.0	0.0006219862966979246
1451.0	0.0006466639088183262
1452.0	0.0006691038641952197
1453.0	0.0006892361565606646
1454.0	0.0007069987105229017
1455.0	0.0007223375707963001
1456.0	0.0007352070636991866
1457.0	0.0007455699304448043
1458.0	0.0007533974318464844
1459.0	0.0007586694241547648
1460.0	0.000761374405841923
1461.0	0.0007615095352471045
1462.0	0.0007590806190933255
1463.0	0.0007541020719852225
1464.0	0.0007465968470935942
1465.0	0.0007365963383288358
1466.0	0.0007241402544004927
1467.0	0.0007092764652531758
1468.0	0.0006920608214610489
1469.0	0.0006725569472519326
1470.0	0.0006508360079192747
1471.0	0.0006269764524642956
1472.0	0.0006010637323914871
1473.0	0.0005731899976587408
1474.0	0.0005434537708574648
1475.0	0.0005119596007685553
1476.0	0.00047881769650647433
1477.0	0.00044414354352619685
1478.0	0.00040805750282522013
1479.0	0.0003706843947263883
1480.0	0.00033215306867551836
1481.0	0.00029259596053135507
1482.0	0.0002521486388640925
1483.0	0.000210949341811473
1484.0	0.00016913850606996728
1485.0	0.00012685828962117522
1486.0	8.425208981032665e-05
1487.0	4.146405840602498e-05
1488.0	-1.3613847231314612e-06
1489.0	-4.4080037679758346e-05
1490.0	-8.65484007244793e-05
1491.0	-0.00012862415695784985
1492.0	-0.00017016664789132026
1493.0	-0.0002110373423226588
1494.0	-0.0002511002969575928
1495.0	-0.0002902226072500182
1496.0	-0.000328274846970544
1497.0	-0.0003651314950535794
1498.0	-0.00040067134831995644
1499.0	-0.0004347779187220211
1500.0	-0.00046733981381412415
1501.0	-0.0004982510992098883
1502.0	-0.0005274116418515963
1503.0	-0.0005547274329839099
1504.0	-0.0005801108897947533
1505.0	-0.0006034811347605138
1506.0	-0.0006247642518094664
1507.0	-0.000643893518497208
1508.0	-0.000660809613470605
1509.0	-0.0006754607985809146
1510.0	-0.0006878030750935999
1511.0	-0.0006978003135305156
1512.0	-0.0007054243567696479
1513.0	-0.0007106550961182906
1514.0	-0.0007134805201668378
1515.0	-0.0007138967363222301
1516.0	-0.0007119079650119953
1517.0	-0.00070752650664157
1518.0	-0.0007007726814788559
1519.0	-0.000691674742730429
1520.0	-0.0006802687631631823
1521.0	-0.000666598495713204
1522.0	-0.0006507152086098942
1523.0	-0.00063267749562779
1524.0	-0.0006125510621605517
1525.0	-0.0005904084878910381
1526.0	-0.0005663289669085455
1527.0	-0.0005403980261974545
1528.0	-0.0005127072234926483
1529.0	-0.0004833538255635821
1530.0	-0.00045244046805232403
1531.0	-0.00042007479805028763
1532.0	-0.00038636910065359756
1533.0	-0.00035143991078783084
1534.0	-0.00031540761163960547
1535.0	-0.00027839602107432694
1536.0	-0.0002405319674564474
1537.0	-0.00020194485632123995
1538.0	-0.00016276622937426563
1539.0	-0.0001231293173171691
1540.0	-8.316858801599982e-05
1541.0	-4.30192915399797e-05
1542.0	-2.8170036061375345e-06
1543.0	3.7302831032916e-05
1544.0	7.720535372459899e-05
1545.0	0.00011675674404949907
1546.0	0.0001558246674404325
1547.0	0.00019427871679393496
1548.0	0.00023199084660433444
1549.0	0.00026883579817915367
1550.0	0.0003046915145274013
1551.0	0.00033943954355053377
1552.0	0.0003729654282079286
1553.0	0.0004051590823756885
1554.0	0.0004359151511681165
1555.0	0.0004651333545465934
1556.0	0.0004927188130989615
1557.0	0.00051858235493502
1558.0	0.0005426408027095801
1559.0	0.0005648172398532429
1560.0	0.0005850412551631401
1561.0	0.0006032491649803337
1562.0	0.0006193842122574715
1563.0	0.0006333967418996535
1564.0	0.0006452443518423046
1565.0	0.0006548920194125114
1566.0	0.0006623122026045226
1567.0	0.0006674849159848061
1568.0	0.000670397781028194
1569.0	0.0006710460507727417
1570.0	0.0006694326087675038
1571.0	0.0006655679423737751
1572.0	0.0006594700905663573
1573.0	0.0006511645664666606
1574.0	0.0006406842549238831
1575.0	0.0006280692855434545
1576.0	0.0006133668816437374
1577.0	0.0005966311857014258
1578.0	0.0005779230619241227
1579.0	0.000557309876663816
1580.0	0.0005348652574577472
1581.0	0.0005106688315535176
1582.0	0.0004848059448418463
1583.0	0.0004573673621845642
1584.0	0.0004284489501856282
1585.0	0.0003981513435093614
1586.0	0.00036657959590339316
1587.0	0.0003338428171322989
1588.0	0.00030005379707262773
1589.0	0.00026532861826067703
1590.0	0.0002297862582199585
1591.0	0.000193548182926983
1592.0	0.00015673793280076122
1593.0	0.00011948070262347366
1594.0	8.190291681696134e-05
1595.0	4.4131801512555316e-05
1596.0	6.294954859004803e-06
1597.0	-3.148008298377953e-05
1598.0	-6.906625871928558e-05
1599.0	-0.00010633743221903982
1600.0	-0.00014316879882974448
1601.0	-0.00017943730627300323
1602.0	-0.00021502206474814656
1603.0	-0.00024980474887464866
1604.0	-0.00028366999014133726
1605.0	-0.00031650575856388957
1606.0	-0.00034820373229140725
1607.0	-0.000378659653946065
1608.0	-0.0004077736725268521
1609.0	-0.00043545066975954545
1610.0	-0.00046160056982972946
1611.0	-0.000486138631493587
1612.0	-0.0005089857216227873
1613.0	-0.00053006856930402
1614.0	-0.0005493199996809223
1615.0	-0.0005666791467959918
1616.0	-0.0005820916447622714
1617.0	-0.0005955097966685541
1618.0	-0.000606892720698313
1619.0	-0.0006162064730198612
1620.0	-0.000623424147084391
1621.0	-0.0006285259490486294
1622.0	-0.0006314992491194328
1623.0	-0.0006323386086992179
1624.0	-0.0006310457832924669
1625.0	-0.0006276297012152009
1626.0	-0.0006221064182304172
1627.0	-0.0006144990483131648
1628.0	-0.0006048376708286582
1629.0	-0.0005931592144854886
1630.0	-0.0005795073185032064
1631.0	-0.0005639321715092617
1632.0	-0.0005464903287538711
1633.0	-0.000527244508303193
1634.0	-0.0005062633669402103
1635.0	-0.0004836212565694029
1636.0	-0.000459397961985371
1637.0	-0.0004336784209259025
1638.0	-0.0004065524273879637
1639.0	-0.000378114319239199
1640.0	-0.000348462651207789
1641.0	-0.0003176998543809404
1642.0	-0.00028593188338473224
1643.0	-0.00025326785245712155
1644.0	-0.00021981966166103066
1645.0	-0.00018570161451426839
1646.0	-0.00015103002833995486
1647.0	-0.00011592283866225864
1648.0	-8.049919898999022e-05
1649.0	-4.487907734273145e-05
1650.0	-9.182850882911379e-06
1651.0	2.646909997962993e-05
1652.0	6.195679664519876e-05
1653.0	9.716106518358521e-05
1654.0	0.00013196393564603604
1655.0	0.00016624903649433732
1656.0	0.0001999019828315832
1657.0	0.00023281075714230172
1658.0	0.0002648660812773146
1659.0	0.0002959617784513127
1660.0	0.00032599512405669497
1661.0	0.00035486718413742517
1662.0	0.0003824831404107337
1663.0	0.00040875260077169917
1664.0	0.00043358989426685063
1665.0	0.0004569143495773111
1666.0	0.0004786505561091334
1667.0	0.0004987286068490688
1668.0	0.0005170843222068245
1669.0	0.0005336594541304741
1670.0	0.0005484018698493018
1671.0	0.0005612657146683922
1672.0	0.0005722115533105621
1673.0	0.000581206489374573
1674.0	0.0005882242625529456
1675.0	0.0005932453233280458
1676.0	0.0005962568849415891
1677.0	0.0005972529525093066
1678.0	0.0005962343292296834
1679.0	0.0005932085997128014
1680.0	0.0005881900905320252
1681.0	0.0005811998081777924
1682.0	0.0005722653546681345
1683.0	0.0005614208211453912
1684.0	0.0005487066598616197
1685.0	0.0005341695350272418
1686.0	0.0005178621530674038
1687.0	0.0004998430728987385
1688.0	0.0004801764969049687
1689.0	0.0004589320433535486
1690.0	0.00043618450105604827
1691.0	0.0004120135671335013
1692.0	0.00038650356880251145
1693.0	0.00035974317015004817
1694.0	0.00033182506491344875
1695.0	0.0003028456563267845
1696.0	0.0002729047251363477
1697.0	0.000242105086925677
1698.0	0.00021055223992367785
1699.0	0.00017835400449964884
1700.0	0.00014562015557410173
1701.0	0.00011246204919567989
1702.0	7.899224455190515e-05
1703.0	4.53241226937226e-05
1704.0	1.1571503262869463e-05
1705.0	-2.2151739485228028e-05
1706.0	-5.573206007013264e-05
1707.0	-8.90566232987916e-05
1708.0	-0.00012201368262222288
1709.0	-0.00015449295407042162
1710.0	-0.000186385984516996
1711.0	-0.00021758651304603065
1712.0	-0.00024799082422019146
1713.0	-0.000277498092077548
1714.0	-0.0003060107137193354
1715.0	-0.0003334346313871579
1716.0	-0.0003596796419693916
1717.0	-0.00038465969292107466
1718.0	-0.0004082931636289835
1719.0	-0.00043050313130441487
1720.0	-0.00045121762054044906
1721.0	-0.00047036983572647283
1722.0	-0.0004878983755725318
1723.0	-0.0005037474290573386
1724.0	-0.0005178669521777176
1725.0	-0.0005302128249430554
1726.0	-0.0005407469881257255
1727.0	-0.0005494375593476113
1728.0	-0.0005562589281530281
1729.0	-0.0005611918297898204
1730.0	-0.0005642233974923487
1731.0	-0.0005653471931329787
1732.0	-0.000564563216181496
1733.0	-0.00056187789098502
1734.0	-0.0005573040324538061
1735.0	-0.0005508607903108153
1736.0	-0.0005425735721345929
1737.0	-0.0005324739454959588
1738.0	-0.0005205995195586713
1739.0	-0.000506993806582496
1740.0	-0.0004917060638339162
1741.0	-0.0004747911164745583
1742.0	-0.00045630916206030247
1743.0	-0.0004363255573444926
1744.0	-0.00041491058813706563
1745.0	-0.00039213922302670356
1746.0	-0.0003680908518258934
1747.0	-0.00034284900964850085
1748.0	-0.00031650108757592466
1749.0	-0.0002891380309112011
1750.0	-0.0002608540260603093
1751.0	-0.00023174617711583514
1752.0	-0.0002019141732512164
1753.0	-0.0001714599480619845
1754.0	-0.00014048733201564795
1755.0	-0.0001091016991929079
1756.0	-7.740960951916481e-05
1757.0	-4.551844769915556e-05
1758.0	-1.3536060075161616e-05
1759.0	1.8429609365264773e-05
1760.0	5.0270882605854116e-05
1761.0	8.188070962026218e-05
1762.0	0.00011315302757769659
1763.0	0.0001439831160327215
1764.0	0.00017426794691191311
1765.0	0.00020390652813015485
1766.0	0.00023280023969262753
1767.0	0.00026085316116632434
1768.0	0.000287972389435923
1769.0	0.00031406834569363304
1770.0	0.0003390550706509674
1771.0	0.0003628505070015298
1772.0	0.0003853767682092819
1773.0	0.0004065603927439495
1774.0	0.0004263325829359745
1775.0	0.00044462942767699645
1776.0	0.0004613921082473133
1777.0	0.00047656708660994936
1778.0	0.0004901062755714649
1779.0	0.000501967190271245
1780.0	0.0005121130805254125
1781.0	0.0005205130436162981
1782.0	0.0005271421171852407
1783.0	0.0005319813519539576
1784.0	0.0005350178640680728
1785.0	0.0005362448669253531
1786.0	0.0005356616824204346
1787.0	0.0005332737316071979
1788.0	0.000529092504849186
1789.0	0.0005231355115972291
1790.0	0.0005154262100018512
1791.0	0.0005059939166353195
1792.0	0.000494873696664636
1793.0	0.0004821062348819615
1794.0	0.0004677376880624041
1795.0	0.0004518195191811768
1796.0	0.0004344083140821369
1797.0	0.00041556558124752115
1798.0	0.0003953575353744139
1799.0	0.0003738548655166816
1800.0	0.0003511324886013244
1801.0	0.0003272692891763832
1802.0	0.0003023478462916098
1803.0	0.00027645414845529296
1804.0	0.00024967729764859307
1805.0	0.00022210920341392574
1806.0	0.0001938442680652474
1807.0	0.00016497906409622138
1808.0	0.00013561200488636368
1809.0	0.00010584300982559606
1810.0	7.577316499484711e-05
1811.0	4.5504380552402555e-05
1812.0	1.5139045985529571e-05
1813.0	-1.5220315608859177e-05
1814.0	-4.547139304922213e-05
1815.0	-7.551243123736593e-05
1816.0	-0.00010524257281421985
1817.0	-0.00013456219615789545
1818.0	-0.00016337324859347704
1819.0	-0.00019157957370219024
1820.0	-0.00021908723163914924
1821.0	-0.00024580481139485025
1822.0	-0.00027164373396425137
1823.0	-0.000296518545420122
1824.0	-0.0003203471989228588
1825.0	-0.00034305132473821476
1826.0	-0.0003645564873762173
1827.0	-0.0003847924290096485
1828.0	-0.00040369329837824355
1829.0	-0.0004211978644346662
1830.0	-0.00043724971404159616
1831.0	-0.00045179743308369763
1832.0	-0.00046479477041534495
1833.0	-0.00047620078412399677
1834.0	-0.00048597996964917583
1835.0	-0.0004941023693592579
1836.0	-0.0005005436632511787
1837.0	-0.0005052852405022545
1838.0	-0.0005083142516684777
1839.0	-0.0005096236413888126
1840.0	-0.0005092121615211003
1841.0	-0.0005070843647010646
1842.0	-0.0005032505783817707
1843.0	-0.0004977268594765123
1844.0	-0.0004905349297931055
1845.0	-0.0004817020925118698
1846.0	-0.00047126113002290363
1847.0	-0.00045925018350034255
1848.0	-0.00044571261465222367
1849.0	-0.00043069685014353104
1850.0	-0.00041425620924752816
1851.0	-0.0003964487153360237
1852.0	-0.00037733689187211504
1853.0	-0.000356987543620397
1854.0	-0.0003354715238376763
1855.0	-0.0003128634882531814
1856.0	-0.0002892416366903376
1857.0	-0.00026468744322200857
1858.0	-0.00023928537578830206
1859.0	-0.00021312260623973208
1860.0	-0.00018628871179890644
1861.0	-0.00015887536896125364
1862.0	-0.0001309760408786942
1863.0	-0.000102685659290305
1864.0	-7.410030208043804e-05
1865.0	-4.5316867557617e-05
1866.0	-1.643274655649743e-05
1867.0	1.2454506529412882e-05
1868.0	4.1247502674910275e-05
1869.0	6.984934600308456e-05
1870.0	9.816395931651562e-05
1871.0	0.00012609640628811602
1872.0	0.00015355320923293096
1873.0	0.00018044266139878367
1874.0	0.00020667513273470097
1875.0	0.0002321633681190284
1876.0	0.0002568227770568688
1877.0	0.00028057171388686365
1878.0	0.0003033317475706446
1879.0	0.0003250279201755873
1880.0	0.0003455889932004458
1881.0	0.0003649476809364467
1882.0	0.0003830408701010882
1883.0	0.0003998098250296851
1884.0	0.0004152003777593816
1885.0	0.0004291631023924953
1886.0	0.00044165347318005956
1887.0	0.00045263200582203156
1888.0	0.0004620643815382783
1889.0	0.0004699215535229347
1890.0	0.0004761798354549629
1891.0	0.00048082097179850047
1892.0	0.00048383218968844834
1893.0	0.0004852062322590839
1894.0	0.0004849413733361461
1895.0	0.00048304141347573
1896.0	0.00047951565739613364
1897.0	0.0004743788729113425
1898.0	0.0004676512315369139
1899.0	0.00045935823100037984
1900.0	0.0004495305999488554
1901.0	0.000438204185205814
1902.0	0.0004254198219873018
1903.0	0.00041122318754433125
1904.0	0.0003956646387532378
1905.0	0.0003787990342288823
1906.0	0.0003606855415867697
