f	CE1EL1	CE1EL2	CE2EL1	CE2EL2
270.0	-0.009066062483658011	0.010568371537624126	-0.015292221427445064	0.012803113647944587
271.0	-0.005200373049281612	0.007931299303472285	-0.014685934502756072	0.011068807763828058
272.0	-0.0010012573870401623	0.00481318809299309	-0.013089951060759678	0.008655555110384735
273.0	0.003236808301567206	0.0014141991708789383	-0.010619508181074365	0.005719058422422744
274.0	0.007218786554657746	-0.0020492568041161167	-0.007448154867015533	0.0024465574993550467
275.0	0.010669587175299134	-0.005358274895479571	-0.0037955936692515273	-0.0009550857116283975
276.0	0.013353041699501349	-0.00830526892599129	8.750962264426489e-05	-0.00427244035079158
277.0	0.015088037065059892	-0.010706972230961186	0.003936699993660307	-0.0072988759488974864
278.0	0.015760708320790528	-0.012415813259825078	0.0074917161934365	-0.009847411705534036
279.0	0.015331871682189848	-0.013328961236898015	0.010514061697326622	-0.011762248012814207
280.0	0.013839215532425135	-0.013394488756881692	0.012802979136508366	-0.012928270304152585
281.0	0.011394134366361667	-0.01261428359531484	0.014208759932566612	-0.01327794674676241
282.0	0.008173463468326885	-0.011043549259150697	0.014642508436099289	-0.012795207870255208
283.0	0.004406724395216594	-0.008786949697876346	0.014081725597848264	-0.011516087308462573
284.0	0.000359798802422444	-0.005991664498232797	0.012571364098522143	-0.009526106350298722
285.0	-0.003683810224440034	-0.0028378135609945865	0.010220315272872323	-0.0069545881799187486
286.0	-0.007442810696054448	0.00047312729074202675	0.007193597111451455	-0.003966277877005786
287.0	-0.010657662647890536	0.0037311761096008346	0.003700801244585121	-0.0007508096813777808
288.0	-0.013108471846149324	0.006731141806006358	-1.8394242552634072e-05	0.002489306438390473
289.0	-0.014630004396549417	0.009285527550768224	-0.0037106465864661957	0.005551419132339563
290.0	-0.015122798817137685	0.011236230376473175	-0.00712618125515169	0.008245391384794106
291.0	-0.014559630212315218	0.012464308098504078	-0.010035665396750493	0.01040538840876384
292.0	-0.01298690912513094	0.012897211356554653	-0.012245583503991358	0.011900068028808709
293.0	-0.010520952345597178	0.01251304231629526	-0.013611085933466056	0.01264054846229703
294.0	-0.007339419609716597	0.01134159181329505	-0.014045458694785433	0.012585671286328854
295.0	-0.00366854396323644	0.009462111315222517	-0.013525597044012036	0.011744249368461579
296.0	0.00023292843852645774	0.006997982049373448	-0.012093139686524142	0.010174179726685561
297.0	0.004091950857218729	0.004108638015820698	-0.009851216021159629	0.007978497689110858
298.0	0.007640260661231959	0.000979270222725398	-0.006957055727178413	0.0052986390594504
299.0	0.010633003950451702	-0.0021910242443273164	-0.0036109880445123308	0.0023053494328616605
300.0	0.012865608703210626	-0.005201891125802361	-4.259866559551003e-05	-0.0008121762864485085
301.0	0.014187745281789626	-0.00786436339531615	0.003505000762356437	-0.003858234525489917
302.0	0.014513423182459854	-0.010012704264724176	0.006791714220989892	-0.006642881331729597
303.0	0.013826547656222352	-0.011514707602352264	0.009596689923265114	-0.008993760289585769
304.0	0.012181579754391866	-0.01227981662259835	0.011733140392649865	-0.010766754544681838
305.0	0.009699285955779608	-0.012264563344300705	0.013060760866743218	-0.011854805595155343
306.0	0.006557904867807146	-0.011475003375193728	0.01349492172946499	-0.012194360193357715
307.0	0.0029803748634282465	-0.00996601202898688	0.01301203415867997	-0.011769058226936921
308.0	-0.0007814638935944034	-0.007837506438686002	0.0116507508303671	-0.010610449153217738
309.0	-0.00446457519530547	-0.005227851637356205	0.009508947344095128	-0.008795711398984272
310.0	-0.007813097063442067	-0.0023048843950286774	0.006736715710277062	-0.006442536376926796
311.0	-0.010596095089620004	0.00074486403433617	0.003525869448035291	-0.003701514727338894
312.0	-0.012623468452196756	0.0037280552903377518	9.669256706461873e-05	-0.0007465161638257088
313.0	-0.013758914464157682	0.006456784863760053	-0.0033171535571509714	0.002236323567940558
314.0	-0.013929068918735455	0.008760402595790164	-0.006484532619453352	0.005060312039004016
315.0	-0.01312821091829484	0.010496170070206616	-0.009192464133559938	0.007549870140760836
316.0	-0.01141823306291705	0.011558090240103154	-0.011260426687617309	0.009551434176757235
317.0	-0.008923908892221609	0.01188336401675825	-0.01255237432882542	0.01094291399065823
318.0	-0.005823816200761691	0.011456081550959741	-0.012985667397008325	0.011641125462006715
319.0	-0.0023375746092048617	0.010307932708264262	-0.012536332831106034	0.011606745804474166
320.0	0.0012896920903537105	0.008515910494905752	-0.011240320906191464	0.010846497584015208
321.0	0.004804571010803967	0.006197170929161702	-0.009190698252466233	0.009412442240228983
322.0	0.00796304504187043	0.003501391116035961	-0.006530992282104518	0.007398445123686508
323.0	0.010547414686907725	0.0006011229092678112	-0.00344516117834638	0.004934050305846456
324.0	0.012381284679648118	-0.00231923713380694	-0.00014488896964734234	0.002176163707625984
325.0	0.013341584950940412	-0.0050751573559699795	0.0031449181126402045	-0.0007009224789240122
326.0	0.013366808033551024	-0.007493617464908668	0.006201441461106629	-0.003516530766994067
327.0	0.01246091307387604	-0.009423957663704106	0.008819025080027222	-0.006094931255895691
328.0	0.010692651294226668	-0.010747250984520257	0.010822996928305578	-0.008276296401795927
329.0	0.008190387621363102	-0.01138361659848911	0.01208130880958863	-0.009926595574203174
330.0	0.005132805942224301	-0.011297025229218419	0.0125132202106529	-0.010945817627009864
331.0	0.0017361693716388005	-0.010497308649501984	0.012094456174739003	-0.01127401782358214
332.0	-0.0017609575427466912	-0.009039263288166285	0.01085851130729516	-0.010894824369188063
333.0	-0.005114446679053519	-0.00701892189186662	0.008894034757034838	-0.009836200665468458
334.0	-0.008091631163555001	-0.004567245347535888	0.006338496601396093	-0.008168432037784156
335.0	-0.010487431089432973	-0.0018416479791454794	0.0033685865124930023	-0.005999479249490796
336.0	-0.012138463644135827	0.0009840961741929282	0.0001880140375455692	-0.0034680047658959944
337.0	-0.012934167959731457	0.00373091971296358	-0.002986448290881251	-0.0007345213058156439
338.0	-0.012824188364808795	0.006225796940611273	-0.0059397238467723806	0.002028773126273526
339.0	-0.011821524418281427	0.008312630898456526	-0.008472988980511095	0.004648830789076666
340.0	-0.010001253441436016	0.009862008094315054	-0.010417043992192268	0.0069625792674367455
341.0	-0.007494940372037152	0.010779212068295577	-0.011643599768791204	0.00882705961537158
342.0	-0.004481149083682384	0.01101000031818477	-0.012073728158681785	0.010128248001816291
343.0	-0.001172738090773334	0.01054379307526922	-0.01168292050036153	0.010788017191720586
344.0	0.0021981567166290267	0.009414087725644386	-0.010502431523439833	0.010768813568282817
345.0	0.005396393987486885	0.0076960887664866695	-0.008616839138722592	0.010075770590907527
346.0	0.00820021398050058	0.0055017189061911	-0.006158007175678764	0.008756141372605821
347.0	0.010416599844246763	0.0029723411838607403	-0.0032958805342448577	0.006896101250788343
348.0	0.011894550071337757	0.00026966450470708675	-0.00022675417362245443	0.00461513527595325
349.0	0.012535350495738378	-0.0024345830998790926	0.0028401753038095937	0.0020583752312141345
350.0	0.012299148153023276	-0.0049695547588650075	0.005697055068506176	-0.0006126231457587841
351.0	0.011207390586565596	-0.007176067419079187	0.008151449355030024	-0.0032300773778588176
352.0	0.009340984321402684	-0.008916587033373509	0.010039288651922489	-0.005630506958209667
353.0	0.006834324901172761	-0.010083790595385568	0.011235824297271454	-0.007664933524774547
354.0	0.0038656372723486743	-0.010607172658089598	0.011663857930670218	-0.00920811671808324
355.0	0.0006443195552361035	-0.010457290354734245	0.011298703857677318	-0.010166253776910456
356.0	-0.0026038121404805834	-0.009647392226829962	0.010169566614525245	-0.010482670143503368
357.0	-0.005652339170700228	-0.008232342674117401	0.008357260505365768	-0.010141156551873108
358.0	-0.008290009416046054	-0.006304924989055301	0.005988445963542424	-0.009166757089913814
359.0	-0.010335362665888298	-0.003989770902606555	0.0032267924531500965	-0.007623973133957401
360.0	-0.011649200721938235	-0.0014353129778110181	0.00026168345536493464	-0.00561250976859229
361.0	-0.012144046196325205	0.0011957212272821166	-0.002704757894412064	-0.003260844214784611
362.0	-0.011789948258426167	0.0037366651360314354	-0.005471434535558538	-0.0007180303904904846
363.0	-0.010616251335323092	0.006027460865083625	-0.007851895893250666	0.0018557382893585308
364.0	-0.008709225824802528	0.007924731773903437	-0.009686891266127854	0.004299211003768897
365.0	-0.006205748408784074	0.009310746586802447	-0.010855011782224162	0.006460172585077632
366.0	-0.0032834934576636376	0.010100715230900519	-0.011280710558674967	0.008204916392155693
367.0	-0.0001483373173440155	0.010247964871262413	-0.01093917211002369	0.009426508042218406
368.0	0.0029801325643575324	0.00974668086782568	-0.009857718288470685	0.010051329827209916
369.0	0.005883984645301537	0.008632052781698403	-0.008113674281447233	0.01004350588360595
370.0	0.008362111929145518	0.006977830213387738	-0.005828858337691007	0.009406942830931348
371.0	0.010244147331265939	0.00489145672442775	-0.0031610866649873404	0.00818487109936639
372.0	0.011402163762140451	0.0025071020691731253	-0.0002932849879935477	0.006456929040366017
373.0	0.011759356266375122	-2.29560824041426e-05	0.0025790428213168276	0.004333985318718586
374.0	0.011295117908887172	-0.002538047968123868	0.005261131364776812	0.0019510354514353035
375.0	0.010046175252974934	-0.0048793057980264535	0.007572149299598399	-0.0005413730149516
376.0	0.008103725333073129	-0.0068996898503573545	0.009357380602198338	-0.0029866426104501655
377.0	0.005606794663680342	-0.008473214412950677	0.010498571670292578	-0.005231956151471453
378.0	0.002732302643400026	-0.009502795234333089	0.010921752984156152	-0.0071378185212325656
379.0	-0.00031746142029313336	-0.009926230219151568	0.01060201874882494	-0.008586714767764644
380.0	-0.003329062126924758	-0.00971994551901336	0.009564956705278797	-0.009490347648526817
381.0	-0.00609284334558383	-0.008900282174897068	0.007884648816687326	-0.009795009391225427
382.0	-0.008417512221711372	-0.007522254918522474	0.005678396229606925	-0.00948476143835954
383.0	-0.010143368132931959	-0.005675874694088528	0.003098543001862329	-0.008582234717864352
384.0	-0.011153262510816542	-0.0034802798057033744	0.0003219676683294058	-0.0071470127569331215
385.0	-0.011380538165088145	-0.0010760576860717641	-0.00246203325537404	-0.005271711311423684
386.0	-0.01081341092352089	0.0013837484497365993	-0.005064640546586159	-0.003076011649709127
387.0	-0.009495506863773154	0.0037433733133094434	-0.007310308567140537	-0.0006990312796152178
388.0	-0.007522537544938187	0.005854185071141083	-0.009048596039231386	0.0017094820908112476
389.0	-0.005035364620264018	0.007584039630084976	-0.010164234632585296	0.00399857646399814
390.0	-0.0022099553091827757	0.00882554545709387	-0.010584762153936222	0.006025548521836799
