f	Total	3ETcryo10	3ETcryo15	3ETamb10	3ETamb15	3ET2CEcryo10	3ET2CEamb10	3ET2CEcryo15	3ET2CEamb15	2ETcryo15al	2ETcryo15misal	2ETamb15al	2ETamb15misal	2ETcryo20al	2ETcryo20misal	2ETamb20al	2ETamb20misal	2ET2CEcryo15al	2ET2CEcryo15misal	2ET2CEamb15al	2ET2CEamb15misal	2ET2CEcryo20al	2ET2CEcryo20misal	2ET2CEamb20al	2ET2CEamb20misal
22.008406725380308	2.9597249649427785e-10	6.619758139541192e-11	2.3596259226465108e-11	9.931147560217471e-11	4.1432649752363945e-11	2.636679928849697e-13	3.2449545719446566e-13	1.513834087504641e-13	2.0899387994808766e-13	4.72995333778771e-11	4.72995333778771e-11	7.171458257196104e-11	7.171458257196104e-11	2.216316586983146e-11	2.216316586983146e-11	3.5701674539012304e-11	3.5701674539012304e-11	2.2221884470047523e-13	2.2221884470047523e-13	2.7712646358585856e-13	2.7712646358585856e-13	1.4643151758083968e-13	1.4643151758083968e-13	1.9248021655069319e-13	1.9248021655069319e-13
23.008807045636512	3.0451289159334856e-10	6.807959577490855e-11	2.4263283173480122e-11	1.0214173153741152e-10	4.260735980538693e-11	2.7082980339897193e-13	3.3333552196792434e-13	1.5545619012279709e-13	2.1464548276422627e-13	4.864172597115169e-11	4.864172597115169e-11	7.375419770894246e-11	7.375419770894246e-11	2.2789449723757695e-11	2.2789449723757695e-11	3.671306901489572e-11	3.671306901489572e-11	2.2823611140140456e-13	2.2823611140140456e-13	2.846581471259792e-13	2.846581471259792e-13	1.5036852855796665e-13	1.5036852855796665e-13	1.9767764509988008e-13	1.9767764509988008e-13
24.009207365892717	3.12907544294768e-10	6.99275013510558e-11	2.4917933356535435e-11	1.0492119425044988e-10	4.3760540387390596e-11	2.7783595751234253e-13	3.4198560909046353e-13	1.594372161380963e-13	2.201721786568547e-13	4.9959404677175143e-11	4.9959404677175143e-11	7.575690339161457e-11	7.575690339161457e-11	2.3404098240462966e-11	2.3404098240462966e-11	3.7705865154052446e-11	3.7705865154052446e-11	2.3412105507037746e-13	2.3412105507037746e-13	2.920264933968061e-13	2.920264933968061e-13	1.5421663030403809e-13	1.5421663030403809e-13	2.0275957119039474e-13	2.0275957119039474e-13
25.00960768614892	3.2116400442108996e-10	7.174301507130061e-11	2.5560825130446885e-11	1.076524333909412e-10	4.489326899102786e-11	2.8469358608766057e-13	3.504544703991138e-13	1.6333061744216346e-13	2.2557964307203388e-13	5.125379855334608e-11	5.125379855334608e-11	7.772455899513372e-11	7.772455899513372e-11	2.4007689597087045e-11	2.4007689597087045e-11	3.868099213231932e-11	3.868099213231932e-11	2.398797029511919e-13	2.398797029511919e-13	2.9923899331556596e-13	2.9923899331556596e-13	1.579798206383041e-13	1.579798206383041e-13	2.0773122886790888e-13	2.0773122886790888e-13
26.010008006405126	3.292891253837157e-10	7.352769545911371e-11	2.6192517075829257e-11	1.103377815226498e-10	4.6006523685723985e-11	2.9140917385140514e-13	3.5875006298607453e-13	1.6714015307897237e-13	2.3087303880682394e-13	5.252602324889803e-11	5.252602324889803e-11	7.965885232961067e-11	7.965885232961067e-11	2.460074862778289e-11	2.460074862778289e-11	3.963929338900824e-11	3.963929338900824e-11	2.455175373688473e-13	2.455175373688473e-13	3.063024587448401e-13	3.063024587448401e-13	1.6166173788317997e-13	1.6166173788317997e-13	2.125973799162998e-13	2.125973799162998e-13
27.01040832666133	3.372891526173589e-10	7.52829627296131e-11	2.6813518213500593e-11	1.1297936422164862e-10	4.7101195745452114e-11	2.979886431225261e-13	3.6687965197798574e-13	1.7086925896129535e-13	2.360570826339303e-13	5.377709540753322e-11	5.377709540753322e-11	8.156132142342748e-11	8.156132142342748e-11	2.518375360258973e-11	2.518375360258973e-11	4.058153751757325e-11	4.058153751757325e-11	2.5103956648720675e-13	2.5103956648720675e-13	3.1322311045112404e-13	3.1322311045112404e-13	1.6526570777554545e-13	1.6526570777554545e-13	2.1736237529535644e-13	2.1736237529535644e-13
28.010808646917535	3.451697979360433e-10	7.701011570583452e-11	2.742429407192351e-11	1.1557912538701985e-10	4.817810026844733e-11	3.044374242435022e-13	3.748498969921141e-13	1.7452108864305432e-13	2.4113610134526017e-13	5.500794477963635e-11	5.500794477963635e-11	8.343337284194307e-11	8.343337284194307e-11	2.5757141928592963e-11	2.5757141928592963e-11	4.150842742453392e-11	4.150842742453392e-11	2.5645038382910296e-13	2.5645038382910296e-13	3.200066520941565e-13	3.200066520941565e-13	1.6879478292745492e-13	1.6879478292745492e-13	2.220302068211224e-13	2.220302068211224e-13
29.011208967173744	3.529363024713345e-10	7.871034614081921e-11	2.802527182446115e-11	1.1813884866899568e-10	4.92379851686282e-11	3.1076051522184303e-13	3.8266692534871703e-13	1.7809854784455338e-13	2.461140792095089e-13	5.621942447723107e-11	5.621942447723107e-11	8.527629719675174e-11	8.527629719675174e-11	2.6321314977079887e-11	2.6321314977079887e-11	4.242060808418818e-11	4.242060808418818e-11	2.617542186779876e-13	2.617542186779876e-13	3.266583328816611e-13	3.266583328816611e-13	1.722517762406629e-13	1.722517762406629e-13	2.266045509285062e-13	2.266045509285062e-13
30.01160928742995	3.6059349028255826e-10	8.038475091892771e-11	2.8616844666304728e-11	1.206601757237698e-10	5.028153883586951e-11	3.169625325466662e-13	3.903363944514905e-13	1.8160432386741377e-13	2.509946984067221e-13	5.741231971063642e-11	5.741231971063642e-11	8.709128235841808e-11	8.709128235841808e-11	2.68766421962754e-11	2.68766421962754e-11	4.3318673145293294e-11	4.3318673145293294e-11	2.669549790211413e-13	2.669549790211413e-13	3.33183000953529e-13	3.33183000953529e-13	1.7563928937517207e-13	1.7563928937517207e-13	2.3108880595737864e-13	2.3108880595737864e-13
31.012009607686153	3.681458142836066e-10	8.203434251081448e-11	2.919937556513245e-11	1.231446218548459e-10	5.130939670015474e-11	3.2304775473354013e-13	3.978635452429317e-13	1.850409107979331e-13	2.5578137367547117e-13	5.858735527491439e-11	5.858735527491439e-11	8.887942477801144e-11	8.887942477801144e-11	2.7423464635628127e-11	2.7423464635628127e-11	4.4203170592489356e-11	4.4203170592489356e-11	2.720562883467743e-13	2.720562883467743e-13	3.395851491270904e-13	3.395851491270904e-13	1.7895973714158818e-13	1.7895973714158818e-13	2.354861241014287e-13	2.354861241014287e-13
32.01240992794236	3.755973958012121e-10	8.366005798027481e-11	2.9773200492483255e-11	1.2559358948772924e-10	5.232214688657166e-11	3.290201598356359e-13	4.052532482543888e-13	1.8841063121566757e-13	2.604772821578358e-13	5.974520199934915e-11	5.974520199934915e-11	9.06417392404418e-11	9.06417392404418e-11	2.7962097982160702e-11	2.7962097982160702e-11	4.507460762358532e-11	4.507460762358532e-11	2.770615173413879e-13	2.770615173413879e-13	3.4586895430408656e-13	3.4586895430408656e-13	1.822153685110202e-13	1.822153685110202e-13	2.3979943892837686e-13	2.3979943892837686e-13
33.01281024819856	3.8295205881820844e-10	8.526276678260225e-11	3.0338631221708935e-11	1.2800837983613064e-10	5.332033511186327e-11	3.3488345791673436e-13	4.125100434730491e-13	1.9171565498318236e-13	2.6508538923404794e-13	6.0886482331891e-11	6.0886482331891e-11	9.237916730914827e-11	9.237916730914827e-11	2.84928351895649e-11	2.84928351895649e-11	4.59334548727923e-11	4.59334548727923e-11	2.819738113284274e-13	2.819738113284274e-13	3.5203831158521535e-13	3.5203831158521535e-13	1.8540828479990877e-13	1.8540828479990877e-13	2.4403148920159834e-13	2.4403148920159834e-13
34.01321056845477	3.902133597565852e-10	8.684327754820376e-11	3.0895957762063614e-11	1.3039020304985433e-10	5.430446894388169e-11	3.406411192915928e-13	4.196381750145311e-13	1.9495801558360588e-13	2.6960847098800735e-13	6.201177519689328e-11	6.201177519689328e-11	9.409258467183037e-11	9.409258467183037e-11	2.9015948765399456e-11	2.9015948765399456e-11	4.678015008445951e-11	4.678015008445951e-11	2.867961141291477e-13	2.867961141291477e-13	3.5809686393841374e-13	3.5809686393841374e-13	1.885404554814276e-13	1.885404554814276e-13	2.481848395945739e-13	2.481848395945739e-13
35.01361088871097	3.97384613493766e-10	8.840234400987127e-11	3.1445450485483703e-11	1.3274018708145957e-10	5.52750215233626e-11	3.4629639919085907e-13	4.266416214077509e-13	1.9813962438625946e-13	2.740491338264953e-13	6.312162023970941e-11	6.312162023970941e-11	9.57828075589491e-11	9.57828075589491e-11	2.9531692769535185e-11	2.9531692769535185e-11	4.761510132311306e-11	4.761510132311306e-11	2.9153118890101056e-13	2.9153118890101056e-13	3.6404802811128025e-13	3.6404802811128025e-13	1.9161373199147908e-13	1.9161373199147908e-13	2.522618987802053e-13	2.522618987802053e-13
36.014011208967176	4.0446891618438587e-10	8.994067020268775e-11	3.198736199262629e-11	1.3505938546467165e-10	5.623243482922766e-11	3.518523593895424e-13	4.335241221538157e-13	2.012622831526044e-13	2.7840983168106074e-13	6.421652155058906e-11	6.421652155058906e-11	9.745059837451523e-11	9.745059837451523e-11	3.004030456758155e-11	3.004030456758155e-11	4.8438689789787256e-11	4.8438689789787256e-11	2.961816364091586e-13	2.961816364091586e-13	3.6989501735388485e-13	3.6989501735388485e-13	1.9462985983149971e-13	1.9462985983149971e-13	2.5626493529063126e-13	2.5626493529063126e-13
37.01441152922338	4.114691653558698e-10	9.145891504407315e-11	3.252192875641808e-11	1.3734878416524584e-10	5.7177122554589765e-11	3.573118872442368e-13	4.402892011051155e-13	2.0432769504036496e-13	2.8269288114692254e-13	6.529695094461973e-11	6.529695094461973e-11	9.90966706556026e-11	9.90966706556026e-11	3.0542006375274945e-11	3.0542006375274945e-11	4.9251272302623725e-11	4.9251272302623725e-11	3.007499111072569e-13	3.007499111072569e-13	3.756408614195912e-13	3.756408614195912e-13	1.9759048921762885e-13	1.9759048921762885e-13	2.601960914743357e-13	2.601960914743357e-13
38.014811849479585	4.183880776695771e-10	9.295769638222319e-11	3.304937257499514e-11	1.3960930763662926e-10	5.810947264912666e-11	3.626777125086721e-13	4.469401871184357e-13	2.073374743198924e-13	2.8690047485306784e-13	6.636335086109544e-11	6.636335086109544e-11	1.0072169345625837e-10	1.0072169345625837e-10	3.1037006623739025e-11	3.1037006623739025e-11	5.005318348969225e-11	5.005318348969225e-11	3.052383353401269e-13	3.052383353401269e-13	3.8128842423218755e-13	3.8128842423218755e-13	2.0049718448343106e-13	2.0049718448343106e-13	2.6405739582183055e-13	2.6405739582183055e-13
39.01521216973579	4.252282046728799e-10	9.443759458743576e-11	3.356990186053458e-11	1.4184182419167457e-10	5.902984957424311e-11	3.67952422236438e-13	4.5348023236087093e-13	2.1029315498162562e-13	2.910346933093002e-13	6.741613693543421e-11	6.741613693543421e-11	1.0232629523637791e-10	1.0232629523637791e-10	3.152550117054989e-11	3.152550117054989e-11	5.084473773413551e-11	5.084473773413551e-11	3.096491119291525e-13	3.096491119291525e-13	3.8684041954367463e-13	3.8684041954367463e-13	2.0335143240929005e-13	2.0335143240929005e-13	2.678507738865441e-13	2.678507738865441e-13
40.015612489991994	4.319919468146309e-10	9.589915574799898e-11	3.408371278624691e-11	1.4404715078277803e-10	5.993859631016275e-11	3.731384740295716e-13	4.599123285862493e-13	2.131961983848224e-13	2.9509751543633335e-13	6.845570028805031e-11	6.845570028805031e-11	1.0391106732236365e-10	1.0391106732236365e-10	3.20076743775296e-11	3.20076743775296e-11	5.162623090530314e-11	5.162623090530314e-11	3.1398433535927487e-13	3.1398433535927487e-13	3.9229942485456184e-13	3.9229942485456184e-13	2.061546496238104e-13	2.061546496238104e-13	2.715780579910731e-13	2.715780579910731e-13
41.0160128102482	4.386815659546462e-10	9.734289452306657e-11	3.459099031034003e-11	1.4622605726903366e-10	6.083603614753562e-11	3.7823820785185453e-13	4.662393216503266e-13	2.1604800007407927e-13	2.990908279530031e-13	6.948240956757023e-11	6.948240956757023e-11	1.0547656699635935e-10	1.0547656699635935e-10	3.24837000729142e-11	3.24837000729142e-11	5.239794190407832e-11	5.239794190407832e-11	3.182460017524591e-13	3.182460017524591e-13	3.9766789382642626e-13	3.9766789382642626e-13	2.0890818919969102e-13	2.0890818919969102e-13	2.752409958792299e-13	2.752409958792299e-13
42.01641313050441	4.4529919656173683e-10	9.876929669722347e-11	3.50919090929493e-11	1.4837927023671961e-10	6.172247429175896e-11	3.8325385660415645e-13	4.724639245042418e-13	2.188498958823734e-13	3.0301643377914074e-13	7.049661278041013e-11	7.049661278041013e-11	1.0702332026244541e-10	1.0702332026244541e-10	3.2953742412979286e-11	3.2953742412979286e-11	5.3160134046691044e-11	5.3160134046691044e-11	3.2243601779522724e-13	3.2243601779522724e-13	4.029481673935105e-13	4.029481673935105e-13	2.1161334655935588e-13	2.1161334655935588e-13	2.7884125846112766e-13	2.7884125846112766e-13
43.016813450760615	4.518468557675941e-10	1.0017882147574782e-10	3.558663432125838e-11	1.5050747643124386e-10	6.259819930526494e-11	3.8818755600841296e-13	4.785887292588581e-13	2.2160316747688684e-13	3.068760596895993e-13	7.149863893521635e-11	7.149863893521635e-11	1.085518243318665e-10	1.085518243318665e-10	3.3417956657483504e-11	3.3417956657483504e-11	5.3913056308958296e-11	5.3913056308958296e-11	3.2655620886357217e-13	3.2655620886357217e-13	4.0814248412780294e-13	4.0814248412780294e-13	2.1427136484367814e-13	2.1427136484367814e-13	2.823804468769434e-13	2.823804468769434e-13
44.01721377101682	4.583264524129748e-10	1.0157190354816799e-10	3.6075322449698686e-11	1.5261132584384736e-10	6.346348440316936e-11	3.9304135288224943e-13	4.846162175844107e-13	2.2430904745638383e-13	3.1067136328971606e-13	7.248879952061904e-11	7.248879952061904e-11	1.1006254985760771e-10	1.1006254985760771e-10	3.387648986517526e-11	3.387648986517526e-11	5.465694444377889e-11	5.465694444377889e-11	3.306083264224771e-13	3.306083264224771e-13	4.132529889464428e-13	4.132529889464428e-13	2.1688343970901394e-13	2.1688343970901394e-13	2.8586009894140957e-13	2.8586009894140957e-13
45.017614091273025	4.6473979521216873e-10	1.0294895495180149e-10	3.6558121869165265e-11	1.5469143449832193e-10	6.431858862392432e-11	3.9781721425359303e-13	4.905487713061161e-13	2.269687253287824e-13	3.1440394050027713e-13	7.346738984010045e-11	7.346738984010045e-11	1.115559429522702e-10	1.115559429522702e-10	3.432948152265142e-11	3.432948152265142e-11	5.5392021990899494e-11	5.5392021990899494e-11	3.3459405596771725e-13	3.3459405596771725e-13	4.182817426168804e-13	4.182817426168804e-13	2.1945072496147608e-13	2.1945072496147608e-13	2.892816961491242e-13	2.892816961491242e-13
