f HF LF HF_LF
1.486131886268465596e+00 4.381651745926958699e-38 4.063052044347539976e-37 3.955125517825820283e-38
1.490703016835115413e+00 4.090663389623939622e-38 3.418623441056967077e-37 3.653492983219558037e-38
1.495288207550027115e+00 3.819307173763749858e-38 2.880642519715835034e-37 3.372202810811146868e-38
1.499887501660219113e+00 3.566234726719115596e-38 2.452407591152741358e-37 3.113479672143782318e-38
1.504500942545731856e+00 3.330192160120651126e-38 2.087762300157385884e-37 2.872068213401258012e-38
1.509128573720036837e+00 3.110013298896732930e-38 1.777274674060661437e-37 2.646847381124468619e-38
1.513770438830446041e+00 2.904613408464050481e-38 1.512910173975451789e-37 2.436779743393513804e-38
1.518426581658525620e+00 2.712983381570899656e-38 1.287824884181650474e-37 2.240905310817826627e-38
1.523097046120506226e+00 2.534184350205046865e-38 1.096189273757097656e-37 2.058335681065409213e-38
1.527781876267699346e+00 2.367342690656091267e-38 9.330380161118804544e-38 1.888248469839218382e-38
1.532481116286912304e+00 2.211645392287353278e-38 7.941420179292548119e-38 1.729881997109679583e-38
1.537194810500863928e+00 2.066335762840327539e-38 6.758993767638873391e-38 1.582530204073721434e-38
1.541923003368604439e+00 1.930709445182909572e-38 5.752424706318966996e-38 1.445537783695021611e-38
1.546665739485932889e+00 1.804110722335245835e-38 4.895587956650851025e-38 1.318295515652312959e-38
1.551423063585819051e+00 1.685929089378910157e-38 4.178921480047819552e-38 1.201286409950535113e-38
1.556195020538825080e+00 1.575596072485459446e-38 3.587729982638789397e-38 1.094800756224560120e-38
1.560981655353528508e+00 1.472582276805668102e-38 3.080067822217806905e-38 9.962666112491826510e-39
1.565783013176946792e+00 1.376394646344846923e-38 2.644148209355011582e-38 9.051990166798110596e-39
1.570599139294962976e+00 1.286573920228296636e-38 2.269845465338134492e-38 8.211416208404751503e-39
1.575430079132753791e+00 1.202692270938687210e-38 1.948461219644296739e-38 7.436639491199203569e-39
1.580275878255216204e+00 1.124351111193618025e-38 1.672523473503285601e-38 6.723589381590446173e-39
1.585136582367399738e+00 1.051179057133744850e-38 1.435613915362477013e-38 6.068407377088585631e-39
1.590012237314934795e+00 9.828300364173403218e-39 1.232219521045701735e-38 5.467427817418984573e-39
1.594902889084467645e+00 9.189815306698278101e-39 1.057605027775008983e-38 4.917161270354294043e-39
1.599808583804091633e+00 8.593329425253370587e-39 9.077033496753835791e-39 4.414280532094745065e-39
1.604729367743784829e+00 8.036040782243980835e-39 7.790214138016485434e-39 3.955609133742160922e-39
1.609665287315844573e+00 7.515337374040627290e-39 6.711501893707704551e-39 3.545355371524410626e-39
1.614616389075325786e+00 7.028784023364459662e-39 5.799428105112369736e-39 3.177600058497369926e-39
1.619582719720479957e+00 6.574110194457391523e-39 5.011130077037603841e-39 2.843594138160572081e-39
1.624564326093196565e+00 6.149198664628403022e-39 4.329834227563362295e-39 2.540788937692337537e-39
1.629561255179443391e+00 5.752074990662511392e-39 3.741036841898177322e-39 2.266772459545024831e-39
1.634573554109710392e+00 5.380897713107128927e-39 3.232197339008079812e-39 2.019265219360183094e-39
1.639601270159454671e+00 5.033949245628282504e-39 2.792472929546333820e-39 1.796116626792310028e-39
1.644644450749545239e+00 4.709627400502638400e-39 2.412489087506515731e-39 1.595301723731043949e-39
1.649703143446711762e+00 4.406437504884651644e-39 2.084141008556255258e-39 1.414918113470567210e-39
1.654777395963991538e+00 4.122985065800483288e-39 1.800421877693575706e-39 1.253182937570111041e-39
1.659867256161181359e+00 3.857968944879479829e-39 1.555274331229430387e-39 1.108429783145520117e-39
1.664972772045287153e+00 3.610175006670153627e-39 1.343461984865640774e-39 9.791054307089443578e-40
1.670093991770977837e+00 3.378470207008008186e-39 1.165482672490550797e-39 8.665469449647815322e-40
1.675230963641039406e+00 3.161797090330169657e-39 1.012288303338242398e-39 7.667907841380346877e-40
1.680383736106830339e+00 2.959168667080617945e-39 8.792017561946085631e-40 6.778153231895059144e-40
1.685552357768738352e+00 2.769663644428869665e-39 7.635877850884901071e-40 5.985651940933191508e-40
1.690736877376639358e+00 2.592421985454647840e-39 6.631559728169349235e-40 5.280721720541798868e-40
1.695937343830356436e+00 2.426640773734560292e-39 5.759156790603064529e-40 4.654501892012373276e-40
1.701153806180122352e+00 2.271570361922195893e-39 5.001368654453711725e-40 4.098903626013139176e-40
1.706386313627040963e+00 2.126510784445478715e-39 4.343160320970795202e-40 3.606560662930559364e-40
1.711634915523551514e+00 1.990808415864875322e-39 3.771465997658231921e-40 3.170780778656987968e-40
1.716899661373894936e+00 1.863852857753876776e-39 3.274931582375703508e-40 2.785498293840968903e-40
1.722180600834579911e+00 1.745074038182333198e-39 2.843690771045826238e-40 2.445227905030093938e-40
1.727477783714851167e+00 1.633939509016220683e-39 2.469170405534405980e-40 2.145020087267875348e-40
1.732791259977159770e+00 1.529951927295743172e-39 2.153711669988720692e-40 1.887945751196459883e-40
1.738121079737634744e+00 1.432646707927376694e-39 1.878540922206027983e-40 1.660773921036980426e-40
1.743467293266554252e+00 1.341589835828747214e-39 1.638488873329698314e-40 1.460159078385474957e-40
1.748829950988821658e+00 1.256375826501453420e-39 1.429080550229960057e-40 1.283129378633485129e-40
1.754209103484439147e+00 1.176625824785849333e-39 1.246410250138222915e-40 1.127023629946615527e-40
1.759604801488986681e+00 1.101985832271368467e-39 1.087069244044155246e-40 9.894623545314605835e-41
1.765017095894099386e+00 1.032125054506331330e-39 9.480826463167874781e-41 8.683209879309496227e-41
1.770446037747947621e+00 9.667343597720134239e-40 8.268542903322725502e-41 7.617051455634986920e-41
1.775891678255718586e+00 9.055248417627661602e-40 7.211185966285505089e-41 6.679278735669845790e-41
1.781354068780100164e+00 8.482264790493585335e-40 6.288985475176684721e-41 5.854887908930919290e-41
1.786833260841763416e+00 7.945868847004148994e-40 5.484689956066878228e-41 5.130550240040056020e-41
1.792329306119850640e+00 7.443701398981177063e-40 4.787165902890244590e-41 4.497898694156335814e-41
1.797842256452461207e+00 6.973557058141165710e-40 4.190981164389257585e-41 3.953389626498228402e-41
1.803372163837141384e+00 6.533374084096357581e-40 3.669056538752456975e-41 3.473963348392620627e-41
1.808919080431374615e+00 6.121224911942798900e-40 3.212155224137109348e-41 3.051999437070341656e-41
1.814483058553072903e+00 5.735307313222557599e-40 2.812187346344058139e-41 2.680742761744369329e-41
1.820064150681071524e+00 5.373936147243685332e-40 2.462067800634886116e-41 2.354209727747271247e-41
1.825662409455622193e+00 5.035535662714617606e-40 2.155591683430746206e-41 2.067103936490935633e-41
1.831277887678891325e+00 4.718632312413043045e-40 1.887325135129669788e-41 1.814740432503243662e-41
1.836910638315456978e+00 4.421848046178232952e-40 1.652509700663343588e-41 1.592977776431585291e-41
1.842560714492808671e+00 4.143894049902823575e-40 1.446978530569555670e-41 1.398157217763265374e-41
1.848228169501848539e+00 3.883564900423235928e-40 1.267082959286279625e-41 1.227048299623337047e-41
1.853913056797394487e+00 3.639733108271787795e-40 1.109628179618742363e-41 1.076800279911062943e-41
1.859615429998683345e+00 3.411344022175375854e-40 9.731774969704164245e-42 9.461850279840373578e-42
1.865335342889876902e+00 3.197411070972998478e-40 8.551599645363379301e-42 8.328841554816144331e-42
1.871072849420569950e+00 2.997011320286600582e-40 7.515275626594210597e-42 7.331433337132054585e-42
1.876828003706298098e+00 2.809281322826893579e-40 6.605276006733362085e-42 6.453538261249500825e-42
1.882600860029048917e+00 2.633413242655508357e-40 5.806205934928717203e-42 5.680951107831881187e-42
1.888391472837773533e+00 2.468651235063942193e-40 5.104543746149693259e-42 5.001133017626405901e-42
1.894199896748900214e+00 2.314288064977406476e-40 4.488413462647619308e-42 4.403019715573713730e-42
1.900026186546850182e+00 2.169661947951511750e-40 3.947384872339326232e-42 3.876851194175102886e-42
1.905870397184552978e+00 2.034153598910912043e-40 3.472297847681154592e-42 3.414020556155940003e-42
1.911732583783966266e+00 1.907183474784005214e-40 3.055107971497705942e-42 3.006939946130980170e-42
1.917612801636594311e+00 1.788209198126072045e-40 2.688750890562653873e-42 2.648921710533320985e-42
1.923511106204010668e+00 1.676723149693245221e-40 2.367023129348426864e-42 2.334073115795568164e-42
1.929427553118380434e+00 1.572250218744008622e-40 2.088168158549096949e-42 2.060797880812040256e-42
1.935362198182985827e+00 1.474345700600488075e-40 1.844576521081221211e-42 1.821783903223676716e-42
1.941315097372751985e+00 1.382593331706621574e-40 1.630021274997578819e-42 1.611027911510603627e-42
1.947286306834774328e+00 1.296603453077217571e-40 1.441029826835628543e-42 1.425190428052064107e-42
1.953275882888849679e+00 1.216011293643121096e-40 1.274544531589338522e-42 1.261324146207114678e-42
1.959283882028005852e+00 1.140475365568171017e-40 1.127873198217295602e-42 1.116828323673653502e-42
1.965310360919035437e+00 1.069675964144184883e-40 9.986454870331938312e-43 9.894084070792387438e-43
1.971355376403029824e+00 1.003313765365633977e-40 8.847744990228129098e-43 8.770402994300439496e-43
1.977418985495916104e+00 9.411085147466591061e-41 7.844229401167576804e-43 7.779387463275930243e-43
1.983501245388993306e+00 8.827978013733054451e-41 6.959733166166388422e-43 6.905293744341984245e-43
1.989602213449474188e+00 8.281359115843657062e-41 6.180016824814760052e-43 6.134239671754987498e-43
1.995721947221023473e+00 7.768927570483525062e-41 5.492545160512727207e-43 5.453986087054802768e-43
2.001860504424302523e+00 7.288528723520717471e-41 4.895525663761778970e-43 4.862863007748685057e-43
2.008017942957513569e+00 6.838144775414021190e-41 4.369059252887958623e-43 4.341321479845370786e-43
2.014194320896945722e+00 6.415886013578952755e-41 3.903419708485413402e-43 3.879814946655173208e-43
2.020389696497520760e+00 6.019982611969296133e-41 3.491468630408263766e-43 3.471335583394235653e-43
2.026604128193346899e+00 5.648776960771460527e-41 3.126907000158334253e-43 3.109693147779908330e-43
2.032837674598265032e+00 5.300716491564500874e-41 2.804176601028221801e-43 2.789420055451066769e-43
2.039090394506406057e+00 4.974346965589529308e-41 2.518372993180620898e-43 2.505687397433677866e-43
2.045362346892741545e+00 4.668306194915079323e-41 2.265168692131833887e-43 2.254230650620777675e-43
2.051653590913641967e+00 4.381318168277049750e-41 2.040745356835265715e-43 2.031283972893531821e-43
2.057964185907435350e+00 4.112187555235145121e-41 1.841733932956741288e-43 1.833522099662620774e-43
2.064294191394965505e+00 3.859794564026353046e-41 1.665161820058570622e-43 1.658008969853417522e-43
2.070643667080152905e+00 3.623090130114353729e-41 1.508599571747720537e-43 1.502344039884603083e-43
2.077012672850560016e+00 3.401091413949844510e-41 1.371394595371568897e-43 1.365887039484789433e-43
2.083401268777954840e+00 3.192877587867129838e-41 1.249163889239975589e-43 1.244295774798886306e-43
2.089809515118877581e+00 2.997585893361897662e-41 1.140192065929044308e-43 1.135871550102593697e-43
2.096237472315208183e+00 2.814407951224444028e-41 1.042962235676895209e-43 1.039111500203743403e-43
2.102685200994737880e+00 2.642586308152128286e-41 9.561330219665305063e-44 9.526860405750416970e-44
2.109152761971740730e+00 2.481411204537335736e-41 8.785182342807034572e-44 8.754189032719929662e-44
2.115640216247546501e+00 2.330217549128130309e-41 8.090688914866731880e-44 8.062694638469735361e-44
2.122147625011115313e+00 2.188382087194594934e-41 7.468573246018698252e-44 7.443170978307124763e-44
2.128675049639618067e+00 2.055320749705917297e-41 6.910631189145847196e-44 6.887473349596500174e-44
2.135222551699011095e+00 1.930486171840076021e-41 6.409606830841401973e-44 6.388396056271919557e-44
2.141790192944620586e+00 1.813365369907901436e-41 5.959082573100669189e-44 5.939563973730113698e-44
2.148378035321721224e+00 1.703477566486780733e-41 5.554782301100536892e-44 5.536727870220685947e-44
2.154986140966124619e+00 1.600372154220791273e-41 5.192849979779975607e-44 5.176054838604158239e-44
2.161614572204762386e+00 1.503626789367882253e-41 4.865332878235925129e-44 4.849640741918503367e-44
2.168263391556274566e+00 1.412845606751558788e-41 4.568467135835532087e-44 4.553742509944123379e-44
2.174932661731600270e+00 1.327657548318584766e-41 4.298915734392001631e-44 4.285040899147635388e-44
2.181622445634568308e+00 1.247714798008831808e-41 4.053719742745760027e-44 4.040592200776384079e-44
2.188332806362491390e+00 1.172691316116729153e-41 3.830255129971903490e-44 3.817785444146143257e-44
2.195063807206758977e+00 1.102281466766128454e-41 3.626194512329403836e-44 3.614304472046975253e-44
2.201815511653437696e+00 1.036198732532290411e-41 3.439473271385153334e-44 3.428094335599095259e-44
2.208587983383867304e+00 9.741745106316184082e-42 3.268259544607129707e-44 3.257331518151944141e-44
2.215381286275262429e+00 9.159569854600742508e-42 3.110927646616159889e-44 3.100397553372269767e-44
2.222195484401314314e+00 8.613100725977840732e-42 2.966034529512595135e-44 2.955855651770039574e-44
2.229030642032797438e+00 8.100124297136240337e-42 2.832791711606666084e-44 2.822919341480313190e-44
2.235886823638172594e+00 7.618565300967907182e-42 2.709862137116840367e-44 2.700257539168552758e-44
2.242764093884197063e+00 7.166477948186987738e-42 2.595752753375721609e-44 2.586384671618988891e-44
2.249662517636533909e+00 6.742037797854054324e-42 2.489598071575349864e-44 2.480438681575671814e-44
2.256582159960362599e+00 6.343534141819003890e-42 2.390627193641459150e-44 2.381651690130453450e-44
2.263523086120995842e+00 5.969362870339185638e-42 2.298153188162077438e-44 2.289339428935718290e-44
2.270485361584491546e+00 5.618019788242383141e-42 2.211563665572911482e-44 2.202891863429134689e-44
2.277469052018272322e+00 5.288094352963136679e-42 2.130312417264322482e-44 2.121764873000224974e-44
2.284474223291745432e+00 4.978263807626095317e-42 2.053911998630061412e-44 2.045472869184061472e-44
2.291500941476921405e+00 4.687287684071635015e-42 1.981927149447754901e-44 1.973582246171076021e-44
2.298549272849040204e+00 4.414002652319676333e-42 1.913968957121024046e-44 1.905705569920015404e-44
2.305619283887194726e+00 4.157317694486038025e-42 1.849689678878818031e-44 1.841496422609012756e-44
2.312711041274957857e+00 3.916209582559933623e-42 1.788923897589065299e-44 1.780789255180372903e-44
2.319824611901011302e+00 3.689718640778430649e-42 1.731260553361505176e-44 1.723175207151900113e-44
2.326960062859777079e+00 3.476944774559833757e-42 1.676398100803638696e-44 1.668354183038887149e-44
2.334117461452051678e+00 3.277043749109288288e-42 1.624119140439780724e-44 1.616109620978244587e-44
2.341296875185637116e+00 3.089223701894793110e-42 1.574228081097201427e-44 1.566246692363417427e-44
2.348498371775980420e+00 2.912741874192990875e-42 1.526548762241082591e-44 1.518589932786313182e-44
2.355722019146812674e+00 2.746901547849673335e-42 1.480922340935194086e-44 1.472981136509644431e-44
2.362967885430787174e+00 2.591049174286323898e-42 1.437205413840225301e-44 1.429277485031491003e-44
2.370236038970125136e+00 2.444571683605808430e-42 1.395268348070009765e-44 1.387349883688739322e-44
2.377526548317257404e+00 2.306893962426684882e-42 1.354993797501091575e-44 1.347081483004074173e-44
2.384839482235472818e+00 2.177476489795360904e-42 1.316275383889873900e-44 1.308366364222353948e-44
2.392174909699567475e+00 2.055813121205800341e-42 1.279016524339233802e-44 1.271108370657718334e-44
2.399532899896492211e+00 1.941429011390232111e-42 1.243169424851313314e-44 1.235259596814826407e-44
2.406913522226008517e+00 1.833878667133539520e-42 1.208606748091118941e-44 1.200693648538670120e-44
2.414316846301340913e+00 1.732744121922103463e-42 1.175254808338661272e-44 1.167337201568343861e-44
2.421742941949834638e+00 1.637633224758421847e-42 1.143048259506467703e-44 1.135125222223344166e-44
2.429191879213613792e+00 1.548178035955522925e-42 1.111927159329656445e-44 1.103998062026214894e-44
