f HF LF HF_LF
1.654777395963991538e+00 2.319178514662614394e-39 1.012557146774038930e-39 7.048280590945311897e-40
1.659867256161181359e+00 2.170106946627789255e-39 8.746668416125494741e-40 6.234028275924432298e-40
1.664972772045287153e+00 2.030722856814565805e-39 7.555274334011020764e-40 5.506564982140580477e-40
1.670093991770977837e+00 1.900388907847618544e-39 6.554189584639978961e-40 4.873413745515709028e-40
1.675230963641039406e+00 1.778510280942120891e-39 5.692518699668830835e-40 4.312277982629718805e-40
1.680383736106830339e+00 1.664531794444063742e-39 4.943952914763223392e-40 3.811785432924648161e-40
1.685552357768738352e+00 1.557935221109382315e-39 4.293669013242273345e-40 3.365999617272372900e-40
1.690736877376639358e+00 1.458236790145230707e-39 3.728783439018045504e-40 2.969474224836317291e-40
1.695937343830356436e+00 1.364984861039868225e-39 3.238098879771990239e-40 2.617225066581643347e-40
1.701153806180122352e+00 1.277757757138867950e-39 2.811883907964095398e-40 2.304702109392070643e-40
1.706386313627040963e+00 1.196161747787285808e-39 2.441681373966156243e-40 2.027761757821271905e-40
1.711634915523551514e+00 1.119829168656055697e-39 2.120141805557146814e-40 1.782639555136223934e-40
1.716899661373894936e+00 1.048416670612184252e-39 1.840878555259700393e-40 1.565923471254176701e-40
1.722180600834579911e+00 9.816035881780472520e-40 1.598341860954683531e-40 1.374527934163444010e-40
1.727477783714851167e+00 9.190904192624342621e-40 1.387709354092833808e-40 1.205668745185785046e-40
1.732791259977159770e+00 8.605974084356614457e-40 1.210297983094478059e-40 1.061074204676637170e-40
1.738121079737634744e+00 8.058632265687876069e-40 1.055547604624328525e-40 9.333006486192798263e-41
1.743467293266554252e+00 7.546437401650408022e-40 9.205505237205961105e-41 8.204661402076562148e-41
1.748829950988821658e+00 7.067108641819808733e-40 8.027895971050643081e-41 7.208989401163209803e-41
1.754209103484439147e+00 6.618514925810082075e-40 7.000678951902473461e-41 6.331020535972822582e-41
1.759604801488986681e+00 6.198665012456241817e-40 6.104680352668074885e-41 5.557369528411033553e-41
1.765017095894099386e+00 5.805698182868999168e-40 5.323166706913216698e-41 4.876085018966844022e-41
1.770446037747947621e+00 5.437875571038476158e-40 4.641534834521371887e-41 4.276510443398059419e-41
1.775891678255718586e+00 5.093572078909459787e-40 4.047041100309491775e-41 3.749156070442510084e-41
1.781354068780100164e+00 4.771268835862333227e-40 3.528565021461447666e-41 3.285581677195315868e-41
1.786833260841763416e+00 4.469546165333287706e-40 3.076402878190794559e-41 2.878289307331626240e-41
1.792329306119850640e+00 4.187077023902357756e-40 2.684292300665214406e-41 2.522572739639077531e-41
1.797842256452461207e+00 3.922620880595026093e-40 2.349177924381834300e-41 2.216439846533078844e-41
1.803372163837141384e+00 3.675018006382602004e-40 2.055827911078259638e-41 1.946916208470209373e-41
1.808919080431374615e+00 3.443184145950182642e-40 1.799046766728493564e-41 1.709714999627817200e-41
1.814483058553072903e+00 3.226105545737662409e-40 1.574284137788500350e-41 1.501036149852046168e-41
1.820064150681071524e+00 3.022834314056948787e-40 1.377554847414360672e-41 1.317513605796854212e-41
1.825662409455622193e+00 2.832484090761108241e-40 1.205368825982821937e-41 1.156167888374906786e-41
1.831277887678891325e+00 2.654226005495375471e-40 1.054669710360238332e-41 1.014363480377024343e-41
1.836910638315456978e+00 2.487284905005140073e-40 9.227810468942819388e-42 8.897706161621350906e-42
1.842560714492808671e+00 2.330935831318637889e-40 8.073591546902311510e-42 7.803310649209515461e-42
1.848228169501848539e+00 2.184500733872631387e-40 7.063518260690430145e-42 6.842275319834807768e-42
1.853913056797394487e+00 2.047345399810314573e-40 6.179621436175625607e-42 5.998563318324056915e-42
1.859615429998683345e+00 1.918876587761656238e-40 5.413821234197725405e-42 5.265269584436605524e-42
1.865335342889876902e+00 1.798539351421864987e-40 4.751657598627131604e-42 4.629352257822582914e-42
1.871072849420569950e+00 1.685814540178604556e-40 4.170361891544230847e-42 4.069686143420314448e-42
1.876828003706298098e+00 1.580216464908882406e-40 3.660076656975148860e-42 3.577221521130986935e-42
1.882600860029048917e+00 1.481290717876398149e-40 3.212143677066048035e-42 3.143967490093890640e-42
1.888391472837773533e+00 1.388612136413329691e-40 2.818958359057603999e-42 2.762870579674622574e-42
1.894199896748900214e+00 1.301782900772395602e-40 2.473841768657586203e-42 2.427706866706184499e-42
1.900026186546850182e+00 1.220430757187390888e-40 2.170928175391632048e-42 2.132986164064743692e-42
1.905870397184552978e+00 1.144207357788576442e-40 1.905066233190180330e-42 1.873866986848723375e-42
1.911732583783966266e+00 1.072786709584616477e-40 1.671732146098583718e-42 1.646081131612503344e-42
1.917612801636594311e+00 1.005863725250505293e-40 1.466953368310541386e-42 1.445866821978417897e-42
1.923511106204010668e+00 9.431528689503511143e-41 1.287241563010335605e-42 1.269909481231050405e-42
1.929427553118380434e+00 8.843868908818946267e-41 1.131609767191228783e-42 1.117313279610338424e-42
1.935362198182985827e+00 8.293156446546684229e-41 9.957787130157028635e-43 9.839640265530740261e-43
1.941315097372751985e+00 7.777049820101502439e-41 8.762467658539601846e-43 8.664840173130895254e-43
1.947286306834774328e+00 7.293357197618027497e-41 7.710615815978981132e-43 7.629951150283277137e-43
1.953275882888849679e+00 6.840026741766694344e-41 6.785041949656272346e-43 6.718398039835824760e-43
1.959283882028005852e+00 6.415137583411107817e-41 5.970611797634513609e-43 5.915555325413549084e-43
1.965310360919035437e+00 6.016891383516841574e-41 5.254001233032850278e-43 5.208519989146316666e-43
1.971355376403029824e+00 5.643604444508502764e-41 4.623480212505503408e-43 4.585910488039073757e-43
1.977418985495916104e+00 5.293700334865009084e-41 4.068722458575780641e-43 4.037688900814140361e-43
1.983501245388993306e+00 4.965702993163021688e-41 3.580637816948279274e-43 3.555003620900089010e-43
1.989602213449474188e+00 4.658230280031269488e-41 3.151224592779332589e-43 3.130050260970772648e-43
1.995721947221023473e+00 4.369987948583172569e-41 2.773439489788606923e-43 2.755948693410975544e-43
2.001860504424302523e+00 4.099764005852212705e-41 2.446281753705250788e-43 2.431771653570667463e-43
2.008017942957513569e+00 3.846423439583518881e-41 2.158565458071524989e-43 2.146519455274351582e-43
2.014194320896945722e+00 3.608903286439422878e-41 1.904826694622640230e-43 1.894825555734330058e-43
2.020389696497520760e+00 3.386208019263800079e-41 1.681056992802748098e-43 1.672752740154742162e-43
2.026604128193346899e+00 3.177405232534884974e-41 1.483719829940054187e-43 1.476823660299260420e-43
2.032837674598265032e+00 2.981621606517527293e-41 1.309695186303798383e-43 1.303967431098798676e-43
2.039090394506406057e+00 2.798039131914505969e-41 1.156230599619095009e-43 1.151472383092520131e-43
2.045362346892741545e+00 2.625891578021826508e-41 1.020897958805125754e-43 1.016944268042898338e-43
2.051653590913641967e+00 2.464461188513485749e-41 9.015553654337330304e-44 8.982692942001302124e-44
2.057964185907435350e+00 2.313075590029277320e-41 7.963134698047785065e-44 7.935814380836489578e-44
2.064294191394965505e+00 2.171104899717190309e-41 7.035057577986039454e-44 7.012335422341350030e-44
2.070643667080152905e+00 2.037959018792287465e-41 6.217710748689877791e-44 6.198798525301514028e-44
2.077012672850560016e+00 1.913085100026720085e-41 5.507475871886868904e-44 5.491666214922461475e-44
2.083401268777954840e+00 1.795965177878919245e-41 4.879749508228143443e-44 4.866526850962700134e-44
2.089809515118877581e+00 1.686113950712201826e-41 4.324932049218378364e-44 4.313866853415616586e-44
2.096237472315208183e+00 1.583076705244577256e-41 3.834538980141009402e-44 3.825273377389921197e-44
2.102685200994737880e+00 1.486427374018134044e-41 3.401071636662967897e-44 3.393307461994769952e-44
2.109152761971740730e+00 1.395766717279652416e-41 3.017902906658173870e-44 3.011391727007941090e-44
2.115640216247546501e+00 1.310720621227111456e-41 2.679176153017442053e-44 2.673710958890554253e-44
2.122147625011115313e+00 1.230938505103160091e-41 2.379715831685593437e-44 2.375124115335791721e-44
2.128675049639618067e+00 1.156091830107129645e-41 2.114948454843231104e-44 2.111086444147526537e-44
2.135222551699011095e+00 1.085872703556640048e-41 1.880832704647777335e-44 1.877580560163805851e-44
2.141790192944620586e+00 1.019992572157308917e-41 1.673797640573801169e-44 1.671055455233840545e-44
2.148378035321721224e+00 9.581809986403779450e-42 1.491475766657771580e-44 1.489157788366374014e-44
2.154986140966124619e+00 9.001845164002174267e-42 1.331734776144961842e-44 1.329767515419844989e-44
2.161614572204762386e+00 8.457655571145482364e-42 1.190136898049565200e-44 1.188464525048105741e-44
2.168263391556274566e+00 7.947014466546978528e-42 1.064599560752995569e-44 1.063175307695019842e-44
2.174932661731600270e+00 7.467834648992530944e-42 9.532792822432058470e-45 9.520639596085681401e-45
2.181622445634568308e+00 7.018159653482916294e-42 8.545442753563760562e-45 8.535050316304146799e-45
2.188332806362491390e+00 6.596155507016461244e-42 7.669501844450271540e-45 7.660594694660096347e-45
2.195063807206758977e+00 6.200103008134690911e-42 6.892185963957044045e-45 6.884532948951179922e-45
2.201815511653437696e+00 5.828390496670535404e-42 6.202180095405925723e-45 6.195587169375454261e-45
2.208587983383867304e+00 5.479507082315160217e-42 5.589469800138276318e-45 5.583773971022086176e-45
2.215381286275262429e+00 5.152036302646183998e-42 5.045191970281277591e-45 5.040256240248008994e-45
2.222195484401314314e+00 4.844650183153183348e-42 4.561502668424932858e-45 4.557211804684155862e-45
2.229030642032797438e+00 4.556103673575685698e-42 4.134231969814286208e-45 4.130483947378997908e-45
2.235886823638172594e+00 4.285229436517909839e-42 3.756116532645708116e-45 3.752827080808599165e-45
2.242764093884197063e+00 4.030932965859154705e-42 3.419008073245180545e-45 3.416110553078262043e-45
2.249662517636533909e+00 3.792188013923417770e-42 3.118281117078114627e-45 3.115719090098149456e-45
2.256582159960362599e+00 3.568032307728254231e-42 2.849835238995566021e-45 2.847560853965688692e-45
2.263523086120995842e+00 3.357563535894757769e-42 2.610035510850250729e-45 2.608008149696686906e-45
2.270485361584491546e+00 3.159935588989010020e-42 2.395659688492508512e-45 2.393844829487631116e-45
2.277469052018272322e+00 2.974355037167306023e-42 2.203851377382738052e-45 2.202219640509570902e-45
2.284474223291745432e+00 2.800077830035352098e-42 2.032078501736886148e-45 2.030604846822551854e-45
2.291500941476921405e+00 2.636406204600008516e-42 1.878096478130558701e-45 1.876759531092771572e-45
2.298549272849040204e+00 2.482685788092528209e-42 1.739915562007084941e-45 1.738697048546021835e-45
2.305619283887194726e+00 2.338302883296346519e-42 1.615771895428205315e-45 1.614656164839766688e-45
2.312711041274957857e+00 2.202681924796797207e-42 1.504921676431473808e-45 1.503894182208006789e-45
2.319824611901011302e+00 2.075283095316620983e-42 1.405233998995340271e-45 1.404283118420698009e-45
2.326960062859777079e+00 1.955600091990873725e-42 1.315188770689337571e-45 1.314304868601417946e-45
2.334117461452051678e+00 1.843158033082476437e-42 1.233734167316129954e-45 1.232908908809433901e-45
2.341296875185637116e+00 1.737511496249876812e-42 1.159936132205536869e-45 1.159162293166292563e-45
2.348498371775980420e+00 1.638242680041470615e-42 1.092965145748734079e-45 1.092236452504413655e-45
2.355722019146812674e+00 1.544959680823305919e-42 1.032084479077423072e-45 1.031395472579549465e-45
2.362967885430787174e+00 1.457294877845189824e-42 9.766397658083413003e-46 9.759856864955116453e-46
2.370236038970125136e+00 1.374903419612577347e-42 9.260497443286144961e-46 9.254264344286078168e-46
2.377526548317257404e+00 1.297461805168311881e-42 8.797980395385403006e-46 8.792018600827920395e-46
2.384839482235472818e+00 1.224666554293160425e-42 8.374258676359533895e-46 8.368536278920287659e-46
2.392174909699567475e+00 1.156232961016857401e-42 7.985255605080947322e-46 7.979744578992358309e-46
2.399532899896492211e+00 1.091893925187828523e-42 7.629600208141811371e-46 7.624272753556197465e-46
2.406913522226008517e+00 1.031398857181259450e-42 7.301409658563565255e-46 7.296244550025983213e-46
2.414316846301340913e+00 9.745126511390310776e-43 6.997782587385628608e-46 6.992761223868907975e-46
2.421742941949834638e+00 9.210147224279202038e-43 6.716251346209301155e-46 6.711357270012474875e-46
2.429191879213613792e+00 8.706981052739363944e-43 6.454617897979314834e-46 6.449836535749337395e-46
