f HF LF HF_LF
1.106661169136939460e+00 1.392440130812025904e-34 1.007064358548726079e-28 1.392438205526098871e-34
1.110065101684183597e+00 1.276210109285545938e-34 1.065456259104353462e-28 1.276208580635000116e-34
1.113479504244390350e+00 1.170179133192019860e-34 1.127246344894562299e-28 1.170177918446202765e-34
1.116904409021832301e+00 1.073402297733396405e-34 1.192632963677382058e-28 1.073401331642829733e-34
1.120339848319837905e+00 9.850274655464756672e-35 1.180167184478809271e-28 9.850266433932156685e-35
1.123785854541095697e+00 9.042855887915956007e-35 1.051664728262499354e-28 9.042848112322643251e-35
1.127242460187960704e+00 8.304821059597883152e-35 9.371642340976532676e-29 8.304813700162983104e-35
1.130709697862760210e+00 7.629892862772373300e-35 8.351388317303829907e-29 7.629885892049697071e-35
1.134187600268101725e+00 7.012394105956110162e-35 7.442282899913723209e-29 7.012387498625345288e-35
1.137676200207181632e+00 6.447186915233107201e-35 6.632208139879311664e-29 6.447180647911901969e-35
1.141175530584093822e+00 5.929618475792496285e-35 5.910368325640066882e-29 5.929612526867141159e-35
1.144685624404141011e+00 5.455472565959666597e-35 5.267145581963966022e-29 5.455466915432331818e-35
1.148206514774145148e+00 5.020926226851704800e-35 4.693971253624540324e-29 5.020920856202450887e-35
1.151738234902759839e+00 4.622510989911406912e-35 4.183211346628478426e-29 4.622505881973396484e-35
1.155280818100784535e+00 4.257078153594644958e-35 3.728064489016658250e-29 4.257073292441152680e-35
1.158834297781477618e+00 3.921767660745791564e-35 3.322471041698456317e-29 3.921763031587783264e-35
1.162398707460871483e+00 3.613980180888938024e-35 2.806166921889254478e-29 3.613975526555717379e-35
1.165974080758089615e+00 3.331352047792049517e-35 2.289067322919063936e-29 3.331347199577143924e-35
1.169560451395663003e+00 3.071732743088763910e-35 1.867272367230208435e-29 3.071727689982056983e-35
1.173157853199848333e+00 2.833164652219643339e-35 1.523213447961519223e-29 2.833159382566183203e-35
1.176766320100947283e+00 2.613864850119970495e-35 1.242561236146331927e-29 2.613859351578020740e-35
1.180385886133625606e+00 2.412208701489785973e-35 1.013628300421750120e-29 2.412202960986122065e-35
1.184016585437235758e+00 2.226715084613635049e-35 8.268819186003645253e-30 2.226709088295896683e-35
1.187658452256137087e+00 2.056033068965481747e-35 6.745467505965538154e-30 2.056026802151370007e-35
1.191311520940020685e+00 1.898929895598166380e-35 5.502807940978478990e-30 1.898923342721264926e-35
1.194975825944231795e+00 1.754280125888886369e-35 4.489111037033577985e-30 1.754273270440873591e-35
1.198651401830095553e+00 1.621055838861832869e-35 3.662182488890063019e-30 1.621048663330824412e-35
1.202338283265242502e+00 1.498317770272315898e-35 2.987605203636079228e-30 1.498310256077068949e-35
1.206036505023936778e+00 1.385207298119533557e-35 3.044573831205901169e-30 1.385200995790750959e-35
1.209746101987402067e+00 1.280939189432988844e-35 3.253525421002069892e-30 1.280934146291981013e-35
1.213467109144152678e+00 1.184795032211255733e-35 3.476845168612030096e-30 1.184790994831341569e-35
1.217199561590322165e+00 1.096117284412828441e-35 3.715522539004777140e-30 1.096114050763875913e-35
1.220943494529994844e+00 1.014303879029649045e-35 3.970615207636263573e-30 1.014301287970890812e-35
1.224698943275537966e+00 9.388033306175219286e-36 4.243253765434444350e-30 9.388012535563976398e-36
1.228465943247934122e+00 8.691102943057875169e-36 4.534646748363835729e-30 8.691086285723844778e-36
1.232244529977116754e+00 8.047615333417850528e-36 4.846086013954210475e-30 8.047601969229757679e-36
1.236034739102303437e+00 7.453322557145112120e-36 5.178952488718659856e-30 7.453311830663778934e-36
1.239836606372333172e+00 6.904327844072873539e-36 5.534722312036623069e-30 6.904319231231826055e-36
1.243650167646003668e+00 6.397055294083617286e-36 5.914973403837259160e-30 6.397048375663298913e-36
1.247475458892408406e+00 5.928222328057796658e-36 6.167964038212202512e-30 5.928216630264169120e-36
1.251312516191277702e+00 5.494814611543539553e-36 3.653449139097625866e-30 5.494806347314025001e-36
1.255161375733317319e+00 5.094063218632999333e-36 2.182487713845449493e-30 5.094051328797678452e-36
1.259022073820550425e+00 4.723423826471127541e-36 1.303725071011157504e-30 4.723406713467543440e-36
1.262894646866660642e+00 4.380557751383952944e-36 7.787636913214108579e-31 4.380533110817773902e-36
1.266779131397334446e+00 4.063314656063316955e-36 4.651690817426381695e-31 4.063279162771905764e-36
1.270675564050605999e+00 3.769716773794189244e-36 2.778442763290816992e-31 3.769665627979932865e-36
1.274583981577203318e+00 3.497944510587082560e-36 1.659501065752777952e-31 3.497870781451553357e-36
1.278504420840894218e+00 3.246323299438577091e-36 9.911493104721135805e-32 3.246216975702164260e-36
1.282436918818834259e+00 3.013311592962345468e-36 5.919514600723348587e-32 3.013158209025061712e-36
1.286381512601915356e+00 2.797489891449649755e-36 3.535237318813888715e-32 2.797268539111571216e-36
1.290338239395115716e+00 2.597550713153783468e-36 2.111234686617417645e-32 2.597231163664370135e-36
1.294307136517851120e+00 2.412289422368073216e-36 1.343395981813045311e-32 2.411856333718050135e-36
1.298288241404326415e+00 2.240595838774283991e-36 1.025433751046087798e-32 2.240106370487619077e-36
1.302281591603888344e+00 2.081446558671941589e-36 7.827023474042717813e-33 2.080893185097242402e-36
1.306287224781380596e+00 1.933897925137033817e-36 5.974081298728061613e-33 1.933272096543601890e-36
1.310305178717498187e+00 1.797079589970526785e-36 4.559645526782517719e-33 1.796371591354436112e-36
1.314335491309144732e+00 1.670188615549482715e-36 3.479977948374459564e-33 1.669387405920665383e-36
1.318378200569789049e+00 1.552484069440849232e-36 2.655873325440788587e-33 1.551577098951873777e-36
1.322433344629823537e+00 1.443282068930504644e-36 2.026859631950438748e-33 1.442255070883961230e-36
1.326500961736924999e+00 1.341951236505846175e-36 1.546768917384765920e-33 1.340787990928503469e-36
1.330581090256414134e+00 1.247908530846877032e-36 1.180354995423148703e-33 1.246590595950009802e-36
1.334673768671618133e+00 1.160615421066738372e-36 9.007106275219969014e-34 1.159121828532151982e-36
1.338779035584233723e+00 1.079574374828884021e-36 6.872952866085629872e-34 1.077881284484006763e-36
1.342896929714690213e+00 1.004325633586296500e-36 5.382846693987911230e-34 1.002455263548024047e-36
1.347027489902516084e+00 9.344442505615050538e-37 4.338559236248812589e-34 9.324359584696765619e-37
1.351170755106704480e+00 8.695373692411096114e-37 3.496749169395338827e-34 8.673804524015673327e-37
1.355326764406081130e+00 8.092417221144807828e-37 2.818180803784751507e-34 8.069246348635257269e-37
1.359495556999672061e+00 7.532213311627680492e-37 2.271217058783941956e-34 7.507316216512127071e-37
1.363677172207074628e+00 7.011653932190880100e-37 1.830348727029409335e-34 6.984896366623323876e-37
1.367871649468827222e+00 6.527863347884379499e-37 1.475008238862821597e-34 6.499100633411836313e-37
1.372079028346781859e+00 6.078180222505602089e-37 1.188612925091266175e-34 6.047256517915406369e-37
1.376299348524477217e+00 5.660141145837848014e-37 9.577934034114270113e-35 5.626888688600246117e-37
1.380532649807513002e+00 5.271465468530790545e-37 7.717712888923656938e-35 5.235703796434937708e-37
1.384778972123924978e+00 4.910041337126302731e-37 6.218573478755357880e-35 4.871576499377526219e-37
1.389038355524562451e+00 4.573912830898638231e-37 5.010467971735329872e-35 4.532536601304569680e-37
1.393310840183464627e+00 4.261268110540065376e-37 4.113618905090903582e-35 4.217578519300218721e-37
1.397596466398240977e+00 3.970428496338735734e-37 3.405464055094609928e-35 3.924670783250401170e-37
1.401895274590450713e+00 3.699838400446727011e-37 2.819122182057770930e-35 3.651910437068440513e-37
1.406207305305983812e+00 3.448056044174713023e-37 2.333656015725327949e-35 3.397851631965461022e-37
1.410532599215443161e+00 3.213744897037645160e-37 1.931724185919268749e-35 3.161153838280005821e-37
1.414871197114529799e+00 2.995665779557606215e-37 1.598964121975663623e-35 2.940574006070176055e-37
1.419223139924425503e+00 2.792669576656793800e-37 1.323480771413151856e-35 2.734959348218731738e-37
1.423588468692180253e+00 2.603690512881461485e-37 1.095423006363065526e-35 2.543240699050393931e-37
1.427967224591099038e+00 2.427739944728448548e-37 9.066326905686710273e-36 2.364426405618252957e-37
1.432359448921129541e+00 2.263900629029807049e-37 7.503539529742725397e-36 2.197596712587958260e-37
1.436765183109252941e+00 2.111321429720819975e-37 6.209923468552130855e-36 2.041898605043862945e-37
1.441184468709873379e+00 1.969212428400447403e-37 5.139153413616436635e-36 1.896541076558044699e-37
1.445617347405210529e+00 1.836840406914508213e-37 4.318945441494101522e-36 1.761906799922796495e-37
1.450063861005693067e+00 1.713524672775333961e-37 3.635045141242166721e-36 1.636386992843055775e-37
1.454524051450352129e+00 1.598633200598103380e-37 3.059335697754578810e-36 1.519246120274326796e-37
1.458997960807217220e+00 1.491579064900309247e-37 2.574718081543005660e-36 1.409901040033418954e-37
1.463485631273713672e+00 1.391817141597942037e-37 2.166793088668426709e-36 1.307811238616262009e-37
1.467987105177060103e+00 1.298841057351966766e-37 1.823435464664366574e-36 1.212475870731833133e-37
1.472502424974666990e+00 1.212180367588278531e-37 1.534435142565333598e-36 1.123431029144930281e-37
1.477031633254538123e+00 1.131397945545094744e-37 1.291195028644767874e-36 1.040247224930797357e-37
1.481574772735672285e+00 1.056087566106514883e-37 1.086476431431439031e-36 9.625270589823039510e-38
1.486131886268465596e+00 9.858716694707386787e-38 9.141846303831239039e-37 8.899030661558366493e-38
1.490703016835115413e+00 9.203992908835875038e-38 7.691882612482808417e-37 8.220357138241928940e-38
1.495288207550027115e+00 8.593441437559710225e-38 6.481426177574616633e-37 7.587453884370841182e-38
1.499887501660219113e+00 8.024028444811847720e-38 5.517898198577844232e-37 7.005326455072650635e-38
1.504500942545731856e+00 7.492932681849313228e-38 4.697446881033621568e-37 6.462150257195172321e-38
1.509128573720036837e+00 6.997530254843305134e-38 3.998850287785346357e-37 5.955402916083710996e-38
1.513770438830446041e+00 6.535380511058340588e-38 3.404030707554324613e-37 5.482750205455711854e-38
1.518426581658525620e+00 6.104212959250013615e-38 2.897589331072852168e-37 5.042032144713427448e-38
1.523097046120506226e+00 5.701915146458033544e-38 2.466409714768298163e-37 4.631249824239200577e-38
1.527781876267699346e+00 5.326521419396828554e-38 2.099319874727731521e-37 4.248552875216885917e-38
1.532481116286912304e+00 4.976202504192619637e-38 1.786804351825767336e-37 3.892227513799094229e-38
1.537194810500863928e+00 4.649255843318677173e-38 1.520758866329867480e-37 3.560685104426634246e-38
1.541923003368604439e+00 4.344096633279096607e-38 1.294281269485966053e-37 3.252451203719908210e-38
1.546665739485932889e+00 4.059249510917207547e-38 1.101493428247406079e-37 2.966155064297446880e-38
1.551423063585819051e+00 3.793340840211419102e-38 9.402438844142311934e-38 2.702883506562732891e-38
1.556195020538825080e+00 3.545091555089687974e-38 8.072261973881859059e-38 2.463289740018230434e-38
1.560981655353528508e+00 3.313310517180485197e-38 6.930025984640898930e-38 2.241586808669416263e-38
1.565783013176946792e+00 3.096888350532439711e-38 5.949210604995475041e-38 2.036683559183919842e-38
1.570599139294962976e+00 2.894791718211775875e-38 5.107033062371625416e-38 1.847553204296637800e-38
1.575430079132753791e+00 2.706058008336564112e-38 4.383922027380457082e-38 1.673227181226641368e-38
1.580275878255216204e+00 2.529790399551395940e-38 3.763065506856301262e-38 1.512789603593907188e-38
1.585136582367399738e+00 2.365153278200785190e-38 3.230022303671092495e-38 1.365372315560743573e-38
1.590012237314934795e+00 2.211367981542065371e-38 2.772388117108065984e-38 1.230150551757741979e-38
1.594902889084467645e+00 2.067708843256951697e-38 2.379508609425131251e-38 1.106339198985446975e-38
1.599808583804091633e+00 1.933499519295160825e-38 2.042232840753306034e-38 9.931896461554497908e-39
1.604729367743784829e+00 1.808109573719319056e-38 1.752701400168645049e-38 8.899871980724503780e-39
1.609665287315844573e+00 1.690951305732826149e-38 1.509993971194068626e-38 7.976788280775160952e-39
1.614616389075325786e+00 1.581476800466679374e-38 1.304780108722990633e-38 7.149327092421349119e-39
1.619582719720479957e+00 1.479175187392818569e-38 1.127415709381230237e-38 6.397802375729495568e-39
1.624564326093196565e+00 1.383570091422135997e-38 9.741267199206894440e-39 5.716479695155503632e-39
1.629561255179443391e+00 1.294217262846564690e-38 8.416498070957854855e-39 5.099932130346705994e-39
1.634573554109710392e+00 1.210702373303572488e-38 7.271633426603309811e-39 4.543030910169734100e-39
1.639601270159454671e+00 1.132638965881380731e-38 6.282277014066690418e-39 4.040937268437073195e-39
1.644644450749545239e+00 1.059666548354728486e-38 5.427336172921573447e-39 3.589095103967884656e-39
1.649703143446711762e+00 9.914488193450376460e-39 4.688575115684503099e-39 3.183224070492173011e-39
1.654777395963991538e+00 9.276720179440934200e-39 4.050228530080510539e-39 2.819312774086189171e-39
1.659867256161181359e+00 8.680433880286810503e-39 3.498667368539772655e-39 2.493611814307939071e-39
1.664972772045287153e+00 8.122897491317232522e-39 3.022109786406371406e-39 2.202626466790394237e-39
1.670093991770977837e+00 7.601561663250870178e-39 2.621675928672904342e-39 1.949365947301380561e-39
1.675230963641039406e+00 7.114047121154131294e-39 2.277007610383912752e-39 1.724911620533674927e-39
1.680383736106830339e+00 6.658133138603325852e-39 1.977581327008162361e-39 1.524714581528702936e-39
1.685552357768738352e+00 6.231746806802030805e-39 1.717467792524030624e-39 1.346400238427875806e-39
1.690736877376639358e+00 5.832953042746957651e-39 1.491513585065323260e-39 1.187790066688276016e-39
1.695937343830356436e+00 5.459945284548261205e-39 1.295239780202083528e-39 1.046890390490738410e-39
1.701153806180122352e+00 5.111036825735051834e-39 1.124753807353215827e-39 9.218811963898437142e-40
1.706386313627040963e+00 4.784652743824722973e-39 9.766728070476331684e-40 8.111050460170368115e-40
1.711634915523551514e+00 4.479322381629154142e-39 8.480569907292693658e-40 7.130561564998882435e-40
1.716899661373894936e+00 4.193672342736033570e-39 7.363516996976663419e-40 6.263697156382174966e-40
1.722180600834579911e+00 3.926419965346594548e-39 6.393370293590584867e-40 5.498114944732454835e-40
1.727477783714851167e+00 3.676367241200293194e-39 5.550840325156187213e-40 4.822678133929483075e-40
1.732791259977159770e+00 3.442395148675719079e-39 4.841194884339658201e-40 4.244299925980134815e-40
1.738121079737634744e+00 3.223458371347901809e-39 4.222193403173734375e-40 3.733205660873803465e-40
1.743467293266554252e+00 3.018580375314433793e-39 3.682205103166317944e-40 3.281867590580080036e-40
1.748829950988821658e+00 2.826848820484492309e-39 3.211161412382545489e-40 2.883598757087564404e-40
1.754209103484439147e+00 2.647411282777247147e-39 2.800274613506101321e-40 2.532411180777540141e-40
1.759604801488986681e+00 2.479471265795229953e-39 2.441875176606434033e-40 2.222950749863045988e-40
1.765017095894099386e+00 2.322284482046536162e-39 2.129269715905275784e-40 1.950436920062267540e-40
1.770446037747947621e+00 2.175155385186599751e-39 1.856616960053615676e-40 1.710607065266750524e-40
1.775891678255718586e+00 2.037433936048574833e-39 1.618819455589924438e-40 1.499665292619893184e-40
1.781354068780100164e+00 1.908512586435972737e-39 1.411429009924000111e-40 1.314235512661955479e-40
1.786833260841763416e+00 1.787823465770985265e-39 1.230564135611270140e-40 1.151318542613452631e-40
1.792329306119850640e+00 1.674835756729927827e-39 1.073719885004113602e-40 1.009031893688923615e-40
1.797842256452461207e+00 1.569053246964107494e-39 9.396741124096391942e-41 8.865787143954095091e-41
1.803372163837141384e+00 1.470012044900159676e-39 8.223340833422654394e-41 7.787692371243358280e-41
1.808919080431374615e+00 1.377278448447432798e-39 7.196216004454720869e-41 6.838887314661408563e-41
1.814483058553072903e+00 1.290446956214564323e-39 6.297165225246270402e-41 6.004171692971980405e-41
1.820064150681071524e+00 1.209138411556537725e-39 5.510247790379244566e-41 5.270081292328857904e-41
1.825662409455622193e+00 1.132998270442491089e-39 4.821503423078409191e-41 4.624698196056462126e-41
1.831277887678891325e+00 1.061694984756272532e-39 4.218706672315641365e-41 4.057480335106985359e-41
1.836910638315456978e+00 9.949184932197663438e-40 3.691151724801950343e-41 3.559108646801809458e-41
1.842560714492808671e+00 9.323788126661024895e-40 3.229463858114805534e-41 3.121350207869893177e-41
1.848228169501848539e+00 8.738047228900486562e-40 2.825434242549973221e-41 2.736935839663446264e-41
1.853913056797394487e+00 8.189425387672825006e-40 2.471875209339604149e-41 2.399450800198889836e-41
1.859615429998683345e+00 7.675549637666398747e-40 2.165554823119604450e-41 2.106133064024365133e-41
1.865335342889876902e+00 7.194200193815973329e-40 1.900689062146172289e-41 1.851765886920243543e-41
1.871072849420569950e+00 6.743300453812511597e-40 1.668170472500547574e-41 1.627899193106314740e-41
1.876828003706298098e+00 6.320907661291625346e-40 1.464056072264329754e-41 1.430913094744312190e-41
1.882600860029048917e+00 5.925204185423788713e-40 1.284882574706221521e-41 1.257611231697683283e-41
1.888391472837773533e+00 5.554489375642231582e-40 1.127608143078966303e-41 1.105172215923451233e-41
1.894199896748900214e+00 5.207171953051945145e-40 9.895612039747030351e-42 9.711064783658036738e-42
1.900026186546850182e+00 4.881762902672488132e-40 8.683954654708645053e-42 8.532179443840483547e-42
1.905870397184552978e+00 4.576868833100183294e-40 7.620503893698856186e-42 7.495700202223279231e-42
1.911732583783966266e+00 4.291185772436457662e-40 6.687164574876176687e-42 6.584554247015695299e-42
1.917612801636594311e+00 4.023493371440127922e-40 5.868046516705610044e-42 5.783694474630792423e-42
1.923511106204010668e+00 3.772649486819056970e-40 5.149196373361665264e-42 5.079862580053341585e-42
1.929427553118380434e+00 3.537585119408707682e-40 4.526666292651464445e-42 4.469475236560186148e-42
1.935362198182985827e+00 3.317299683685268043e-40 3.983339205281924167e-42 3.936075689459432227e-42
1.941315097372751985e+00 3.110856586646677658e-40 3.505208574341584934e-42 3.466153126681996219e-42
1.947286306834774328e+00 2.917379095573206086e-40 3.084465024018622618e-42 3.052195002118472261e-42
1.953275882888849679e+00 2.736046475554224348e-40 2.714232693684237130e-42 2.687571254158921784e-42
1.959283882028005852e+00 2.566090378951490085e-40 2.388457878955132991e-42 2.366431677417962446e-42
1.965310360919035437e+00 2.406791470163025210e-40 2.101810929376101333e-42 2.083615065828049724e-42
1.971355376403029824e+00 2.257476270166245606e-40 1.849599827823025928e-42 1.834568803190106578e-42
1.977418985495916104e+00 2.117514206356376193e-40 1.627694063446606225e-42 1.615277721913295576e-42
1.983501245388993306e+00 1.986314854164089181e-40 1.432457574606192234e-42 1.422201180213631214e-42
1.989602213449474188e+00 1.863325357837513157e-40 1.260689683385902547e-42 1.252217423932833488e-42
1.995721947221023473e+00 1.748028018615508794e-40 1.109573071246271021e-42 1.102574402727895199e-42
2.001860504424302523e+00 1.639938039302062372e-40 9.787074360367477238e-43 9.729012066387655605e-43
2.008017942957513569e+00 1.538601414983124920e-40 8.636184074728222283e-43 8.587979664870289610e-43
2.014194320896945722e+00 1.443592960309039995e-40 7.621204221576048254e-43 7.581180663918895887e-43
2.020389696497520760e+00 1.354514464400468837e-40 6.726100916867836325e-43 6.692866208252358743e-43
2.026604128193346899e+00 1.270992965029693971e-40 5.936728067876174299e-43 5.909126908358603223e-43
2.032837674598265032e+00 1.192679134281687649e-40 5.240605593447740038e-43 5.217679226954322863e-43
2.039090394506406057e+00 1.119245768414794047e-40 4.626723642089644253e-43 4.607676488776821639e-43
2.045362346892741545e+00 1.050386375122994210e-40 4.085369766946057168e-43 4.069541703070890487e-43
2.051653590913641967e+00 9.858138518499467504e-41 3.607976371653720687e-43 3.594819704671944810e-43
2.057964185907435350e+00 9.252592492242405319e-41 3.186986054662065916e-43 3.176046401156379609e-43
2.064294191394965505e+00 8.684706140764741452e-41 2.815732756659588823e-43 2.806633163872736554e-43
2.070643667080152905e+00 8.152119068629178108e-41 2.488771856476956526e-43 2.481196975454120365e-43
2.077012672850560016e+00 7.652619886616258817e-41 2.204656015126846901e-43 2.198322830253278641e-43
2.083401268777954840e+00 7.184136732242127428e-41 1.953543854875474178e-43 1.948246093535923185e-43
2.089809515118877581e+00 6.744728398633836205e-41 1.731595529256192280e-43 1.727161333146255544e-43
2.096237472315208183e+00 6.332576032329506710e-41 1.535417229293776126e-43 1.531703410785980515e-43
2.102685200994737880e+00 5.945975363156608024e-41 1.362009486153362605e-43 1.358896741582964326e-43
2.109152761971740730e+00 5.583329431755199474e-41 1.208721451876061264e-43 1.206110372772241132e-43
2.115640216247546501e+00 5.243141782564671900e-41 1.073210468508381425e-43 1.071018218114798144e-43
2.122147625011115313e+00 4.924010092198253533e-41 9.534063153218618525e-44 9.515638597291423476e-44
2.128675049639618067e+00 4.624620205091724983e-41 8.474795940899886408e-44 8.459293956540860095e-44
2.135222551699011095e+00 4.343740550150381892e-41 7.538137745882730765e-44 7.525078706287319807e-44
2.141790192944620586e+00 4.080216913828434582e-41 6.709804775335883586e-44 6.698788800931894324e-44
2.148378035321721224e+00 3.832967546679986696e-41 5.980327014199078268e-44 5.971010838941313569e-44
2.154986140966124619e+00 3.600978581909545752e-41 5.341175204538050480e-44 5.333264604678098175e-44
2.161614572204762386e+00 3.383299745853333166e-41 4.774598233894118128e-44 4.767869695503309220e-44
2.168263391556274566e+00 3.179040341620719750e-41 4.272265785816762396e-44 4.266532055833036017e-44
2.174932661731600270e+00 2.987365488349211347e-41 3.826803902543387792e-44 3.821908052769216895e-44
2.181622445634568308e+00 2.807492599661729175e-41 3.431685405977778973e-44 3.427495871315405051e-44
2.188332806362491390e+00 2.638688085979992178e-41 3.081132844372416237e-44 3.077539275510676288e-44
2.195063807206758977e+00 2.480264266343079227e-41 2.770032536407433833e-44 2.766942333321548794e-44
2.201815511653437696e+00 2.331576476306997727e-41 2.493858446843819520e-44 2.491193861351133594e-44
2.208587983383867304e+00 2.192020359371675516e-41 2.248604771954197651e-44 2.246300485878480339e-44
2.215381286275262429e+00 2.061029330192486804e-41 2.030726240633720942e-44 2.028727341449211309e-44
2.222195484401314314e+00 1.938072198590689364e-41 1.837085250274240931e-44 1.835345538915113365e-44
2.229030642032797438e+00 1.822650944088817439e-41 1.666013803397645010e-44 1.664492356161678792e-44
2.235886823638172594e+00 1.714298631356781363e-41 1.514606536363625252e-44 1.513269541806564824e-44
2.242764093884197063e+00 1.612577457576188498e-41 1.379604109245947725e-44 1.378424829113017486e-44
2.249662517636533909e+00 1.517076923308367749e-41 1.259156305835378655e-44 1.258112087349226517e-44
2.256582159960362599e+00 1.427412118994053422e-41 1.151622929996224584e-44 1.150694560239963862e-44
2.263523086120995842e+00 1.343222119717520278e-41 1.055549984711852163e-44 1.054721148679433393e-44
2.270485361584491546e+00 1.264168481343288212e-41 9.696485468818423566e-45 9.689053724550691704e-45
2.277469052018272322e+00 1.189933831574331729e-41 8.927760335653411720e-45 8.921067093824446399e-45
2.284474223291745432e+00 1.120220549895860412e-41 8.239195896374332391e-45 8.233140440871305110e-45
2.291500941476921405e+00 1.054749530756117185e-41 7.621813572286490967e-45 7.616309887063105591e-45
2.298549272849040204e+00 9.932590246957577854e-42 7.067654143258891135e-45 7.062628644837744511e-45
2.305619283887194726e+00 9.355035524790506477e-42 6.569661938701891511e-45 6.565051569312461610e-45
2.312711041274957857e+00 8.812528875938295845e-42 6.124861514186837205e-45 6.120607584994827688e-45
2.319824611901011302e+00 8.302911027857666548e-42 5.724729013546690824e-45 5.720784620840410207e-45
2.326960062859777079e+00 7.824156765683889794e-42 5.363183837541422686e-45 5.359510082182126747e-45
2.334117461452051678e+00 7.374366559093545471e-42 5.036018462504692054e-45 5.032581669120926785e-45
2.341296875185637116e+00 6.951758715375586410e-42 4.739496437806854557e-45 4.736267395578993960e-45
2.348498371775980420e+00 6.554662025409443245e-42 4.470299463959186662e-45 4.467252783955233790e-45
2.355722019146812674e+00 6.181508871376166317e-42 4.225480407298773035e-45 4.222593978031515957e-45
2.362967885430787174e+00 5.830828767023178839e-42 4.002421586933282370e-45 3.999676112721308365e-45
2.370236038970125136e+00 5.501242303152077146e-42 3.798797743849084156e-45 3.796176353012179504e-45
2.377526548317257404e+00 5.191455472745776683e-42 3.612543167849388131e-45 3.610031079826747854e-45
2.384839482235472818e+00 4.900254351770879161e-42 3.441822516658198204e-45 3.439406758867515552e-45
2.392174909699567475e+00 4.626500113221923653e-42 3.285004913454334567e-45 3.282674080163789647e-45
2.399532899896492211e+00 4.369124353400425437e-42 3.141541766936568484e-45 3.139284519799719694e-45
2.406913522226008517e+00 4.127124710747193309e-42 3.009079747508965322e-45 3.006887430894983152e-45
2.414316846301340913e+00 3.899560758802133206e-42 2.886458111113328908e-45 2.884323132735888701e-45
2.421742941949834638e+00 3.685550156037043209e-42 2.772689604468526327e-45 2.770605240391826012e-45
2.429191879213613792e+00 3.484265036392946997e-42 2.666894821362912281e-45 2.664855111919620431e-45
2.436663728350242142e+00 3.294928625383058649e-42 2.568290218461091963e-45 2.566289878562353819e-45
