f HF LF HF_LF
1.585136582367399738e+00 5.912881683376765736e-39 8.075328765313234644e-39 3.413479066447544446e-39
1.590012237314934795e+00 5.528418430562744787e-39 6.931235225662569069e-39 3.075428067695378155e-39
1.594902889084467645e+00 5.169270575673653969e-39 5.949028639209527738e-39 2.765903138974731560e-39
1.599808583804091633e+00 4.833747258444129700e-39 5.105831646571680897e-39 2.483032728000048291e-39
1.604729367743784829e+00 4.520272388900041107e-39 4.381995711278296272e-39 2.225030070884168284e-39
1.609665287315844573e+00 4.227376714927596202e-39 3.775220035161286038e-39 1.994262333684588710e-39
1.614616389075325786e+00 3.953690449239848026e-39 3.262178496249816809e-39 1.787399973831326633e-39
1.619582719720479957e+00 3.697936415409567234e-39 2.818760826963433711e-39 1.599521647343310067e-39
1.624564326093196565e+00 3.458923675613784512e-39 2.435531886907487884e-39 1.429193725693851661e-39
1.629561255179443391e+00 3.235541605488565124e-39 2.104333336020548360e-39 1.275059460210284181e-39
1.634573554109710392e+00 3.026754384039863569e-39 1.818111097043647747e-39 1.135836640900439396e-39
1.639601270159454671e+00 2.831595868906146824e-39 1.570766100597460228e-39 1.010315560665062368e-39
1.644644450749545239e+00 2.649164829447468859e-39 1.357025175479955243e-39 8.973571805467583386e-40
1.649703143446711762e+00 2.478620512145540152e-39 1.172329368972835028e-39 7.958914023866581708e-40
1.654777395963991538e+00 2.319178514662614394e-39 1.012737347392765342e-39 7.049153683073020633e-40
1.659867256161181359e+00 2.170106946627789255e-39 8.748418434517980359e-40 6.234917210629956159e-40
1.664972772045287153e+00 2.030722856814565805e-39 7.556973907970616665e-40 5.507467746985082606e-40
1.670093991770977837e+00 1.900388907847618544e-39 6.555840210350922786e-40 4.874326279667728385e-40
1.675230963641039406e+00 1.778510280942120891e-39 5.694121827626113908e-40 4.313197887885420048e-40
1.680383736106830339e+00 1.664531794444063742e-39 4.945509951212400778e-40 3.812710931381155004e-40
1.685552357768738352e+00 1.557935221109382315e-39 4.295181321572263988e-40 3.366928965115148457e-40
1.690736877376639358e+00 1.458236790145230707e-39 3.730252341108561927e-40 2.970405724729428105e-40
1.695937343830356436e+00 1.364984861039868225e-39 3.239525657297125936e-40 2.618157078571318032e-40
1.701153806180122352e+00 1.277757757138867950e-39 2.813269803653533648e-40 2.305633060264057863e-40
1.706386313627040963e+00 1.196161747787285808e-39 2.443027592825452612e-40 2.028690148895833689e-40
1.711634915523551514e+00 1.119829168656055697e-39 2.121449516048450784e-40 1.783563968522898169e-40
1.716899661373894936e+00 1.048416670612184252e-39 1.842148890444257867e-40 1.566842574621029588e-40
1.722180600834579911e+00 9.816035881780472520e-40 1.599575919598395721e-40 1.375440484102069457e-40
1.727477783714851167e+00 9.190904192624342621e-40 1.388908201736122704e-40 1.206573589273792926e-40
1.732791259977159770e+00 8.605974084356614457e-40 1.211462653087640380e-40 1.061969277262922620e-40
1.738121079737634744e+00 8.058632265687876069e-40 1.056679099129548831e-40 9.341851245576117690e-41
1.743467293266554252e+00 7.546437401650408022e-40 9.216498146817232787e-41 8.213392771066531553e-41
1.748829950988821658e+00 7.067108641819808733e-40 8.038576271862251917e-41 7.217600723624931569e-41
1.754209103484439147e+00 6.618514925810082075e-40 7.011055786843465648e-41 6.339505899577467310e-41
1.759604801488986681e+00 6.198665012456241817e-40 6.114762589749042729e-41 5.565723736680772993e-41
1.765017095894099386e+00 5.805698182868999168e-40 5.332962947738583787e-41 4.884303560161263400e-41
1.770446037747947621e+00 5.437875571038476158e-40 4.651053422529496586e-41 4.284589457001248949e-41
1.775891678255718586e+00 5.093572078909459787e-40 4.056290128749611326e-41 3.757092311939958812e-41
1.781354068780100164e+00 4.771268835862333227e-40 3.537552341116220535e-41 3.293372481758009712e-41
1.786833260841763416e+00 4.469546165333287706e-40 3.085136104852760812e-41 2.885932552950033300e-41
1.792329306119850640e+00 4.187077023902357756e-40 2.692778822375357252e-41 2.530066068589907555e-41
1.797842256452461207e+00 3.922620880595026093e-40 2.357424908438076723e-41 2.223779728772084073e-41
1.803372163837141384e+00 3.675018006382602004e-40 2.063842310821443565e-41 1.954102458486041499e-41
1.808919080431374615e+00 3.443184145950182642e-40 1.806835328113151178e-41 1.716747769948403467e-41
1.814483058553072903e+00 3.226105545737662409e-40 1.581853405745542615e-41 1.507915902105144187e-41
1.820064150681071524e+00 3.022834314056948787e-40 1.384911172012396497e-41 1.324241082960495023e-41
1.825662409455622193e+00 2.832484090761108241e-40 1.212518368394808129e-41 1.162744088305758394e-41
1.831277887678891325e+00 2.654226005495375471e-40 1.061618448641757910e-41 1.020789630678740925e-41
1.836910638315456978e+00 2.487284905005140073e-40 9.295347815796267608e-42 8.960481504294046649e-42
1.842560714492808671e+00 2.330935831318637889e-40 8.139235142122124987e-42 7.864616003761298968e-42
1.848228169501848539e+00 2.184500733872631387e-40 7.127322720082980049e-42 6.902128485054052049e-42
1.853913056797394487e+00 2.047345399810314573e-40 6.241639757868656875e-42 6.056983523618797774e-42
1.859615429998683345e+00 1.918876587761656238e-40 5.474104847887632485e-42 5.322272885427327785e-42
1.865335342889876902e+00 1.798539351421864987e-40 4.810256413281505366e-42 4.684955635872443889e-42
1.871072849420569950e+00 1.685814540178604556e-40 4.227324341610348457e-42 4.123913674288817610e-42
1.876828003706298098e+00 1.580216464908882406e-40 3.715449747142389282e-42 3.630097857287608704e-42
1.882600860029048917e+00 1.481290717876398149e-40 3.265973025629150338e-42 3.195517748725646671e-42
1.888391472837773533e+00 1.388612136413329691e-40 2.871288239925796912e-42 2.813120240015352008e-42
1.894199896748900214e+00 1.301782900772395602e-40 2.524715152053400839e-42 2.476681676187543396e-42
1.900026186546850182e+00 1.220430757187390888e-40 2.220386767281550065e-42 2.180712052786340669e-42
1.905870397184552978e+00 1.144207357788576442e-40 1.953150513487754754e-42 1.920369989867925865e-42
1.911732583783966266e+00 1.072786709584616477e-40 1.718481405679755850e-42 1.691387318562681390e-42
1.917612801636594311e+00 1.005863725250505293e-40 1.512405744879080535e-42 1.490002233535429675e-42
1.923511106204010668e+00 9.431528689503511143e-41 1.331434075850269464e-42 1.312900071962411614e-42
1.929427553118380434e+00 8.843868908818946267e-41 1.174578350841936792e-42 1.159182926239154743e-42
1.935362198182985827e+00 8.293156446546684229e-41 1.037558249904242341e-42 1.024737738183601325e-42
1.941315097372751985e+00 7.777049820101502439e-41 9.168711179175495036e-43 9.061876670137065511e-43
1.947286306834774328e+00 7.293357197618027497e-41 8.105636209293725331e-43 8.016542564320566520e-43
1.953275882888849679e+00 6.840026741766694344e-41 7.169158335123257227e-43 7.094796463275433704e-43
1.959283882028005852e+00 6.415137583411107817e-41 6.344133981103045708e-43 6.282009190393281540e-43
1.965310360919035437e+00 6.016891383516841574e-41 5.617229985687460778e-43 5.565273881886853893e-43
1.971355376403029824e+00 5.643604444508502764e-41 4.976707541237532281e-43 4.933204991185511593e-43
1.977418985495916104e+00 5.293700334865009084e-41 4.412231868040294684e-43 4.375760461399574178e-43
1.983501245388993306e+00 4.965702993163021688e-41 3.914704563567925676e-43 3.884084441683718268e-43
1.989602213449474188e+00 4.658230280031269488e-41 3.476115930952089760e-43 3.450368213059137074e-43
1.995721947221023473e+00 4.369987948583172569e-41 3.089414910543767486e-43 3.067727248212384021e-43
2.001860504424302523e+00 4.099764005852212705e-41 2.753593216048407884e-43 2.735222184833461552e-43
2.008017942957513569e+00 3.846423439583518881e-41 2.457457613247238682e-43 2.441856732295121225e-43
2.014194320896945722e+00 3.608903286439422878e-41 2.195537103520127277e-43 2.182260951436900149e-43
2.020389696497520760e+00 3.386208019263800079e-41 1.963816336718043092e-43 1.952492940423670469e-43
2.026604128193346899e+00 3.177405232534884974e-41 1.758752114905532814e-43 1.749070687621799276e-43
2.032837674598265032e+00 2.981621606517527293e-41 1.577217941186691857e-43 1.568918676519904584e-43
2.039090394506406057e+00 2.798039131914505969e-41 1.416455068183279225e-43 1.409320645550243789e-43
2.045362346892741545e+00 2.625891578021826508e-41 1.274029285928152140e-43 1.267877800230905019e-43
2.051653590913641967e+00 2.464461188513485749e-41 1.147792777659082637e-43 1.142471854168765215e-43
2.057964185907435350e+00 2.313075590029277320e-41 1.035850450408337863e-43 1.031232345861556446e-43
2.064294191394965505e+00 2.171104899717190309e-41 9.365302165412447359e-44 9.325077408122137429e-44
2.070643667080152905e+00 2.037959018792287465e-41 8.484655125994938502e-44 8.449477332672517359e-44
2.077012672850560016e+00 1.913085100026720085e-41 7.712892554590334805e-44 7.681921722785835156e-44
2.083401268777954840e+00 1.795965177878919245e-41 7.025360066706319426e-44 6.997985722233547014e-44
2.089809515118877581e+00 1.686113950712201826e-41 6.412408609704474535e-44 6.388114167286286086e-44
2.096237472315208183e+00 1.583076705244577256e-41 5.865505680363610003e-44 5.843853441125563387e-44
2.102685200994737880e+00 1.486427374018134044e-41 5.377106037522507635e-44 5.357724630826582771e-44
2.109152761971740730e+00 1.395766717279652416e-41 4.940537361316449651e-44 4.923111229383678507e-44
2.115640216247546501e+00 1.310720621227111456e-41 4.549899134707968100e-44 4.534159724590024532e-44
2.122147625011115313e+00 1.230938505103160091e-41 4.199973221536173537e-44 4.185691604234810797e-44
2.128675049639618067e+00 1.156091830107129645e-41 3.886144790938988989e-44 3.873125473621804778e-44
2.135222551699011095e+00 1.085872703556640048e-41 3.604332393535729969e-44 3.592408129348040271e-44
2.141790192944620586e+00 1.019992572157308917e-41 3.350926132373544277e-44 3.339953564547207961e-44
2.148378035321721224e+00 9.581809986403779450e-42 3.123520694893534871e-44 3.113371588824446199e-44
2.154986140966124619e+00 9.001845164002174267e-42 2.919947063394884505e-44 2.910506194483297950e-44
2.161614572204762386e+00 8.457655571145482364e-42 2.735731828449458292e-44 2.726911301321544971e-44
2.168263391556274566e+00 7.947014466546978528e-42 2.568757820402480125e-44 2.560481433422456086e-44
2.174932661731600270e+00 7.467834648992530944e-42 2.417147968469775168e-44 2.409349517425916829e-44
2.181622445634568308e+00 7.018159653482916294e-42 2.279237875812491222e-44 2.271859718326472097e-44
2.188332806362491390e+00 6.596155507016461244e-42 2.153551526964399815e-44 2.146543366317926407e-44
2.195063807206758977e+00 6.200103008134690911e-42 2.038779770489168072e-44 2.032097624204740078e-44
2.201815511653437696e+00 5.828390496670535404e-42 1.933761260423710921e-44 1.927366584504383043e-44
2.208587983383867304e+00 5.479507082315160217e-42 1.837465575985583103e-44 1.831324520386751114e-44
2.215381286275262429e+00 5.152036302646183998e-42 1.748978271026051852e-44 1.743061045845224970e-44
2.222195484401314314e+00 4.844650183153183348e-42 1.667487632962912239e-44 1.661767968114209297e-44
2.229030642032797438e+00 4.556103673575685698e-42 1.592550142726417771e-44 1.587002899128401295e-44
2.235886823638172594e+00 4.285229436517909839e-42 1.523413708253265466e-44 1.518017105568985541e-44
2.242764093884197063e+00 4.030932965859154705e-42 1.459238489192943534e-44 1.453974952856564162e-44
2.249662517636533909e+00 3.792188013923417770e-42 1.399537649885042213e-44 1.394391535175029655e-44
2.256582159960362599e+00 3.568032307728254231e-42 1.343877561938002620e-44 1.338834922029844216e-44
2.263523086120995842e+00 3.357563535894757769e-42 1.291871828188684641e-44 1.286920213865839733e-44
2.270485361584491546e+00 3.159935588989010020e-42 1.243175981243950131e-44 1.238304267629428802e-44
2.277469052018272322e+00 2.974355037167306023e-42 1.197482780478189740e-44 1.192681016860709544e-44
2.284474223291745432e+00 2.800077830035352098e-42 1.154518039998137884e-44 1.149777319425948730e-44
2.291500941476921405e+00 2.636406204600008516e-42 1.114036927606836763e-44 1.109349273427991929e-44
2.298549272849040204e+00 2.482685788092528209e-42 1.075820681627300564e-44 1.071178948581039052e-44
2.305619283887194726e+00 2.338302883296346519e-42 1.039673698389659522e-44 1.035071486213228611e-44
2.312711041274957857e+00 2.202681924796797207e-42 1.005502932387789133e-44 1.000933766833981988e-44
2.319824611901011302e+00 2.075283095316620983e-42 9.730771640229013566e-45 9.685358073338693352e-45
2.326960062859777079e+00 1.955600091990873725e-42 9.422267755878883329e-45 9.377088051320754829e-45
2.334117461452051678e+00 1.843158033082476437e-42 9.128294814390685003e-45 9.083309454965698218e-45
2.341296875185637116e+00 1.737511496249876812e-42 8.847752630838685968e-45 8.802926386372271157e-45
2.348498371775980420e+00 1.638242680041470615e-42 8.579650317443969856e-45 8.534951871101203739e-45
2.355722019146812674e+00 1.544959680823305919e-42 8.323094397729617439e-45 8.278496014577097184e-45
2.362967885430787174e+00 1.457294877845189824e-42 8.077278242763046739e-45 8.032755475259951246e-45
2.370236038970125136e+00 1.374903419612577347e-42 7.841472682223968076e-45 7.797004108035985834e-45
2.377526548317257404e+00 1.297461805168311881e-42 7.615017658647508179e-45 7.570584646791620920e-45
2.384839482235472818e+00 1.224666554293160425e-42 7.397314808710028524e-45 7.352901310553435415e-45
2.392174909699567475e+00 1.156232961016857401e-42 7.187820867730730192e-45 7.143413229814124333e-45
2.399532899896492211e+00 1.091893925187828523e-42 6.986267008441805727e-45 6.941850950112742561e-45
2.406913522226008517e+00 1.031398857181259450e-42 6.791936972053568714e-45 6.747503513298072247e-45
2.414316846301340913e+00 9.745126511390310776e-43 6.604416289974461769e-45 6.559958481646265975e-45
2.421742941949834638e+00 9.210147224279202038e-43 6.423337403874418494e-45 6.378850051898055547e-45
2.429191879213613792e+00 8.706981052739363944e-43 6.248363151754256871e-45 6.203842712386629554e-45
2.436663728350242142e+00 8.233686067880676460e-43 6.079183671979075097e-45 6.034628156197715854e-45
