f	gamma
1029.0	-0.0001446796408414424
1030.0	-0.0003041362633304408
1031.0	-0.000462733666988787
1032.0	-0.0006203438046010531
1033.0	-0.0007768399253714701
1034.0	-0.0009320966740515059
1035.0	-0.0010859901885608685
1036.0	-0.0012383981960278779
1037.0	-0.0013892001071767902
1038.0	-0.0015382771089914819
1039.0	-0.0016855122555866874
1040.0	-0.0018307905572187179
1041.0	-0.001973999067370955
1042.0	-0.0021150269678495556
1043.0	-0.002253765651827896
1044.0	-0.0023901088047792313
1045.0	-0.002523952483239742
1046.0	-0.0026551951913456944
1047.0	-0.0027837379550903086
1048.0	-0.0029094843942484615
1049.0	-0.003032340791918835
1050.0	-0.003152216161635916
1051.0	-0.003269022312005547
1052.0	-0.0033826739088208607
1053.0	-0.003493088534616504
1054.0	-0.003600186745622707
1055.0	-0.0037038921260814
1056.0	-0.003804131339890178
1057.0	-0.003900834179541396
1058.0	-0.003993933612326332
1059.0	-0.004083365823776844
1060.0	-0.0041690702583183905
1061.0	-0.004250989657112154
1062.0	-0.004329070093064723
1063.0	-0.0044032610029875255
1064.0	-0.004473515216889499
1065.0	-0.004539788984389802
1066.0	-0.004602041998238981
1067.0	-0.004660237414939851
1068.0	-0.004714341872461596
1069.0	-0.004764325505043058
1070.0	-0.004810161955083221
1071.0	-0.004851828382119795
1072.0	-0.004889305468898835
1073.0	-0.004922577424540613
1074.0	-0.0049516319848095245
1075.0	-0.0049764604094980226
1076.0	-0.004997057476936898
1077.0	-0.005013421475646456
1078.0	-0.005025554193145487
1079.0	-0.0050334609019371535
1080.0	-0.005037150342693133
1081.0	-0.005036634704659526
1082.0	-0.005031929603310278
1083.0	-0.005023054055275963
1084.0	-0.005010030450577896
1085.0	-0.004992884522199613
1086.0	-0.0049716453130298904
1087.0	-0.004946345140213352
1088.0	-0.00491701955694681
1089.0	-0.0048837073117614285
1090.0	-0.004846450305332495
1091.0	-0.004805293544860885
1092.0	-0.004760285096071569
1093.0	-0.004711476032876848
1094.0	-0.004658920384753164
1095.0	-0.004602675081882663
1096.0	-0.004542799898111651
1097.0	-0.004479357391780408
1098.0	-0.004412412844479469
1099.0	-0.00434203419778997
1100.0	-0.004268291988066413
1101.0	-0.004191259279321647
1102.0	-0.004111011594275724
1103.0	-0.004027626843630681
1104.0	-0.003941185253635684
1105.0	-0.0038517692920068177
1106.0	-0.0037594635922682997
1107.0	-0.00366435487658148
1108.0	-0.003566531877130726
1109.0	-0.0034660852561343115
1110.0	-0.003363107524550913
1111.0	-0.0032576929595524553
1112.0	-0.0031499375208345615
1113.0	-0.0030399387658370776
1114.0	-0.0029277957639476312
1115.0	-0.0028136090097618223
1116.0	-0.0026974803354733066
1117.0	-0.0025795128224694267
1118.0	-0.0024598107122063796
1119.0	-0.0023384793164393392
1120.0	-0.0022156249268831182
1121.0	-0.002091354724378852
1122.0	-0.001965776687642997
1123.0	-0.0018389995016737035
1124.0	-0.0017111324658916228
1125.0	-0.0015822854020898468
1126.0	-0.0014525685622699559
1127.0	-0.0013220925364387914
1128.0	-0.0011909681604422451
1129.0	-0.0010593064239105207
1130.0	-0.0009272183783901617
1131.0	-0.0007948150457368457
1132.0	-0.000662207326843323
1133.0	-0.0005295059107757721
1134.0	-0.00039682118439088483
1135.0	-0.00026426314250690454
1136.0	-0.00013194129869943498
1137.0	3.540320707602629e-08
1138.0	0.00013155867688221558
1139.0	0.0002625209803972309
1140.0	0.00039281560223008473
1141.0	0.0005223367462997442
1142.0	0.0006509796159640778
1143.0	0.0007786404969160783
1144.0	0.0009052168389137877
1145.0	0.0010306073362820103
1146.0	0.0011547120071229884
1147.0	0.0012774322711764218
1148.0	0.0013986710262694265
1149.0	0.0015183327232981738
1150.0	0.0016363234396855313
1151.0	0.0017525509512592392
1152.0	0.0018669248024968353
1153.0	0.001979356375086112
1154.0	0.002089758954749759
1155.0	0.0021980477962855174
1156.0	0.0023041401867751497
1157.0	0.0024079555069154235
1158.0	0.0025094152904283065
1159.0	0.002608443281507068
1160.0	0.0027049654902586116
1161.0	0.002798910246102719
1162.0	0.0028902082490914072
1163.0	0.002978792619113037
1164.0	0.003064598942948487
1165.0	0.003147565319146947
1166.0	0.003227632400692462
1167.0	0.0033047434354333276
1168.0	0.003378844304248528
1169.0	0.0034498835569272473
1170.0	0.0035178124457397562
1171.0	0.0035825849566796493
1172.0	0.0036441578383592035
1173.0	0.0037024906285422435
1174.0	0.003757545678300004
1175.0	0.0038092881737783603
1176.0	0.003857686155565929
1177.0	0.0039027105356552647
1178.0	0.003944335111990925
1179.0	0.003982536580600174
1180.0	0.004017294545304455
1181.0	0.004048591525011148
1182.0	0.004076412958587752
1183.0	0.004100747207322063
1184.0	0.0041215855549741574
1185.0	0.004138922205427838
1186.0	0.004152754277951301
1187.0	0.00416308180007833
1188.0	0.004169907698123685
1189.0	0.004173237785347888
1190.0	0.004173080747788665
1191.0	0.004169448127778075
1192.0	0.004162354305166231
1193.0	0.004151816476274252
1194.0	0.004137854630600992
1195.0	0.0041204915253096755
1196.0	0.004099752657522488
1197.0	0.004075666234452701
1198.0	0.0040482631414056605
1199.0	0.004017576907681726
1200.0	0.003983643670415548
1201.0	0.003946502136387944
1202.0	0.003906193541848085
1203.0	0.003862761610385226
1204.0	0.003816252508890387
1205.0	0.0037667148016504704
1206.0	0.0037141994026181004
1207.0	0.003658759525901988
1208.0	0.003600450634524045
1209.0	0.003539330387490835
1210.0	0.0034754585852277238
1211.0	0.0034088971134257472
1212.0	0.003339709885352352
1213.0	0.003267962782677599
1214.0	0.0031937235948696317
1215.0	0.0031170619572128905
1216.0	0.00303804928750472
1217.0	0.0029567587214859962
1218.0	0.0028732650470627667
1219.0	0.0027876446373767596
1220.0	0.002699975382782849
1221.0	0.002610336621792871
1222.0	0.002518809071045686
1223.0	0.0024254747543636076
1224.0	0.002330416930956384
1225.0	0.0022337200228345015
1226.0	0.0021354695414928923
1227.0	0.002035752013928622
1228.0	0.001934654908054119
1229.0	0.0018322665575698045
1230.0	0.0017286760863589419
1231.0	0.0016239733324681276
1232.0	0.0015182487717375244
1233.0	0.0014115934411437648
1234.0	0.0013040988619201083
1235.0	0.001195856962516735
1236.0	0.0010869600014656207
1237.0	0.0009775004902129424
1238.0	0.0008675711159826099
1239.0	0.0007572646647342664
1240.0	0.000646673944278359
1241.0	0.0005358917076108451
1242.0	0.00042501057653014825
1243.0	0.00031412296559761403
1244.0	0.00020332100650305267
1245.0	9.269647289617336e-05
1246.0	-1.765929425580695e-05
1247.0	-0.00012765546072502146
1248.0	-0.00023720177243514648
1249.0	-0.0003462086281704902
1250.0	-0.0004545871515248129
1251.0	-0.0005622492620330054
1252.0	-0.0006691077454297322
1253.0	-0.000775076322980111
1254.0	-0.0008800697198281509
1255.0	-0.0009840037323104152
1256.0	-0.0010867952941820266
1257.0	-0.001188362541704611
1258.0	-0.0012886248775460267
1259.0	-0.0013875030334427
1260.0	-0.0014849191315775287
1261.0	-0.001580796744626231
1262.0	-0.0016750609544273973
1263.0	-0.0017676384092318361
1264.0	-0.0018584573794886419
1265.0	-0.001947447812126829
1266.0	-0.0020345413832922443
1267.0	-0.002119671549501017
1268.0	-0.002202773597172759
1269.0	-0.0022837846905071615
1270.0	-0.002362643917670222
1271.0	-0.0024392923352566645
1272.0	-0.002513673010997709
1273.0	-0.002585731064684107
1274.0	-0.002655413707276369
1275.0	-0.0027226702781750663
1276.0	-0.0027874522806267295
1277.0	-0.0028497134152413346
1278.0	-0.0029094096115997365
1279.0	-0.0029664990579305467
1280.0	-0.0030209422288381763
1281.0	-0.00307270191106468
1282.0	-0.003121743227270512
1283.0	-0.003168033657819988
1284.0	-0.0032115430605600803
1285.0	-0.00325224368858182
1286.0	-0.0032901102059559135
1287.0	-0.003325119701435443
1288.0	-0.003357251700120693
1289.0	-0.003386488173082217
1290.0	-0.003412813544940543
1291.0	-0.003436214699402104
1292.0	-0.0034566809827530267
1293.0	-0.003474204205313825
1294.0	-0.00348877864085982
1295.0	-0.003500401024013799
1296.0	-0.0035090705456188873
1297.0	-0.0035147888461015174
1298.0	-0.0035175600068357202
1299.0	-0.003517390539521744
1300.0	-0.0035142893735935384
1301.0	-0.0035082678416711883
1302.0	-0.0034993396630760188
1303.0	-0.0034875209254275055
1304.0	-0.003472830064342795
1305.0	-0.00345528784126094
1306.0	-0.0034349173194156805
1307.0	-0.00341174383798177
1308.0	-0.003385794984421443
1309.0	-0.0033571005650591033
1310.0	-0.003325692573913365
1311.0	-0.003291605159817256
1312.0	-0.003254874591858573
1313.0	-0.0032155392231735373
1314.0	-0.003173639453128414
1315.0	-0.0031292176879249493
1316.0	-0.003082318299666001
1317.0	-0.003032987583920366
1318.0	-0.0029812737158252103
1319.0	-0.0029272267047667413
1320.0	-0.002870898347680651
1321.0	-0.0028123421810142034
1322.0	-0.002751613431393905
1323.0	-0.0026887689650425487
1324.0	-0.002623867235991063
1325.0	-0.0025569682331311114
1326.0	-0.002488133426155439
1327.0	-0.0024174257104333267
1328.0	-0.0023449093508698775
1329.0	-0.0022706499247979513
1330.0	-0.0021947142639525147
1331.0	-0.0021171703955778897
1332.0	-0.002038087482718517
1333.0	-0.0019575357637451416
1334.0	-0.0018755864911677292
1335.0	-0.001792311869787789
1336.0	-0.0017077849942432367
1337.0	-0.00162207978599799
1338.0	-0.001535270929830363
1339.0	-0.0014474338098738855
1340.0	-0.001358644445264152
1341.0	-0.001268979425445873
1342.0	-0.0011785158451943153
1343.0	-0.0010873312394054776
1344.0	-0.0009955035177091473
1345.0	-0.0009031108989591263
1346.0	-0.0008102318456549504
1347.0	-0.000716944998349311
1348.0	-0.0006233291100948696
1349.0	-0.0005294629809845996
1350.0	-0.00043542539283932154
1351.0	-0.00034129504409517383
1352.0	-0.0002471504849445947
1353.0	-0.0001530700527835327
1354.0	-5.913180801632445e-05
1355.0	3.458652972874749e-05
1356.0	0.0001280076449229426
1357.0	0.00022105468894834807
1358.0	0.000313651342346467
1359.0	0.0004057218764548934
1360.0	0.0004971912143830583
1361.0	0.0005879849912781504
1362.0	0.0006780296138344131
1363.0	0.0007672523189982856
1364.0	0.0008555812318236005
1365.0	0.0009429454224317915
1366.0	0.0010292749620322153
1367.0	0.001114500977959467
1368.0	0.0011985557076853838
1369.0	0.001281372551763131
1370.0	0.0013628861256640206
1371.0	0.001443032310466611
1372.0	0.0015217483023597378
1373.0	0.0015989726609221848
1374.0	0.0016746453561426716
1375.0	0.00174870781414438
1376.0	0.0018211029615807697
1377.0	0.0018917752686692952
1378.0	0.0019606707908313755
1379.0	0.002027737208908458
1380.0	0.002092923867924607
1381.0	0.0021561818143680535
1382.0	0.002217463831965024
1383.0	0.0022767244759201995
1384.0	0.0023339201056003117
1385.0	0.002389008915638007
1386.0	0.00244195096543461
1387.0	0.002492708207042114
1388.0	0.0025412445114056776
1389.0	0.0025875256929495686
1390.0	0.002631519532491006
1391.0	0.0026731957984672786
1392.0	0.0027125262664635654
1393.0	0.0027494847370299184
1394.0	0.002784047051777246
1395.0	0.00281619110774403
1396.0	0.002845896870026466
1397.0	0.0028731463826662538
1398.0	0.002897923777792135
1399.0	0.0029202152830120538
1400.0	0.0029400092270548293
1401.0	0.0029572960436613847
1402.0	0.0029720682737269743
1403.0	0.002984320565697556
1404.0	0.002994049674224618
1405.0	0.0030012544570842577
1406.0	0.003005935870367809
1407.0	0.003008096961952631
1408.0	0.0030077428632630508
1409.0	0.0030048807793329217
1410.0	0.002999519977182515
1411.0	0.0029916717725238934
1412.0	0.002981349514810193
1413.0	0.0029685685706456457
1414.0	0.0029533463055743453
1415.0	0.0029357020642671668
1416.0	0.0029156571491275
1417.0	0.0028932347973375655
1418.0	0.002868460156368489
1419.0	0.0028413602579784574
1420.0	0.002811963990724371
1421.0	0.0027803020710135606
1422.0	0.0027464070127235425
1423.0	0.002710313095418451
1424.0	0.002672056331192231
1425.0	0.002631674430169507
1426.0	0.002589206764696112
1427.0	0.0025446943322525177
1428.0	0.0024981797171236726
1429.0	0.0024497070508607078
1430.0	0.0023993219715698465
1431.0	0.002347071582065455
1432.0	0.0022930044069246003
1433.0	0.0022371703484816543
1434.0	0.0021796206418015513
1435.0	0.002120407808672271
1436.0	0.0020595856106562765
1437.0	0.001997209001242558
1438.0	0.001933334077141191
1439.0	0.0018680180287623475
1440.0	0.001801319089923239
1441.0	0.0017332964868262742
1442.0	0.0016640103863523317
1443.0	0.0015935218437137678
1444.0	0.001521892749511945
1445.0	0.0014491857762443643
1446.0	0.0013754643243071678
1447.0	0.0013007924675387875
1448.0	0.0012252348983505471
1449.0	0.0011488568724912756
1450.0	0.0010717241534915932
1451.0	0.0009939029568350084
1452.0	0.0009154598939026095
1453.0	0.0008364619157378954
1454.0	0.0007569762566786856
1455.0	0.0006770703779033181
1456.0	0.0005968119109369986
1457.0	0.0005162686011662664
1458.0	0.0004355082514069632
1459.0	0.00035459866557274906
1460.0	0.000273607592490354
1461.0	0.0001926026699072313
1462.0	0.00011165136873739646
1463.0	3.082093759115487e-05
1464.0	-4.982165236673466e-05
1465.0	-0.0001302097621857885
1466.0	-0.00021027713948066316
1467.0	-0.00028995797232116236
1468.0	-0.000369186942617567
1469.0	-0.00044789927895874226
1470.0	-0.0005260308088610288
1471.0	-0.0006035180103859282
1472.0	-0.0006802980630860487
1473.0	-0.0007563088982387453
1474.0	-0.0008314892483279332
1475.0	-0.0009057786957351833
1476.0	-0.0009791177206021065
1477.0	-0.001051447747826192
1478.0	-0.0011227111931542922
1479.0	-0.0011928515083373444
1480.0	-0.0012618132253118452
1481.0	-0.0013295419993742796
1482.0	-0.001395984651314742
1483.0	-0.0014610892084786333
1484.0	-0.0015248049447245636
1485.0	-0.0015870824192485032
1486.0	-0.0016478735142452035
1487.0	-0.001707131471378643
1488.0	-0.0017648109270343945
1489.0	-0.0018208679463280557
1490.0	-0.001875260055844749
1491.0	-0.0019279462750859291
1492.0	-0.001978887146600995
1493.0	-0.002028044764781807
1494.0	-0.0020753828033001115
1495.0	-0.002120866541168613
1496.0	-0.0021644628874073575
1497.0	-0.0022061404042991017
1498.0	-0.0022458693292176993
1499.0	-0.0022836215950151353
1500.0	-0.0023193708489542657
1501.0	-0.002353092470174953
1502.0	-0.002384763585683252
1503.0	-0.0024143630848538935
1504.0	-0.002441871632437986
1505.0	-0.0024672716800689825
1506.0	-0.0024905474762611486
1507.0	-0.002511685074896042
1508.0	-0.0025306723421938977
1509.0	-0.0025474989621679755
1510.0	-0.002562156440561002
1511.0	-0.00257463810726454
1512.0	-0.0025849391172228847
1513.0	-0.002593056449824648
1514.0	-0.002598988906786299
1515.0	-0.0026027371085331715
1516.0	-0.0026043034890847155
1517.0	-0.00260369228945195
1518.0	-0.0026009095495562735
1519.0	-0.0025959630986800166
1520.0	-0.002588862544460304
1521.0	-0.0025796192604388996
1522.0	-0.0025682463721819647
1523.0	-0.00255475874198475
1524.0	-0.002539172952177343
1525.0	-0.0025215072870487603
1526.0	-0.002501781713407798
1527.0	-0.0024800178597999575
1528.0	-0.002456238994401052
1529.0	-0.0024304700016090646
1530.0	-0.0024027373573566927
1531.0	-0.0023730691031682155
1532.0	-0.0023414948189852667
1533.0	-0.0023080455947868733
1534.0	-0.002272754001030374
1535.0	-0.002235654057940325
1536.0	-0.002196781203673715
1537.0	-0.0021561722613907064
1538.0	-0.002113865405260506
1539.0	-0.002069900125433244
1540.0	-0.0020243171920093853
1541.0	-0.001977158618038802
1542.0	-0.0019284676215823972
1543.0	-0.0018782885868703202
1544.0	-0.0018266670245903381
1545.0	-0.0017736495313421911
1546.0	-0.0017192837482927544
1547.0	-0.0016636183190684604
1548.0	-0.0016067028469216992
1549.0	-0.0015485878512080482
1550.0	-0.001489324723212327
1551.0	-0.0014289656813613527
1552.0	-0.0013675637258620116
1553.0	-0.001305172592803253
1554.0	-0.0012418467077618244
1555.0	-0.0011776411389505335
1556.0	-0.0011126115499496096
1557.0	-0.0010468141520606341
1558.0	-0.0009803056563236013
1559.0	-0.0009131432252377416
1560.0	-0.0008453844242263036
1561.0	-0.0007770871728863685
1562.0	-0.0007083096960643371
1563.0	-0.0006391104747981262
1564.0	-0.0005695481971665414
1565.0	-0.000499681709087243
1566.0	-0.00042956996510348615
1567.0	-0.00035927197920088225
1568.0	-0.00028884677569434095
1569.0	-0.0002183533402256672
1570.0	-0.00014785057091259036
1571.0	-7.739722968821972e-05
1572.0	-7.051893871620925e-06
1573.0	6.312709199141672e-05
1574.0	0.00013308166397833516
1575.0	0.00020275408629161738
1576.0	0.0002720869983737044
1577.0	0.00034102346159769516
1578.0	0.0004095070054954209
1579.0	0.0004774816734866112
1580.0	0.0005448920680719508
1581.0	0.000611683395454094
1582.0	0.0006778015095513998
1583.0	0.0007431929553691303
1584.0	0.0008078050116938343
1585.0	0.0008715857330775104
1586.0	0.000934483991078261
1587.0	0.0009964495147250672
1588.0	0.001057432930175537
1589.0	0.0011173857995351996
1590.0	0.0011762606588085244
1591.0	0.0012340110549525132
1592.0	0.0012905915820039552
1593.0	0.0013459579162531181
1594.0	0.0014000668504367498
1595.0	0.0014528763269246042
1596.0	0.0015043454698742639
1597.0	0.0015544346163305395
1598.0	0.0016031053462455917
1599.0	0.0016503205113981888
1600.0	0.001696044263190197
1601.0	0.0017402420793004294
1602.0	0.0017828807891763368
1603.0	0.0018239285983450264
1604.0	0.0018633551115266873
1605.0	0.0019011313545337998
1606.0	0.0019372297949410355
1607.0	0.0019716243615116196
1608.0	0.0020042904623670476
1609.0	0.002035205001888009
1610.0	0.0020643463963356335
1611.0	0.002091694588183042
1612.0	0.002117231059148481
1613.0	0.002140938841922269
1614.0	0.0021628025305808238
1615.0	0.002182808289682447
1616.0	0.0022009438620402603
1617.0	0.0022171985751689577
1618.0	0.002231563346403291
1619.0	0.0022440306866870346
1620.0	0.0022545947030324187
1621.0	0.0022632510996511766
1622.0	0.002269997177759244
1623.0	0.002274831834058528
1624.0	0.0022777555578999283
1625.0	0.0022787704271331343
1626.0	0.002277880102649651
1627.0	0.0022750898216266
1628.0	0.0022704063894799374
1629.0	0.0022638381705366957
1630.0	0.002255395077437006
1631.0	0.002245088559277556
1632.0	0.0022329315885092375
1633.0	0.0022189386466027203
1634.0	0.0022031257084966396
1635.0	0.0021855102258440968
1636.0	0.0021661111090741357
1637.0	0.002144948708285743
1638.0	0.002122044792992829
1639.0	0.002097422530739774
1640.0	0.002071106464607656
1641.0	0.0020431224896323265
1642.0	0.002013497828156633
1643.0	0.001982261004139143
1644.0	0.001949441816443619
1645.0	0.001915071311133156
1646.0	0.0018791817527945088
1647.0	0.0018418065949185177
1648.0	0.001802980449363236
1649.0	0.0017627390549271055
1650.0	0.0017211192450604772
1651.0	0.0016781589147437746
1652.0	0.00163389698656192
1653.0	0.0015883733760049482
1654.0	0.0015416289560249586
1655.0	0.0014937055208808902
1656.0	0.001444645749302342
1657.0	0.00139449316700455
1658.0	0.0013432921085872133
1659.0	0.0012910876788497436
1660.0	0.0012379257135565888
1661.0	0.0011838527396863504
1662.0	0.001128915935198556
1663.0	0.0010731630883525295
1664.0	0.0010166425566133742
1665.0	0.0009594032251795627
1666.0	0.0009014944651675764
1667.0	0.0008429660914889541
1668.0	0.0007838683204552301
1669.0	0.0007242517271466254
1670.0	0.0006641672025801734
1671.0	0.0006036659107131704
1672.0	0.000542799245318107
1673.0	0.0004816187867648378
1674.0	0.000420176258746071
1675.0	0.0003585234849823177
1676.0	0.00029671234594167133
1677.0	0.00023479473561085346
1678.0	0.00017282251835280555
1679.0	0.00011084748588627551
1680.0	4.892131442315543e-05
1681.0	-1.2904478001746038e-05
1682.0	-7.457857397344218e-05
1683.0	-0.00013604989887715507
1684.0	-0.00019726766278236468
1685.0	-0.0002581814019965
1686.0	-0.00031874102025418547
1687.0	-0.00037889682950926346
1688.0	-0.00043859959029644846
1689.0	-0.0004978005516301726
1690.0	-0.0005564514904086732
1691.0	-0.000614504750291788
1692.0	-0.000671913280021353
1693.0	-0.0007286306711540239
1694.0	-0.0007846111951760673
1695.0	-0.0008398098399712509
1696.0	-0.0008941823456129587
1697.0	-0.0009476852394520096
1698.0	-0.0010002758704733671
1699.0	-0.0010519124428943786
1700.0	-0.0011025540489785724
1701.0	-0.001152160701039661
1702.0	-0.0012006933626109578
1703.0	-0.0012481139787562626
1704.0	-0.001294385505499015
1705.0	-0.0013394719383472893
1706.0	-0.0013833383398930556
1707.0	-0.0014259508664648895
1708.0	-0.0014672767938140232
1709.0	-0.0015072845418148332
1710.0	-0.0015459436981612438
1711.0	-0.0015832250410418014
1712.0	-0.0016191005607768903
1713.0	-0.0016535434804022643
1714.0	-0.0016865282751844228
1715.0	-0.00171803069105393
1716.0	-0.0017480277619435923
1717.0	-0.0017764978260199037
1718.0	-0.001803420540796474
1719.0	-0.0018287768971194068
1720.0	-0.001852549232015679
1721.0	-0.0018747212403962008
1722.0	-0.0018952779856063991
1723.0	-0.001914205908818264
1724.0	-0.0019314928372583461
1725.0	-0.0019471279912677134
1726.0	-0.0019611019901903913
1727.0	-0.0019734068570880134
1728.0	-0.001984036022279373
1729.0	-0.0019929843257045026
1730.0	-0.0020002480181138173
1731.0	-0.002005824761083993
1732.0	-0.0020097136258630808
1733.0	-0.0020119150910483394
1734.0	-0.002012431039101293
1735.0	-0.0020112647517053985
1736.0	-0.0020084209039727212
1737.0	-0.0020039055575068448
1738.0	-0.0019977261523303515
1739.0	-0.00198989149768593
1740.0	-0.0019804117617212118
1741.0	-0.00196929846006833
1742.0	-0.0019565644433299995
1743.0	-0.0019422238834848745
1744.0	-0.0019262922592258396
1745.0	-0.0019087863402455925
1746.0	-0.0018897241704848703
1747.0	-0.0018691250503594654
1748.0	-0.0018470095179828816
1749.0	-0.0018233993294024206
1750.0	-0.0017983174378672171
1751.0	-0.001771787972147373
1752.0	-0.001743836213924379
1753.0	-0.0017144885742733582
1754.0	-0.0016837725692587348
1755.0	-0.0016517167946654013
1756.0	-0.0016183508998880549
1757.0	-0.0015837055610024723
1758.0	-0.0015478124530424056
1759.0	-0.0015107042215070053
1760.0	-0.0014724144531240418
1761.0	-0.0014329776458946383
1762.0	-0.001392429178445861
1763.0	-0.0013508052787183393
1764.0	-0.0013081429920158115
1765.0	-0.0012644801484447913
1766.0	-0.0012198553297726256
1767.0	-0.0011743078357323994
1768.0	-0.0011278776498041473
1769.0	-0.0010806054045015175
1770.0	-0.0010325323461939226
1771.0	-0.000983700299494298
1772.0	-0.0009341516312428456
1773.0	-0.0008839292141174047
1774.0	-0.0008330763899016833
1775.0	-0.0007816369324422636
1776.0	-0.0007296550103256597
1777.0	-0.0006771751493075155
1778.0	-0.0006242421945247918
1779.0	-0.0005709012725234469
1780.0	-0.0005171977531331058
1781.0	-0.00046317721122061343
1782.0	-0.0004088853883547445
1783.0	-0.00035436815441368744
1784.0	-0.0002996714691674302
1785.0	-0.00024484134386701904
1786.0	-0.0001899238028722815
1787.0	-0.00013496484534990857
1788.0	-8.001040707361542e-05
1789.0	-2.5106322357437184e-05
1790.0	2.9701713846025726e-05
1791.0	8.436818365181731e-05
1792.0	0.0001388477837222105
1793.0	0.0001930954624889637
1794.0	0.0002470664570882091
1795.0	0.0003007163299778579
1796.0	0.0003540010052074886
1797.0	0.00040687680431200114
1798.0	0.0004593004817995492
1799.0	0.0005112292602053505
1800.0	0.0005626208646833499
1801.0	0.0006134335571076873
1802.0	0.0006636261696570884
1803.0	0.0007131581378552647
1804.0	0.000761989533040847
1805.0	0.0008100810942414712
1806.0	0.0008573942594267249
1807.0	0.0009038911961150344
1808.0	0.0009495348313109508
1809.0	0.0009942888807491041
1810.0	0.0010381178774218512
1811.0	0.0010809871993689808
1812.0	0.0011228630967074112
1813.0	0.0011637127178803631
1814.0	0.0012035041351058256
1815.0	0.0012422063690047148
1816.0	0.0012797894123900808
1817.0	0.0013162242531996582
1818.0	0.001351482896553853
1819.0	0.0013855383859233956
1820.0	0.0014183648233905065
1821.0	0.0014499373889887187
1822.0	0.0014802323591074254
1823.0	0.0015092271239474562
1824.0	0.0015369002040154906
1825.0	0.0015632312656455238
1826.0	0.001588201135536335
1827.0	0.0016117918142951682
1828.0	0.0016339864889783216
1829.0	0.001654769544620299
1830.0	0.0016741265747440381
1831.0	0.0016920443908456878
1832.0	0.0017085110308480095
1833.0	0.001723515766517646
1834.0	0.0017370491098421636
1835.0	0.0017491028183637075
1836.0	0.0017596698994670355
1837.0	0.0017687446136204095
1838.0	0.0017763224765689229
1839.0	0.0017824002604805026
1840.0	0.0017869759940457894
1841.0	0.001790048961533965
1842.0	0.0017916197008074424
1843.0	0.0017916900002991594
1844.0	0.0017902628949571263
1845.0	0.0017873426611616883
1846.0	0.001782934810621806
1847.0	0.0017770460832574916
1848.0	0.00176968443907638
1849.0	0.0017608590490532042
1850.0	0.0017505802850217697
1851.0	0.0017388597085898436
1852.0	0.0017257100590880791
1853.0	0.0017111452405649784
1854.0	0.001695180307840645
1855.0	0.0016778314516326912
1856.0	0.0016591159827686443
1857.0	0.0016390523154997433
1858.0	0.0016176599499317414
1859.0	0.0015949594535891718
1860.0	0.0015709724421300812
1861.0	0.0015457215592288354
1862.0	0.0015192304556456357
1863.0	0.0014915237675014112
1864.0	0.0014626270937780263
1865.0	0.0014325669730638401
1866.0	0.001401370859565449
1867.0	0.0013690670984071
1868.0	0.00133568490023962
1869.0	0.0013012543151812179
1870.0	0.001265806206113454
1871.0	0.0012293722213554065
1872.0	0.0011919847667402356
1873.0	0.0011536769771185226
1874.0	0.0011144826873129687
1875.0	0.0010744364025498275
1876.0	0.001033573268392666
1877.0	0.000991929040204299
1878.0	0.0009495400521632325
1879.0	0.0009064431858612186
1880.0	0.0008626758385087852
1881.0	0.0008182758907760426
1882.0	0.0007732816742959522
1883.0	0.0007277319388578393
1884.0	0.0006816658193191227
1885.0	0.0006351228022629758
1886.0	0.0005881426924303238
1887.0	0.0005407655789544143
1888.0	0.0004930318014264041
1889.0	0.00044498191582041137
1890.0	0.00039665666030669
1891.0	0.0003480969209813216
1892.0	0.00029934369754135767
1893.0	0.0002504380689336595
1894.0	0.00020142115900617652
1895.0	0.00015233410219034176
1896.0	0.00010321800924255591
1897.0	5.4113933073425546e-05
1898.0	5.0628346930509105e-06
1899.0	-4.389445070010489e-05
1900.0	-9.27172474583255e-05
1901.0	-0.00014136507302444333
1902.0	-0.00018979767124485594
1903.0	-0.00023797504542815654
1904.0	-0.0002858574911230897
1905.0	-0.00033340562858866305
1906.0	-0.00038058043493020225
1907.0	-0.00042734327587542163
1908.0	-0.0004736559371648101
1909.0	-0.000519480655530917
1910.0	-0.0005647801492417595
1911.0	-0.0006095176481837996
1912.0	-0.0006536569234603549
1913.0	-0.0006971623164820956
1914.0	-0.000739998767525959
1915.0	-0.0007821318437403663
1916.0	-0.0008235277665742716
1917.0	-0.0008641534386083171
1918.0	-0.0009039764697673057
1919.0	-0.0009429652028931901
1920.0	-0.0009810887386586015
1921.0	-0.0010183169598016596
1922.0	-0.0010546205546631505
1923.0	-0.001089971040007933
1924.0	-0.0011243407831130086
1925.0	-0.00115770302310534
1926.0	-0.0011900318915331605
1927.0	-0.0012213024321552572
1928.0	-0.001251490619933136
1929.0	-0.0012805733792120553
1930.0	-0.0013085286010773012
1931.0	-0.0013353351598728398
1932.0	-0.0013609729288703958
1933.0	-0.0013854227950774924
1934.0	-0.0014086666731738052
1935.0	-0.0014306875185660605
1936.0	-0.0014514693395522172
1937.0	-0.0014709972085866026
1938.0	-0.0014892572726384434
1939.0	-0.0015062367626368011
1940.0	-0.0015219240019959987
1941.0	-0.0015363084142161092
1942.0	-0.0015493805295539996
1943.0	-0.0015611319907612444
1944.0	-0.0015715555578858682
1945.0	-0.0015806451121357502
1946.0	-0.0015883956588023352
