f	gamma
895.0	-0.01116466488032259
896.0	-0.011210995686874179
897.0	-0.011248056408098277
898.0	-0.011275837789571084
899.0	-0.011294338128142723
900.0	-0.011303563257636106
901.0	-0.011303526528490844
902.0	-0.011294248781379999
903.0	-0.011275758314832142
904.0	-0.011248090846895879
905.0	-0.011211289470889101
906.0	-0.011165404605279327
907.0	-0.011110493937746805
908.0	-0.011046622363485789
909.0	-0.010973861917805083
910.0	-0.010892291703092132
911.0	-0.010801997810210483
912.0	-0.01070307323440401
913.0	-0.010595617785786198
914.0	-0.010479737994496396
915.0	-0.010355547010609499
916.0	-0.010223164498889761
917.0	-0.010082716528482851
918.0	-0.009934335457644616
919.0	-0.009778159813608555
920.0	-0.009614334167698501
921.0	-0.009443009005795306
922.0	-0.00926434059427101
923.0	-0.009078490841507168
924.0	-0.00888562715511698
925.0	-0.00868592229499462
926.0	-0.00847955422231801
927.0	-0.008266705944634176
928.0	-0.008047565357159954
929.0	-0.007822325080432756
930.0	-0.007591182294449417
931.0	-0.007354338569433475
932.0	-0.007111999693373734
933.0	-0.006864375496479538
934.0	-0.0066116796727000516
935.0	-0.006354129598457206
936.0	-0.0060919461487441
937.0	-0.005825353510741766
938.0	-0.005554578995110217
939.0	-0.005279852845109961
940.0	-0.00500140804371281
941.0	-0.004719480118860876
942.0	-0.0044343069470352894
943.0	-0.004146128555296624
944.0	-0.0038551869219591367
945.0	-0.0035617257760630606
946.0	-0.003265990395809782
947.0	-0.002968227406124094
948.0	-0.0026686845755091657
949.0	-0.00236761061235993
950.0	-0.00206525496090104
951.0	-0.001761867596914777
952.0	-0.001457698823424516
953.0	-0.0011529990664998807
954.0	-0.0008480186713483012
955.0	-0.0005430076988570552
956.0	-0.0002382157227509734
957.0	6.610837247219593e-05
958.0	0.0003697165926660204
959.0	0.0006723620340582162
960.0	0.0009737990820114228
961.0	0.001273783608363875
962.0	0.001572073167192581
963.0	0.0018684271888426032
964.0	0.002162607172068986
965.0	0.0024543768741384846
966.0	0.0027435024987412498
967.0	0.00302975288156339
968.0	0.0033128996733746453
969.0	0.0035927175204870463
970.0	0.0038689842424427046
971.0	0.004141481006792183
972.0	0.004409992500826137
973.0	0.004674307100126981
974.0	0.004934217033809087
975.0	0.005189518546319914
976.0	0.005440012055676266
977.0	0.00568550230801413
978.0	0.005925798528333012
979.0	0.006160714567319278
980.0	0.006390069044136172
981.0	0.006613685485072078
982.0	0.006831392457941544
983.0	0.007043023702137139
984.0	0.007248418254235444
985.0	0.0074474205690615945
986.0	0.00763988063612317
987.0	0.007825654091326295
988.0	0.008004602323892213
989.0	0.008176592578395658
990.0	0.008341498051850325
991.0	0.008499197985772063
992.0	0.008649577753153267
993.0	0.008792528940286969
994.0	0.008927949423383
995.0	0.009055743439923445
996.0	0.009175821654708182
997.0	0.009288101220546548
998.0	0.009392505833554693
999.0	0.009488965783023818
1000.0	0.009577417995827314
1001.0	0.009657806075341063
1002.0	0.00973008033485441
1003.0	0.00979419782545431
1004.0	0.009850122358369594
1005.0	0.009897824521766864
1006.0	0.00993728169199412
1007.0	0.009968478039272272
1008.0	0.009991404527839969
1009.0	0.01000605891056098
1010.0	0.01001244571800821
1011.0	0.010010576242042764
1012.0	0.010000468513911077
1013.0	0.009982147276887192
1014.0	0.009955643953492136
1015.0	0.009920996607326229
1016.0	0.00987824989955482
1017.0	0.009827455040092099
1018.0	0.009768669733531762
1019.0	0.00970195811987764
1020.0	0.009627390710131661
1021.0	0.009545044316800134
1022.0	0.009455001979383846
1023.0	0.009357352884921507
1024.0	0.009252192283659148
1025.0	0.009139621399923099
1026.0	0.009019747338277038
