f	aligned	misaligned
280.0	0.013819070791919266	0.018583316235361833
281.0	0.01301051895987688	0.01871115669619352
282.0	0.012170408712082163	0.018779688139840996
283.0	0.011301896308904024	0.01878912943152455
284.0	0.010408185938537672	0.018739878359539778
285.0	0.009492519017474516	0.018632509395324442
286.0	0.008558163511671286	0.01846777093139073
287.0	0.007608403310796449	0.018246582007609508
288.0	0.006646527687402126	0.017970028537843668
289.0	0.005675820872244726	0.017639359050397197
290.0	0.0046995517762688545	0.01725597995717177
291.0	0.0037209638889772294	0.016821450367798838
292.0	0.002743265382034423	0.016337476466337632
293.0	0.0017696194460008682	0.015805905469394452
294.0	0.0008031348870729954	0.0152287191857253
295.0	-0.0001531429903936718	0.014608027198521719
296.0	-0.0010962411909574768	0.013946059692653837
297.0	-0.002023267501360948	0.013245159950146355
298.0	-0.002931418607879561	0.012507776538089913
299.0	-0.003817987836960978	0.01173645521404251
300.0	-0.004680372499746567	0.01093383057474807
301.0	-0.005516080822491831	0.01010261747469046
302.0	-0.006322738446365951	0.00924560224160891
303.0	-0.007098094481606995	0.00836563371662591
304.0	-0.007840027102537894	0.00746561414707466
305.0	-0.008546548671499692	0.006548489960464362
306.0	-0.009215810381330479	0.005617242448282959
307.0	-0.009846106407604693	0.0046748783885116165
308.0	-0.010435877563444992	0.0037244206358076556
309.0	-0.010983714451319213	0.002768898708310396
310.0	-0.011488360107838203	0.0018113393999288235
311.0	-0.011948712139167074	0.0008547574467885053
312.0	-0.012363824346249542	-9.78537237524453e-05
313.0	-0.012732907840620634	-0.0010435311334679753
314.0	-0.013055331653135905	-0.001979351255395288
315.0	-0.013330622839479667	-0.0029024388506487912
316.0	-0.013558466087816844	-0.003809975613434058
317.0	-0.013738702835427455	-0.004699208598469933
318.0	-0.013871329902597663	-0.005567458405786419
319.0	-0.013956497653439086	-0.006412127098708075
320.0	-0.013994507694659743	-0.007230705831739763
321.0	-0.013985810124615812	-0.008020782166053083
322.0	-0.013931000346227193	-0.008780047051316806
323.0	-0.013830815458539735	-0.009506301453720898
324.0	-0.013686130242859643	-0.010197462611211667
325.0	-0.013497952760467207	-0.01085156989817659
326.0	-0.013267419579936634	-0.011466790283089057
327.0	-0.012995790653041656	-0.012041423363944318
328.0	-0.012684443859113085	-0.012573905967678212
329.0	-0.012334869238529092	-0.013062816301164447
330.0	-0.011948662936765275	-0.013506877642815851
331.0	-0.011527520881099753	-0.013904961565285387
332.0	-0.01107323221266833	-0.014256090681245889
333.0	-0.010587672497082083	-0.014559440905741216
334.0	-0.010072796737266555	-0.01481434323012347
335.0	-0.009530632212547414	-0.015020285004126714
336.0	-0.008963271168297343	-0.015176910724168798
337.0	-0.00837286338067011	-0.015284022327514607
338.0	-0.007761608621082692	-0.01534157899347177
339.0	-0.007131749045163057	-0.015349696454319394
340.0	-0.006485561530859423	-0.015308645820186996
341.0	-0.005825349990314595	-0.015218851923597374
342.0	-0.005153437679933788	-0.015080891190863938
343.0	-0.004472159532833548	-0.014895489048980009
344.0	-0.0037838545375396358	-0.014663516878054415
345.0	-0.0030908581864164363	-0.014385988520727875
346.0	-0.0023954950168522445	-0.01406405636134492
347.0	-0.0017000712677031071	-0.013699006988951774
348.0	-0.0010068676729106472	-0.013292256459438977
349.0	-0.00031813241355640315	-0.012845345173341249
350.0	0.00036392575108811637	-0.012359932386950385
351.0	0.0010371441537292692	-0.011837790375474364
352.0	0.001699412671464626	-0.011280798267998153
353.0	0.0023486799423450833	-0.01069093557495237
354.0	0.0029829593289030874	-0.010070275429684975
355.0	0.003600334612432315	-0.009420977566542268
356.0	0.004198965402803628	-0.008745281058611658
357.0	0.00477709224964701	-0.008045496838943202
358.0	0.0053330414418046625	-0.00732400002965718
359.0	0.005865229483064609	-0.006583222103859242
360.0	0.006372167233321039	-0.005825642905711853
361.0	0.006852463705459613	-0.005053782554366504
362.0	0.007304829509444679	-0.0042701932577252685
363.0	0.007728079936273142	-0.003477451062191096
364.0	0.00812113767566506	-0.002678147564664366
365.0	0.00848303516256808	-0.0018748816130693873
366.0	0.008812916548769173	-0.001070251021627315
367.0	0.009110039297120084	-0.00026684432695040926
368.0	0.00937377539709356	0.0005327673891939468
369.0	0.009603612201591729	0.0013260385849110743
370.0	0.00979915288611825	0.002110457225840385
371.0	0.009960116532605853	0.002883552610763856
372.0	0.010086337841348221	0.0036429030310081417
373.0	0.01017776647562521	0.0043861432401094665
374.0	0.010234466044721573	0.005110971710889356
375.0	0.010256612732125931	0.005815157657854489
376.0	0.01024449357674944	0.006496547803651042
377.0	0.010198504416023504	0.0071530728691967345
378.0	0.010119147500718111	0.0077827537680627565
379.0	0.010007028792265052	0.008383707486683902
380.0	0.009862854954270016	0.00895415263304204
381.0	0.009687430050753355	0.009492414637577475
382.0	0.009481651964466596	0.00999693059125016
383.0	0.009246508549391824	0.010466253706872377
384.0	0.008983073532237285	0.010899057391086368
385.0	0.008692502178399179	0.01129413891563585
386.0	0.008376026738458	0.011650422677898016
387.0	0.008034951691823666	0.011966963041980359
388.0	0.00767064880463061	0.01224294675305031
389.0	0.007284552019412323	0.012477694918949121
390.0	0.0068781521944566324	0.012670664554535744
391.0	0.006452991711051628	0.01282144968561402
392.0	0.006010658967085178	0.012929782010706388
393.0	0.005552782775647771	0.012995531120350583
394.0	0.005081026687422262	0.013018704275002567
395.0	0.004597083255709407	0.012999445744030001
396.0	0.004102668262951199	0.012938035709667435
397.0	0.0035995149275612082	0.012834888741174836
398.0	0.003089368109764049	0.012690551845789948
399.0	0.0025739785349784376	0.01250570210438883
400.0	0.0020550970530540044	0.012281143901062316
401.0	0.0015344689513943459	0.012017805757076996
402.0	0.0010138283396610888	0.011716736780910602
403.0	0.0004948926233713773	0.01137910274723472
404.0	-2.0642916741713327e-05	0.01100618181885202
405.0	-0.0005311104232204635	0.01059935992668442
406.0	-0.0010348746223781506	0.01016012582394327
407.0	-0.001530337831529784	0.009690065831595063
408.0	-0.0020159447983154524	0.009190858293157385
409.0	-0.0024901873581364177	0.008664267757723599
410.0	-0.002951608896427602	0.008112138910914357
411.0	-0.0033988086032315547	0.007536390274184788
412.0	-0.0038304455083078472	0.006939007693586498
413.0	-0.004245242285818761	0.006322037639675085
414.0	-0.004641988818459969	0.005687580340782769
415.0	-0.0050195455117632735	0.005037782772324482
416.0	-0.00537684635017424	0.004374831525187194
417.0	-0.005712901687406764	0.0037009455765520866
418.0	-0.006026800764488447	0.003018368986728746
419.0	-0.006317713949836759	0.002329363545732384
420.0	-0.006584894696644496	0.001636201393405923
421.0	-0.006827681213793173	0.0009411576368935444
422.0	-0.007045497847464275	0.000246502989186602
423.0	-0.0072378561715630944	-0.00044550354768267404
424.0	-0.007404355786019683	-0.00113262193146073
425.0	-0.007544684822970091	-0.0018126382374620033
426.0	-0.007658620161757111	-0.002483371702666935
427.0	-0.007746027354610464	-0.00314268163390794
428.0	-0.007806860265777009	-0.0037884741584442534
429.0	-0.007841160427763633	-0.004418708795809691
430.0	-0.007849056119229127	-0.00503140483046497
431.0	-0.007830761169913766	-0.005624647465505858
432.0	-0.007786573498822653	-0.006196593738446481
433.0	-0.007716873392680335	-0.0067454781809368905
434.0	-0.007622121532446231	-0.007269618205156791
435.0	-0.007502856776421403	-0.00776741920057422
436.0	-0.007359693709185189	-0.008237379325742889
437.0	-0.007193319966272408	-0.008678093980852812
438.0	-0.007004493345137353	-0.009088259947825417
439.0	-0.006794038713547774	-0.009466679185862048
440.0	-0.006562844727107232	-0.009812262271509465
441.0	-0.006311860368120234	-0.010124031473487505
442.0	-0.006042091318483816	-0.010401123453738788
443.0	-0.005754596179718023	-0.010642791587392912
444.0	-0.0054504825536277795	-0.01084840789559419
445.0	-0.005130902997425872	-0.011017464586410161
446.0	-0.004797050867433136	-0.011149575200321117
447.0	-0.0044501560657159	-0.011244475358076971
448.0	-0.004091480704211822	-0.01130202311000048
449.0	-0.003722314701041828	-0.011322198887104585
450.0	-0.0033439713238033898	-0.011305105055676005
451.0	-0.002957782694688535	-0.01125096507825212
452.0	-0.0025650952722728153	-0.011160122285178863
453.0	-0.002167265324773701	-0.011033038262180689
454.0	-0.0017656544094861327	-0.010870290860595745
455.0	-0.0013616248729605516	-0.010672571838124638
456.0	-0.0009565353863074735	-0.01044068413910921
457.0	-0.0005517365297804874	-0.010175538824490843
458.0	-0.00014856644051783503	-0.009878151662695185
459.0	0.00025165346299188714	-0.00954963939374838
460.0	0.0006476226665113587	-0.009191215679943344
461.0	0.0010380656429099609	-0.0088041867573428
462.0	0.0014217358198932543	-0.008389946803324038
463.0	0.0017974194206955112	-0.007949973036237689
464.0	0.002163939166330871	-0.007485820564061899
465.0	0.0025201578285319846	-0.006999116999691155
466.0	0.002864981623076449	-0.0064915568611897
467.0	0.0031973634337940865	-0.0059648957759760365
468.0	0.003516305858172972	-0.005420944508472381
469.0	0.003820864066127789	-0.004861562831258833
470.0	0.004110148464163854	-0.004288653260209086
471.0	0.004383327157858126	-0.0037041546744558786
472.0	0.004639628206285182	-0.0031100358423353618
473.0	0.004878341662737592	-0.0025082888746905596
474.0	0.005098821396822362	-0.0019009226270797388
475.0	0.005300486693761604	-0.001289956072521492
476.0	0.005482823627474253	-0.0006774116664360788
477.0	0.005645386204775161	-6.530872538799797e-05
478.0	0.005787797278785782	0.0005443431588803403
479.0	0.00590974923041173	0.0011495506488246481
480.0	0.006011004417499694	0.001748343112840022
481.0	0.006091395392040235	0.002338778978648631
482.0	0.0061508248865291045	0.002918951968004975
483.0	0.006189265571337197	0.003486997192843723
484.0	0.0062067595856651996	0.004041097093516028
485.0	0.0062034178453707085	0.004579487200335348
486.0	0.006179419131652197	0.005100461700297119
487.0	0.006135008965251904	0.005602378791526987
488.0	0.006070498271497959	0.006083665808766301
489.0	0.005986261842141954	0.006542824104001721
490.0	0.005882736600560255	0.006978433667198375
491.0	0.005760419677473641	0.007389157472992397
492.0	0.00561986630489894	0.007773745540137424
493.0	0.0054616875365759085	0.008131038691481646
494.0	0.005286547803612845	0.008459972003265495
495.0	0.005095162314560886	0.008759577933582669
496.0	0.004888294309562613	0.0090289891209242
497.0	0.004666752178619866	0.009267440844832053
498.0	0.004431386454391063	0.009474273141815868
499.0	0.004183086690256458	0.009648932570833577
500.0	0.003922778234682016	0.009790973623797565
501.0	0.0036514189131656733	0.009900059777740756
502.0	0.003369995629265909	0.00997596418645722
503.0	0.003079520896389404	0.010018570010614212
504.0	0.0027810293121521296	0.010027870386516057
505.0	0.0024755739872278047	0.010003968034878057
506.0	0.0021642229406562963	0.009947074512139187
507.0	0.0018480554736065094	0.009857509108000394
508.0	0.0015281585335682902	0.009735697394017907
509.0	0.0012056230808926566	0.009582169429204316
510.0	0.0008815404695037884	0.009397557629690401
511.0	0.000556998853473956	0.009182594310574539
512.0	0.00023307963098353514	0.008938108909130348
513.0	-8.914606301709156e-05	0.008665024899554345
514.0	-0.0004086208043676265	0.008364356410409167
515.0	-0.0007243042566780038	0.008037204556853215
516.0	-0.0010351764672335406	0.00768475350064046
517.0	-0.001340241071670802	0.0073082662517201715
518.0	-0.0016385283976375637	0.00690908022606747
519.0	-0.0019290984580500898	0.0064886025751239584
520.0	-0.002211043824987073	0.006048305302924125
521.0	-0.0024834923757109384	0.005589720187626304
522.0	-0.002745609902784504	0.0051144335247514505
523.0	-0.002996602580749859	0.004624080709960133
524.0	-0.003235719282356067	0.004120340679665942
525.0	-0.0034622537378616427	0.0036049302281887822
526.0	-0.00367554653149392	0.003079598220495
527.0	-0.0038749869297188266	0.0025461197198520472
528.0	-0.004060014536559322	0.0020062900499411146
529.0	-0.004230120771797417	0.0014619188111221584
530.0	-0.004384850168499376	0.0009148238706337549
531.0	-0.004523801486917299	0.0003668253465306236
532.0	-0.004646628642438086	-0.0001802603948812719
533.0	-0.004753041445872044	-0.0007246267084590542
534.0	-0.004842806154996323	-0.0012644825870062673
535.0	-0.004915745836890164	-0.001798058506179734
536.0	-0.004971740541217774	-0.0023236121785706575
537.0	-0.005010727285229326	-0.002839434198370064
538.0	-0.005032699851857916	-0.0033438535584466205
539.0	-0.0050377084028893696	-0.003835243022140374
540.0	-0.005025858909770265	-0.004312024332609723
541.0	-0.0049973124051956135	-0.004772673243156194
542.0	-0.0049522840591796746	-0.005215724352590849
543.0	-0.004891042083859517	-0.005639775730397091
544.0	-0.004813906471809576	-0.00604349331718272
545.0	-0.004721247573155082	-0.0064256150866964755
546.0	-0.0046134845172610475	-0.00678495495651178
547.0	-0.004491083485240586	-0.007120406435344687
548.0	-0.004354555839969576	-0.007430945995876491
549.0	-0.004204456120713637	-0.007715636162887861
550.0	-0.004041379909866035	-0.007973628307477358
551.0	-0.0038659615796613547	-0.008204165139132757
552.0	-0.0036788719270671394	-0.008406582888440824
553.0	-0.0034808157053653303	-0.0085803131742606
554.0	-0.0032725290612135617	-0.008724884550241535
555.0	-0.0030547768862268596	-0.00883992372663623
556.0	-0.0028283500923357973	-0.00892515646443917
557.0	-0.0025940628203656646	-0.008980408139967184
558.0	-0.002352749591433905	-0.009005603979087774
559.0	-0.0021052624108861585	-0.009000768961389405
560.0	-0.0018524678345799503	-0.00896602739567225
561.0	-0.0015952440073835495	-0.008901602169214486
562.0	-0.001334477683780838	-0.008807813674334156
563.0	-0.0010710612404665459	-0.008685078416817687
564.0	-0.0008058896907757549	-0.00853390731181784
565.0	-0.0005398577107203744	-0.008354903673835146
566.0	-0.000273856686302797	-0.00814876090838316
567.0	-8.771791642313634e-06	-0.007916259913895309
568.0	0.00025452089271242595	-0.007658266203359484
569.0	0.0005151572121061508	-0.007375726756058943
570.0	0.000772287711777073	-0.007069666610655181
571.0	0.0010250803438269524	-0.006741185211664908
572.0	0.001272723098728769	-0.006391452522159338
573.0	0.0015144265532428041	-0.006021704916243517
574.0	0.0017494263269377695	-0.005633240865557716
575.0	0.0019769854398633538	-0.0052274164346780005
576.0	0.0021963965642927035	-0.004805640600876865
577.0	0.0024069841638453974	-0.004369370414236908
578.0	0.0026081065137137753	-0.003920106014586914
579.0	0.0027991575961442815	-0.0034593855221529976
580.0	0.0029795688657719708	-0.0029887798191810117
581.0	0.003148810879866786	-0.0025098872400940633
582.0	0.003306394789023643	-0.0020243281879977837
583.0	0.0034518736843143294	-0.0015337396955335644
584.0	0.0035848437974136393	-0.0010397699482113036
585.0	0.0037049455507163994	-0.0005440727884197832
586.0	0.0038118644549711635	-4.830221832462418e-05
587.0	0.0039053318524722596	0.0004458930801911869
588.0	0.003985125504368454	0.0009368751904951254
589.0	0.004051070021167196	0.0014230223532069137
590.0	0.0041030371360314555	0.0019027342875841742
591.0	0.004140945820984002	0.002374437424930348
592.0	0.0041647622466471496	0.00283659003700409
593.0	0.004174499586654357	0.0032876872428070168
594.0	0.0041702176683714315	0.0037262658775776797
595.0	0.004152022472057937	0.004150909208322096
596.0	0.00412006548108227	0.004560251480765898
597.0	0.004074542886275217	0.004952982283211277
598.0	0.004015694647964992	0.005327850713434173
599.0	0.003943803419680793	0.005683669335443931
