f	aligned	misaligned
600.0	0.0038591933379399997	0.0060193179136635785
601.0	0.0037622286829449405	0.006333746912859957
602.0	0.0036533124154084014	0.006625980752960292
603.0	0.00353288459509977	0.00689512080873462
604.0	0.003401420687056839	0.007140348145195227
605.0	0.0032594297617391244	0.007360925980464433
606.0	0.0031074525957073985	0.007556201868786639
607.0	0.002946059679698793	0.007725609597307578
608.0	0.0027758491412288432	0.007868670791206692
609.0	0.002597444589086377	0.00798499622275065
610.0	0.0024114928872992943	0.008074286820825428
611.0	0.002218661866332643	0.008136334378506067
612.0	0.002019637979439085	0.00817102195722792
613.0	0.0018151239122124775	0.008178323987130955
614.0	0.0016058361534997236	0.008158306064154077
615.0	0.0013925025359031555	0.008111124445458324
616.0	0.0011758597541535083	0.008037025245750125
617.0	0.0009566508696577745	0.007936343338058356
618.0	0.0007356228095190074	0.00780950096348582
619.0	0.000513523868294001	0.00765700605540582
620.0	0.00029110122069444556	0.007479450284503042
621.0	6.909845335259686e-05	0.007277506831963727
622.0	-0.0001517468763403921	0.007051927898998099
623.0	-0.000370705646451832	0.006803541961727641
624.0	-0.0005870595340718935	0.006533250781285855
625.0	-0.0008001033287023855	0.006242026179763769
626.0	-0.001009147188156984	0.005930906593376483
627.0	-0.0012135188298942542	0.005600993414930035
628.0	-0.0014125656509571243	0.005253447138333739
629.0	-0.001605656769969696	0.00488948331851979
630.0	-0.0017921849849361297	0.004510368360706772
631.0	-0.0019715686409013684	0.004117415153467542
632.0	-0.002143253401863777	0.003711978560540055
633.0	-0.002306713921678633	0.003295450786743429
634.0	-0.0024614554090540914	0.002869256633735761
635.0	-0.0026070150821180865	0.002434848661670821
636.0	-0.0027429635084247886	0.0019937022730757733
637.0	-0.0028689058266693113	0.001547310735485568
638.0	-0.0029844828467908285	0.0010971801595239755
639.0	-0.003089372025562957	0.000644824449223007
640.0	-0.0031832883151967865	0.00019176024141658683
641.0	-0.003265984882913659	-0.00026049814896627975
642.0	-0.003337253699881127	-0.0007104437609516623
643.0	-0.003396925998343913	-0.001156581980277213
644.0	-0.0034448725962222338	-0.0015974354763969322
645.0	-0.0034810040888894438	-0.002031549067505827
646.0	-0.003505270908279467	-0.0024574944976406866
647.0	-0.0035176632499096744	-0.002873875110248832
648.0	-0.003518210868835859	-0.0032793304030047034
649.0	-0.0035069827459808566	-0.0036725404490886284
650.0	-0.0034840866266964286	-0.004052230170628006
651.0	-0.0034496684338272757	-0.004417173450530187
652.0	-0.003403911557945778	-0.004766197069511088
653.0	-0.0033470360278144316	-0.005098184455740298
654.0	-0.003279297564509664	-0.005412079235178744
655.0	-0.0032009865230029915	-0.005706888571382308
656.0	-0.003112426725344582	-0.0059816862842701725
657.0	-0.0030139741899265124	-0.006235615738123257
658.0	-0.002906015761619759	-0.006467892489867847
659.0	-0.002788967647876996	-0.0066778066895220554
660.0	-0.002663273866174299	-0.00686472522552608
661.0	-0.002529404608425448	-0.007028093608544992
662.0	-0.002387854528243993	-0.007167437588218131
663.0	-0.0022391409571481296	-0.0072823644982318875
664.0	-0.002083802056003478	-0.0073725643260061525
665.0	-0.0019223949081758965	-0.007437810504209868
666.0	-0.0017554935610210659	-0.007477960422253148
667.0	-0.0015836870224715518	-0.007492955656837023
668.0	-0.0014075772195901873	-0.007482821921578812
669.0	-0.0012277769260464755	-0.007447668736663518
670.0	-0.0010449076655341125	-0.007387688820399009
671.0	-0.0008595975981897678	-0.007303157205472132
672.0	-0.0006724793970870101	-0.007194430083608913
673.0	-0.0004841881218748071	-0.0070619433832355746
674.0	-0.00029535909659753057	-0.006906211085610639
675.0	-0.00010662579868200676	-0.00672782328575354
676.0	8.138223399925277e-05	-0.0065274440053260385
677.0	0.0002680414711784176	-0.006305808765426878
678.0	0.0004527364266641038	-0.00606372192803843
679.0	0.0006348616566854955	-0.005802053815607699
680.0	0.0008138237137203588	-0.005521737618957671
681.0	0.0009890430496017127	-0.005223766104399646
682.0	0.0011599558618981525	-0.004909188131557657
683.0	0.0013260158777843546	-0.004579104994012201
684.0	0.0014866960698546056	-0.0042346665954302
685.0	0.001641490298588794	-0.0038770674743579337
686.0	0.0017899148764497098	-0.0035075426913247403
687.0	0.0019315100488770517	-0.0031273635923256926
688.0	0.0020658413877436338	-0.0027378334631242528
689.0	0.0021925010931516577	-0.0023402830891422876
690.0	0.0023111091997718926	-0.0019360662359786947
691.0	0.0024213146842639323	-0.0015265550658228452
692.0	0.0025227964706610994	-0.0011131355052000059
693.0	0.0026152643309564133	-0.000697202579609496
694.0	0.00269845967848691	-0.0002801557306839291
695.0	0.002772156252080241	0.00013660586848509437
696.0	0.002836160689298785	0.0005516879842452597
697.0	0.0028903129874908624	0.0009637059639809932
698.0	0.002934486851736071	0.0013712893330254585
699.0	0.0029685899291497933	0.0017730863316924369
700.0	0.002992563929389195	0.0021677683774693457
701.0	0.003006384631579772	0.00255403443770513
702.0	0.00301006177825465	0.0029306152984586945
703.0	0.0030036388572686626	0.003296277715561388
704.0	0.0029871927730134745	0.003649828434371598
705.0	0.002960833408618301	0.003990118065174112
706.0	0.00292470308117141	0.004316044801691165
707.0	0.00287897589233967	0.004626557970727671
708.0	0.0028238569770960564	0.004920661401564934
709.0	0.0027595816535868323	0.005197416604348517
710.0	0.0026864144774800267	0.005455945747380411
711.0	0.0026046482044347692	0.00569543442391951
712.0	0.0025146026646145894	0.005915134199822151
713.0	0.0024166235534379046	0.006114364934104925
714.0	0.002311081143012249	0.006292516865291148
715.0	0.0021983689189385095	0.00644905245719863
716.0	0.0020789021473920956	0.0065835079986457596
717.0	0.0019531163775924768	0.006695494952387213
718.0	0.0018214658849596338	0.006784701049436899
719.0	0.001684422060422912	0.006850891125795597
720.0	0.0015424717514983498	0.006893907699465618
721.0	0.0013961155608786706	0.006913671286506667
722.0	0.0012458661083921676	0.0069101804557595535
723.0	0.0010922462622759612	0.006883511622736449
724.0	0.0009357873457799025	0.006833818584044742
725.0	0.0007770273251673319	0.00676133179457285
726.0	0.0006165089852091608	0.0066663573905180375
727.0	0.00045477809827746893	0.006549275962176419
728.0	0.00029238159313334233	0.006410541081238678
729.0	0.0001298657294747322	0.0062506775881426176
730.0	-3.2225715741939116e-05	0.006070279645818553
731.0	-0.0001933532442608887	0.005870008566927883
732.0	-0.0003529834089123999	0.0056505904224307905
733.0	-0.0005105905566764697	0.005412813440030138
734.0	-0.0006656585368037919	0.0051575252017171305
735.0	-0.0008176823685176323	0.004885629650291031
736.0	-0.0009661698629817193	0.004598083915337238
737.0	-0.0011106431943970225	0.004295894969725151
738.0	-0.0012506404152853243	0.003980116128223864
739.0	-0.0013857169112273995	0.0036518434003305527
740.0	-0.0015154467905467931	0.0033122117098647492
741.0	-0.0016394242046694966	0.002962390994292178
742.0	-0.001757264595139237	0.002603582197113652
743.0	-0.0018686058635327945	0.002237013166973963
744.0	-0.001973109460791638	0.0018639344774275977
745.0	-0.002070461392771765	0.0014856151815247996
746.0	-0.0021603731391061235	0.0011033385155648173
747.0	-0.0022425824827754476	0.0007183975664972868
748.0	-0.002316854248091693	0.0003320909175376271
749.0	-0.0023829809451124074	-5.428171339956343e-05
750.0	-0.002440783318824432	-0.0004394238278606341
751.0	-0.0024901108017577676	-0.0008220464790749081
752.0	-0.002530841869017142	-0.001200872567819482
753.0	-0.002562884295046198	-0.0015746410876616892
754.0	-0.0025861753117681265	-0.0019421113055222404
755.0	-0.0026006816680739673	-0.0023020668637480047
756.0	-0.0026063995909567437	-0.0026533197901828566
757.0	-0.00260335464891324	-0.0029947144030644016
758.0	-0.002591601518555458	-0.0033251310979579697
759.0	-0.002571223655689304	-0.003643490004364279
760.0	-0.0025423328724279506	-0.003948754500102526
761.0	-0.0025050688222102765	-0.004239934572076959
762.0	-0.002459598394890402	-0.004516090012572288
763.0	-0.0024061150243511235	-0.004776333440802067
764.0	-0.002344837911371362	-0.00501983314004203
765.0	-0.002276011164744767	-0.005245815701319772
766.0	-0.0021999028639022814	-0.005453568465300706
767.0	-0.002116804046535581	-0.005642441754704108
768.0	-0.002027027624948871	-0.005811850890302618
769.0	-0.0019309072350844744	-0.005961277984297709
770.0	-0.001828796022371025	-0.006090273505622503
771.0	-0.0017210653687322816	-0.006198457612498804
772.0	-0.0016081035652671756	-0.006285521248364818
773.0	-0.0014903144352708415	-0.006351226998088862
774.0	-0.0013681159124073038	-0.006395409702194263
775.0	-0.0012419385789693331	-0.006417976827633937
776.0	-0.0011122241692698934	-0.006418908594471081
777.0	-0.0009794240433000125	-0.006398257858638995
778.0	-0.0008439976358617044	-0.006356149751768698
779.0	-0.0007064108864406442	-0.006292781079882313
780.0	-0.0005671346551212901	-0.006208419483551926
781.0	-0.0004266431298682975	-0.006103402362914983
782.0	-0.00028541223050095044	-0.005978135571715497
783.0	-0.000143918014671722	-0.005833091885301725
784.0	-2.6350911295240295e-06	-0.005668809248256206
785.0	0.00013796495450243453	-0.005485888808056569
786.0	0.0002774151162705232	-0.0052849927418657724
787.0	0.0004152545016757672	-0.005066841884225444
788.0	0.0005510298377192531	-0.004832213164073392
789.0	0.0006842969443424289	-0.004581936860124347
790.0	0.0008146221705289634	-0.004316893684237719
791.0	0.0009415837884797695	-0.0040380117029503925
792.0	0.0010647733414345531	-0.0037462631078684526
793.0	0.0011837969408869786	-0.0034426608460932026
794.0	0.0012982765091293768	-0.0031282551222968835
795.0	0.0014078509632623219	-0.0028041297844671196
796.0	0.0015121773370169646	-0.0024713986056997166
797.0	0.0016109318369616375	-0.002131201474736973
798.0	0.0017038108298974568	-0.0017847005082249367
799.0	0.0017905317584907517	-0.0014330760978947116
800.0	0.0018708339824419049	-0.001077522906059301
801.0	0.0019444795427497512	-0.000719245822958972
802.0	0.0020112538468969703	-0.000359455899583328
803.0	0.002070966273053771	6.337303486818064e-07
804.0	0.002123450691675143	0.00035981192556901355
805.0	0.0021685659031478776	0.0007168735959583762
806.0	0.0022061959904281707	0.0010706237312062415
807.0	0.0022362505858973423	0.0014198813860096405
808.0	0.002258665051951314	0.0017634836085653352
809.0	0.002273400575127433	0.002100289299328628
810.0	0.002280444173859946	0.0024291829872768907
811.0	0.0022798086202412836	0.002749078511221147
812.0	0.002271532276449696	0.003058922594056003
813.0	0.002255678846783562	0.003357698298225388
814.0	0.0022323370465182316	0.0036444283511036088
815.0	0.0022016201890714317	0.0039181783294564235
816.0	0.0021636656932271696	0.004178059692641262
817.0	0.0021186345124252835	0.0044232326547365124
818.0	0.002066710488372831	0.004652908886351781
819.0	0.002008099631474221	0.004866354037462734
820.0	0.0019430293308079754	0.005062890073233514
821.0	0.0018717474965996347	0.00524189741543333
822.0	0.0017945216383502523	0.005402816882722977
823.0	0.001711637881979122	0.005545151423775598
824.0	0.00162339992952611	0.0056684676379036595
825.0	0.0015301279651338973	0.005772397078587371
826.0	0.0014321575111907762	0.005856637336038651
827.0	0.0013298382386632591	0.005920952895682601
828.0	0.0012235327357807083	0.005965175770196452
829.0	0.001113615239354028	0.005989205903510069
830.0	0.0010004703331147197	0.005993011345939433
831.0	0.0008844916175498622	0.005976628200393057
832.0	0.000766080355784079	0.005940160340358475
833.0	0.0006456441001170092	0.005883778901138875
834.0	0.0005235953038692587	0.005807721546566381
835.0	0.0004003499232171793	0.005712291514165533
836.0	0.0002763260137094133	0.005597856442476617
837.0	0.00015194232615393152	0.0054648469849693
838.0	2.7616906546221176e-05	0.005313755215682836
839.0	-9.623429532544872e-05	0.005145132832415175
840.0	-0.00021919880401125545	0.004959589163948721
841.0	-0.0003408689787456117	0.004757788988442671
842.0	-0.0004608433515649723	0.004540450170738112
843.0	-0.0005787279388478651	0.0043083411269132805
844.0	-0.0006941375220361626	0.004062278124984553
845.0	-0.0008066968934168136	0.003803122431179436
846.0	-0.0009160420629778015	0.0035317773117041233
847.0	-0.001021821422498949	0.003249184900390367
848.0	-0.0011236968631972277	0.0029563229430327564
849.0	-0.001221344843416813	0.0026542014296162507
850.0	-0.0013144574030348661	0.002343859125986291
851.0	-0.0014027431214462564	0.002026360016823753
852.0	-0.00148592801619131	0.001702789672058485
853.0	-0.0015637563795007157	0.0013742515490846223
854.0	-0.00163599155024945	0.001041863243330415
855.0	-0.0017024166190377425	0.0007067526998777176
856.0	-0.0017628350643485416	0.00037005439893144813
857.0	-0.0018170713179690174	3.2905527997495346e-05
858.0	-0.001864971258106392	-0.00030355784635582097
859.0	-0.0019064026288754098	-0.0006382045943049163
860.0	-0.001941255385085047	-0.0009699123133694
861.0	-0.001969441961504547	-0.0012975710811353469
862.0	-0.0019908974660435663	-0.0016200871575935796
863.0	-0.0020055797965361885	-0.0019363866247789935
864.0	-0.0020134696810736475	-0.0022454189516345094
865.0	-0.0020145706420847294	-0.002546160472299194
866.0	-0.0020089088846152905	-0.002837617766338175
867.0	-0.00199653310950811	-0.003118830929785446
868.0	-0.001977514252430656	-0.0033888767262599023
869.0	-0.0019519451499406828	-0.003646871607842331
870.0	-0.001919940134016721	-0.0038919745958598657
871.0	-0.001881634556711951	-0.004123390012216047
872.0	-0.0018371842468152236	-0.004340370052425186
873.0	-0.001786764900620298	-0.00454221719206244
874.0	-0.0017305714091148745	-0.0047282864189152046
875.0	-0.0016688171241016551	-0.004897987283725303
876.0	-0.0016017330659564098	-0.005050785763033498
877.0	-0.001529567075910075	-0.005186205928284103
878.0	-0.0014525829159137138	-0.005303831416009385
879.0	-0.0013710593193068093	-0.005403306694591752
880.0	-0.0012852889956587819	-0.005484338123794971
881.0	-0.0011955775932914955	-0.0055466948039587394
882.0	-0.0011022426231163413	-0.005590209212463758
883.0	-0.0010056123475330166	-0.005614777625793133
884.0	-0.0009060246382363666	-0.0056203603262397275
885.0	-0.0008038258068659709	-0.005606981593033404
886.0	-0.0006993694125054881	-0.005574729478386353
887.0	-0.0005930150501000141	-0.005523755369675592
888.0	-0.0004851271239049975	-0.005454273339696919
889.0	-0.0003760736101130263	-0.0053665592876317135
890.0	-0.00026622481282369617	-0.005260949874065202
891.0	-0.00015595211752577384	-0.005137841254078683
892.0	-4.5626746252061014e-05	-0.004997687613107803
893.0	6.438148145597542e-05	-0.004840999510910656
894.0	0.00017370537767284581	-0.004668342039623099
895.0	0.00028198160125265156	-0.0044803328024894
896.0	0.000388851855044464	-0.004277639720444697
897.0	0.0004939640612485786	-0.0040609786742884305
898.0	0.000596973511091438	-0.0038311109907241733
899.0	0.000697543985098953	-0.003588840781046813
900.0	0.0007953488403606461	-0.0033350121417352226
901.0	0.000890072061301924	-0.0030705062266522176
902.0	0.0009814092706174524	-0.002796238200964984
903.0	0.001069068697165206	-0.0025131540872739494
904.0	0.001152772097777025	-0.002222227514778329
905.0	0.0012322556301069252	-0.001924456382610659
906.0	0.0013072706738138057	-0.0016208594487351763
907.0	0.0013775845975574931	-0.0013124728560334384
908.0	0.0014429814694782808	-0.0010003466073843681
909.0	0.0015032627090268177	-0.0006855410016960927
910.0	0.001558247678215898	-0.00036912304294943633
911.0	0.001607774210574575	-5.216283438012339e-05
912.0	0.0016516990762992197	0.00026427003004787894
913.0	0.0016898983823148178	0.0005791100647437823
914.0	0.0017222679061813459	0.0008912994700875391
915.0	0.0017487233630044752	0.0011997916765430045
916.0	0.0017692006047360955	0.0015035548434425973
917.0	0.0017836557514776831	0.0018015753007781673
918.0	0.0017920652546271098	0.00209286092254614
919.0	0.0017944258919370217	0.0023764444204514993
920.0	0.0017907546947789562	0.0026513865470624252
921.0	0.0017810888081318975	0.0029167791978378026
922.0	0.0017654852840354974	0.0031717484018096227
923.0	0.0017440208094666762	0.0034154571910970134
924.0	0.0017167913698124702	0.0036471083398580285
925.0	0.0016839118493217594	0.003865946963741372
926.0	0.001645515570122128	0.004071262971389424
927.0	0.0016017537715869077	0.0042623933600561565
928.0	0.0015527950320277945	0.004438724347946168
929.0	0.0014988246348732418	0.004599693336443191
930.0	0.0014400438816682265	0.004744790695983197
931.0	0.001376669354399034	0.00487356136993197
932.0	0.0013089321298050778	0.004985606291450869
933.0	0.001237076948488733	0.005080583608973159
934.0	0.001161361341773936	0.005158209716565096
935.0	0.0010820547193922721	0.005218260086110102
936.0	0.0009994374211942719	0.005260569898926108
937.0	0.0009137997361896941	0.005285034475105774
938.0	0.0008254408923171475	0.00529160949955196
939.0	0.0007346680204263966	0.005280311044367235
940.0	0.0006417950960293933	0.0052512153879408635
941.0	0.0005471418624354097	0.005204458631759534
942.0	0.00045103273893389115	0.0051402361166463725
943.0	0.0003537957177233179	0.0050588016408032255
944.0	0.0002557612533075869	0.004960466482692851
945.0	0.00015726114809185617	0.004845598232447902
946.0	5.862743790737042e-05	0.004714619436129422
947.0	-3.9808718819141914e-05	0.0045680060577787205
948.0	-0.0001377181445634517	0.004406285764808076
949.0	-0.0002347747352188295	0.004230036042860269
950.0	-0.00033065653802989703	0.004039882146826105
951.0	-0.0004250468114089419	0.003836494895247901
952.0	-0.0005176350631727481	0.00362058831584849
953.0	-0.0006081180638234339	0.0033929171504103626
954.0	-0.0006962008315928546	0.0031542742276865496
955.0	-0.0007815975860774355	0.002905487713449822
956.0	-0.0008640326674063522	0.0026474182471842938
957.0	-0.0009432414180137049	0.002380955975282724
958.0	-0.0010189710242203627	0.002107017490943672
959.0	-0.0010909813149764828	0.0018265426912540531
960.0	-0.0011590455152679971	0.0015404915622026158
961.0	-0.0012229509518517073	0.0012498409025879045
962.0	-0.001282499709150824	0.0009555809979707782
963.0	-0.0013375092333174584	0.0006587122559655123
964.0	-0.0013878128826488214	0.00036024181427187803
965.0	-0.0014332604227294437	6.118013291992841e-05
966.0	-0.001473718464862362	-0.0002374624177721212
967.0	-0.0015090708465461177	-0.0005346789620316805
968.0	-0.0015392189529528076	-0.0008294695048128148
969.0	-0.0015640819785624665	-0.0011208442879624165
970.0	-0.0015835971283119205	-0.0014078271051351395
971.0	-0.0015977197578199427	-0.0016894585643794147
972.0	-0.0016064234524553514	-0.001964799287516813
973.0	-0.0016097000452191682	-0.0022329330356707627
974.0	-0.0016075595736158626	-0.002492969750568006
975.0	-0.00160003017589137	-0.0027440485015432716
976.0	-0.0015871579272160106	-0.002985340328511895
977.0	-0.0015690066165883218	-0.0032160509715463545
978.0	-0.0015456574654303958	-0.003435423478090415
979.0	-0.0015172087890357243	-0.0036427406792766187
980.0	-0.0014837756022167514	-0.003837327527267415
981.0	-0.001445489170679905	-0.004018553286025449
982.0	-0.0014024965098310403	-0.004185833568425883
983.0	-0.0013549598328829572	-0.004338632213154452
984.0	-0.0013030559502982238	-0.0044764629953878525
985.0	-0.0012469756227555563	-0.004598891165822422
986.0	-0.0011869228699739288	-0.004705534813207307
987.0	-0.0011231142378674659	-0.004796066046140235
988.0	-0.0010557780266332488	-0.00487021199050153
989.0	-0.0009851534824950707	-0.004927755599528655
990.0	-0.0009114899559363975	-0.004968536274171005
991.0	-0.0008350460293575527	-0.004992450292006909
992.0	-0.000756088617182531	-0.004999451043653107
993.0	-0.0006748920415214276	-0.0049895490762465935
994.0	-0.0005917370865646965	-0.004962811944229338
995.0	-0.0005069100349437182	-0.004919363868314242
996.0	-0.0004207016893411422	-0.004859385204154892
997.0	-0.00033340638267059883	-0.0047831117228793315
998.0	-0.0002453209801715154	-0.0046908337062771645
999.0	-0.00015674387677919177	-0.004582894860047886
1000.0	-6.797399313365152e-05	-0.004459691049124469
1001.0	2.0690226417307937e-05	-0.004321668859677338
1002.0	0.00010895181048449758	-0.004169323992978427
1003.0	0.00019651624866665225	-0.004003199496861644
1004.0	0.000283092467677549	-0.003823883841051286
1005.0	0.0003683937923572309	-0.003632008843144125
1006.0	0.00045213888841618994	-0.0034282474525200576
1007.0	0.0005340526838332966	-0.0032133113999220178
1008.0	0.0006138672659116613	-0.0029879487208813275
1009.0	0.0006913227510876594	-0.002752941161576264
1010.0	0.0007661681246910056	-0.002509101476088653
1011.0	0.0008381620479630757	-0.002257270624374496
1012.0	0.0009070736297607258	-0.0019983148805787785
1013.0	0.0009726831604992283	-0.0017331228616102533
1014.0	0.0010347828060233199	-0.0014626024861401252
1015.0	0.0010931772592369456	-0.0011876778744049686
1016.0	0.0011476843474713927	-0.0009092861993729539
1017.0	0.00119813559372637	-0.0006283744999760383
1018.0	0.0012443767300788487	-0.00034589646721994334
1019.0	0.0012862681617207272	-6.280921405245088e-05
1020.0	0.0013236853802561163	0.0002199299600939458
1021.0	0.0013565193250634135	0.0005013667991715861
1022.0	0.0013846766917048098	0.0007805533039260908
1023.0	0.0014080801865461185	0.001056550918045762
1024.0	0.00142666872693221	0.0013284336763663266
1025.0	0.0014403975864472475	0.0015952913045930715
1026.0	0.0014492384849737814	0.0018562322601862239
1027.0	0.001453179623449795	0.0021103867042716394
1028.0	0.001452225663407702	0.002356909394692266
1029.0	0.0014463976515630078	0.002594982490597518
1030.0	0.0014357328899027553	0.0028238182592861425
1031.0	0.0014202847519039499	0.003042661676362811
1032.0	0.0014001224456896026	0.00325079291064625
1033.0	0.001375330725104069	0.0034475296856696686
1034.0	0.0013460095498595988	0.0036322295100463097
1035.0	0.0013122736960717108	0.003804291769428496
1036.0	0.0012742523186618222	0.003963159673268465
1037.0	0.0012320884672607528	0.004108322050091526
1038.0	0.0011859385573961176	0.004239314985513246
1039.0	0.0011359717988892759	0.004355723297774243
1040.0	0.0010823695835236171	0.004457181846121761
1041.0	0.0010253248341741536	0.004543376667940492
1042.0	0.0009650413177096076	0.004614045941118742
1043.0	0.0009017329240903638	0.0046689807687319545
1044.0	0.0008356229141903192	0.0047080257837293395
1045.0	0.0007669431389656671	0.0047310795719205075
1046.0	0.0006959332326801435	0.0047380949121741305
1047.0	0.0006228397829732965	0.004729078833358873
1048.0	0.0005479154806256568	0.004704092488175022
1049.0	0.00047141825193234947	0.004663250844642203
1050.0	0.0003936103766446746	0.0046067221966216015
1051.0	0.0003147575944766213	0.004534727495358355
1052.0	0.00023512820320119917	0.0044475395046295685
1053.0	0.00015499215137868526	0.004345481782672801
1054.0	7.462012876634921e-05	0.004228927494648202
1055.0	-5.71734254403624e-06	0.00409829805995136
1056.0	-8.57508132271808e-05	0.003954061639243179
1057.0	-0.00016521280505373687	0.0037967314665938623
1058.0	-0.0002438386994709288	0.00362686403265068
1059.0	-0.0003213676135001382	0.0034450571252303444
1060.0	-0.00039754326006962923	0.003251947734205944
1061.0	-0.00047211478996284865	0.003048209828002788
1062.0	-0.0005448376126334581	0.002834552009437804
1063.0	-0.0006154741932187179	0.00261171505902899
1064.0	-0.0006837948231713186	0.002380469374266437
1065.0	-0.0007495783620267843	0.0021416123136715915
1066.0	-0.0008126129479284665	0.0018959654547765848
1067.0	-0.0008726966746447733	0.001644371775428491
1068.0	-0.0009296382329326812	0.0013876927680658614
1069.0	-0.0009832575142282142	0.001126805496822404
1070.0	-0.0010333861747771644	0.0008625996074881743
1071.0	-0.0010798681584578546	0.0005959743004993042
1072.0	-0.0011225601766916482	0.0003278352772337959
1073.0	-0.001161332143985685	5.9091669961764906e-05
1074.0	-0.0011960675678053367	-0.00020934703416394397
1075.0	-0.0012266638916308375	-0.00047657406469047944
1076.0	-0.0012530327902127432	-0.0007416884246677422
1077.0	-0.0012751004162037537	-0.001003797922386444
1078.0	-0.001292807597509616	-0.0012620221678699669
1079.0	-0.0013061099848684801	-0.0015154955240745116
1080.0	-0.0013149781493360627	-0.0017633700029251445
1081.0	-0.0013193976295220856	-0.002004818096515736
1082.0	-0.0013193689285919078	-0.0022390355340395456
1083.0	-0.0013149074612148223	-0.0024652439552830026
1084.0	-0.0013060434508070176	-0.0026826934918132137
1085.0	-0.001292821777581933	-0.002890665247317344
1086.0	-0.0012753017780832375	-0.0030884736689063197
1087.0	-0.0012535569970353556	-0.003275468801578584
1088.0	-0.0012276748925028596	-0.003451038418446965
1089.0	-0.0011977564955025122	-0.0036146100197638293
1090.0	-0.0011639160253600405	-0.0037656526942350657
1091.0	-0.0011262804622470348	-0.0039036788365885014
1092.0	-0.0010849890784716079	-0.004028245715858803
1093.0	-0.0010401929302287258	-0.004138956889363517
1094.0	-0.0009920543116425655	-0.004235463457874604
1095.0	-0.0009407461730528846	-0.004317465158033086
1096.0	-0.0008864515056102792	-0.004384711288610766
1097.0	-0.0008293626943507914	-0.0044370014677887855
1098.0	-0.000769680842018285	-0.004474186219198329
1099.0	-0.0007076150659931467	-0.004496167385049984
1100.0	-0.0006433817707676964	-0.004502898365264518
1101.0	-0.0005772038984823147	-0.004494384182106703
1102.0	-0.0005093101601010997	-0.0044706813704132415
1103.0	-0.0004399342498619318	-0.004431897694094008
1104.0	-0.0003693140456829929	-0.00437819169017069
1105.0	-0.00029769079824551545	-0.004309772042196288
1106.0	-0.0002253083115017823	-0.004226896785471621
1107.0	-0.00015241211737623914	-0.004129872347037556
1108.0	-7.92486474387637e-05	-0.004019052423974912
1109.0	-6.064404328656563e-06	-0.0038948367040816264
1110.0	6.689486429885174e-05	-0.0037576694335233617
1111.0	0.0001393849865506643	-0.003608037836560371
1112.0	0.00021116417907154472	-0.0034464703929444973
1113.0	0.00028199384912657496	-0.00327353497905026
1114.0	0.0003516393833439568	-0.003089836879253263
1115.0	0.0004198709205250322	-0.0028960166744955466
1116.0	0.0004864641059900746	-0.002692748015380117
1117.0	0.0005512008249987034	-0.0024807352875128087
1118.0	0.0006138699128612848	-0.0022607111771610466
1119.0	0.0006742678394435317	-0.0020334341456212475
1120.0	0.0007321993658601185	-0.001799685820978105
1121.0	0.0007874781712522137	-0.0015602683162061351
1122.0	0.0008399274476515693	-0.001316001482793973
1123.0	0.00088938046104647	-0.0010677201092751125
1124.0	0.0009356810768840417	-0.00081627107421807
1125.0	0.000978684248367978	-0.0005625104633662042
1126.0	0.0010182564660403473	-0.0003073006607217158
1127.0	0.0010542761672704553	-5.150742343933395e-05
1128.0	0.001086634104412065	0.00020400304956661933
1129.0	0.0011152336705326296	0.0004583670453957053
1130.0	0.001139991181763001	0.0007107262514346223
1131.0	0.00116083611546481	0.0009602306463176217
1132.0	0.001177711303562222	0.0012060413578513223
1133.0	0.001190573080537179	0.0014473334783132133
1134.0	0.0011993913857401058	0.001683298827691593
1135.0	0.0012041498198218947	0.0019131486556270207
1136.0	0.0012048456552468975	0.002136116273037953
1137.0	0.0012014898010002046	0.0023514596046659373
1138.0	0.0011941067217552173	0.00255846365405767
1139.0	0.001182734311918771	0.0027564428728107404
1140.0	0.0011674237251205742	0.002944743426248477
1141.0	0.001148239159860767	0.0031227453480489726
1142.0	0.0011252576021736059	0.003289864576745483
1143.0	0.0010985685263061548	0.0034455548674215387
1144.0	0.001068273554548087	0.003589309572359968
1145.0	0.0010344860774813835	0.00372066328485632
1146.0	0.0009973308360471515	0.0038391933408794686
1147.0	0.000956943466949696	0.003944521173750732
1148.0	0.0009134700130359148	0.004036313517517417
1149.0	0.0008670664003997048	0.004114283455214531
1150.0	0.0008178978840668464	0.004178191308738569
1151.0	0.0007661384642148224	0.00422784536759738
1152.0	0.0007119702749745572	0.004263102454348736
1153.0	0.0006555829479457228	0.004283868325095267
1154.0	0.0005971729526356101	0.004290097903962658
1155.0	0.0005369429161012698	0.004281795351050795
1156.0	0.00047510092413704293	0.0042590139639101165
1157.0	0.00041185980640397364	0.004221855913157637
1158.0	0.00034743640794359255	0.0041704718134058915
1159.0	0.000282050849556432	0.004105060131232153
1160.0	0.0002159257795550252	0.004025866432462517
1161.0	0.0001492856194220682	0.00393318247158414
1162.0	8.235580591680908e-05	0.003827345126627222
1163.0	1.5362032176770464e-05	0.0037087351833746227
1164.0	-5.147050964307131e-05	0.003577775973258809
1165.0	-0.00011791788166415351	0.003434931869793316
1166.0	-0.000183758147003674	0.0032807066488547676
1167.0	-0.00024877210744149317	0.0031156417185827156
1168.0	-0.0003127440295946724	0.002940314225095131
1169.0	-0.0003754623572058955	0.002755335040626114
