10.0	2.223504464164e-42
10.02306	2.18312592914025e-42
10.046173	2.1434807607816102e-42
10.06934	2.1045557322556896e-42
10.09256	2.06633782556644e-42
10.115833	2.028814228860249e-42
10.139161	1.99197205148176e-42
10.162542	1.9557994530009997e-42
10.185976	1.9202836620489996e-42
10.209465	1.88541294709156e-42
10.233008	1.8511757594726398e-42
10.256606	1.81756046146249e-42
10.280258	1.7845556034307602e-42
10.303964	1.7521501860816097e-42
10.327725	1.7203336459020102e-42
10.351541	1.6890945413128895e-42
10.375412	1.65842317368484e-42
10.399337	1.6283087067039997e-42
10.423318	1.59874099321689e-42
10.447355	1.5697105495848098e-42
10.471446	1.54120728924369e-42
10.495594	1.5132217851086395e-42
10.519796	1.48574475726769e-42
10.544055	1.4587668295536397e-42
10.56837	1.4322790174179602e-42
10.592741	1.4062724778049595e-42
10.617168	1.3807385073328897e-42
10.641651	1.3556685404912401e-42
10.666191	1.3310541478542398e-42
10.690787	1.3068868056722496e-42
10.71544	1.2831588107559998e-42
10.74015	1.2598616761473597e-42
10.764917	1.23698772780025e-42
10.789741	1.2145294108376099e-42
10.814622	1.1924790696476103e-42
10.83956	1.1708291727619602e-42
10.864557	1.1495725256334404e-42
10.88961	1.1287020467352101e-42
10.914722	1.10821034502649e-42
10.939891	1.088090989456e-42
10.965119	1.0683370220952103e-42
10.990404	1.04894180469796e-42
11.015748	1.0298986018566398e-42
11.041151	1.0112013933420099e-42
11.066612	9.928436095005442e-43
11.092131	9.748192848645969e-43
11.11771	9.571223492716898e-43
11.143347	9.397468877134849e-43
11.169044	9.2268707877864e-43
11.1948	9.059372124778756e-43
11.220615	8.894917070385423e-43
11.24649	8.733450686302489e-43
11.272425	8.574919643143043e-43
11.298419	8.419271441401744e-43
11.324473	8.266454037281762e-43
11.350587	8.1164171101456e-43
11.376762	7.969110761055377e-43
11.402997	7.824486050015623e-43
11.429292	7.6824944520256e-43
11.455648	7.543087689604404e-43
11.482065	7.406217746578224e-43
11.508543	7.271837734055037e-43
11.535082	7.139901695247722e-43
11.561682	7.010364085158888e-43
11.588343	6.883180937343844e-43
11.615066	6.7583083361627605e-43
11.64185	6.635704066548561e-43
11.668696	6.515326913880625e-43
11.695605	6.397136320409999e-43
11.722575	6.2810928521957136e-43
11.749607	6.167157383625e-43
11.776702	6.0552917262200244e-43
11.803859	5.94545814359921e-43
11.831079	5.837619656236488e-43
11.858361	5.731739875145024e-43
11.885707	5.627782694065402e-43
11.913115	5.525712890149321e-43
11.940587	5.425495955257156e-43
11.968122	5.3270977897808986e-43
11.995721	5.230484991256463e-43
