z	dl
0.001	4.429032864588028
0.001059560179277616	4.693041257581362
0.0011226677735108135	4.972800327228776
0.0011895340673703195	5.269251409489661
0.0012603829296797275	5.583392301414591
0.0013354515629298987	5.916280672353003
0.0014149912974345759	6.269037684253243
0.0014992684327860455	6.642851834232111
0.0015885651294280528	7.03898303346426
0.0016831803533309566	7.458766937377477
0.0017834308769319094	7.903619543143634
0.0018896523396912095	8.375042071531848
0.0020022003718155844	8.874626151346586
0.00212145178491063	9.40405932591533
0.002247805833548725	9.965130902425319
0.002381685551976158	10.559738166344511
0.0025235391704347657	11.189892984706887
0.0026738416158399465	11.857728823705946
0.002833096101839324	12.565508207832847
0.003001835813575589	13.315630649728673
0.0031806256927941192	14.110641082005676
0.003370064329271928	14.953238824544203
0.003570785964900463	15.846287123204704
0.003783462617131929	16.792823298524404
0.004008806328898464	17.796069545813964
0.0042475715525368985	18.85944443115037
0.004500557675700498	19.986575131100192
0.004768611697714469	21.181310467626535
0.00505263106533568	22.447734793559363
0.0053535666774107244	23.79018278827194
0.005672426068491977	25.2132552278381
0.006010276782070382	26.721835798980404
0.006368249944718587	28.321109031598333
0.006747544053110693	30.01657943063008
0.007149428986597577	31.814091894499708
0.007575250258771912	33.71985351448486
0.008026433522257174	35.74045685706734
0.008504489341802677	37.882904839762176
0.009011018251665018	40.15463732013149
0.009547716114208056	42.563559527754094
0.010116379797662075	45.11807247992501
0.010718913192051281	47.82710553389679
0.011357333583431058	50.70015124164682
0.012033778407775898	53.7473026875784
0.012750512407130135	56.97929350536203
0.013509935211980273	60.407540787434264
0.014314589375234792	64.04419111964751
0.015167168884709233	67.90216999436969
0.01607052818261639	71.99523487815055
0.017027691722259004	76.33803223510218
0.018041864093920727	80.94615883460101
0.019116440753857027	85.83622770204977
0.020255019392306676	91.02593910449649
0.021461411978584047	96.53415699918217
0.022739657523579287	102.38099141288563
0.024094035602395255	108.58788726358681
0.025529080682395178	115.17772018384608
0.027049597304631356	122.17489995778242
0.028660676169482518	129.60548224105273
0.03036771118035459	137.4972892962392
0.03217641750250737	145.88004054502093
0.034092850697468126	154.78549381395828
0.036123426997094324	164.24759823318624
0.038274944785163134	174.30265983737695
0.040554607358408296	184.98952101657366
0.04297004704320842	196.34975507153652
0.0455293507486695	208.42787724470247
0.04824108704165371	221.27157372437176
0.051114334834401684	234.93195025692137
0.05415871378079473	249.46380215031374
0.057384416483023955	264.92590761248425
0.06080224261649424	281.3813465408605
0.06442363508721373	298.89784706471073
0.06826071834272389	317.54816234054726
0.07232633896483537	337.41048031255787
0.07663410868007459	358.5688693749692
0.08119844993184012	381.11376311102873
0.08603464416684505	405.1424875333224
0.09115888299750823	430.7598345113968
0.09658832241158703	458.07868534366014
0.10234114021054538	487.2206887092613
0.1084365968689611	518.3169975194223
0.11489510001873098	551.5090694731008
0.1217382727739662	586.9495364046123
0.12898902612533095	624.8031477857357
0.13667163564620075	665.2477940055885
0.14481182276745344	708.4756152908203
0.15343684089300133	754.6942023378932
0.1625755666443795	804.127894898693
0.17225859653987874	857.019184679674
0.18251834943190443	913.6302289714014
0.19338917504552322	974.2444814073411
0.20490746898158482	1039.1684461453292
0.21711179456945054	1108.7335615599613
0.23004301197729193	1183.298219217929
0.24374441501222216	1263.2499234719314
0.2582618760682677	1349.0075964466632
0.27364399970746717	1441.024032501813
0.2899422853882878	1539.7885054484282
0.3072112998861759	1645.8295308816023
0.325508859983506	1759.7177850006897
0.34489622604057596	1882.069180257797
0.36543830709572583	2013.5480971610853
0.38720387818125573	2154.8707706327727
0.41026581058271944	2306.808828571036
0.43470131581250265	2470.1929797945545
0.46059220411451085	2645.916848475821
0.48802515836544336	2834.9409526203017
0.517092024289676	3038.29682524974
0.5478901179593945	3257.0912788162445
0.5805225516094902	3492.5108161044523
0.6150985788580504	3745.8261945305703
0.6517339604882427	4018.397155326721
0.6905513520162331	4311.677334549179
0.73168071434272	4627.219379036493
0.7752597488629465	4966.6802971552415
0.821434358491943	5331.827081117198
0.8703591361485166	5724.542644478777
0.9221978823334331	6146.832124748054
0.9771241535346502	6600.829606425238
1.0353218432956626	7088.805323920282
1.096985797892384	7613.173406331004
1.162322468679853	8176.500226844185
1.231550603292826	8781.51341850045
1.3049019780144029	9431.111615358363
1.3826221737646565	10128.374973976548
1.4649713983072863	10876.576525010674
1.552225357427048	11679.19439909642
1.6446761779946644	12539.924965608721
1.7426333860096508	13462.696917891975
1.8464249428955444	14451.686334626696
1.9563983435170649	15511.332744515485
2.072921779595372	16646.35622068656
2.1963853724165467	17861.775532238094
2.3272024789604098	19162.927383160106
2.4658110758226037	20555.486773336208
2.612675225563329	22045.488522223877
2.768286630392067	23639.35000286438
2.933166278390045	25343.89514178901
3.107866187782014	27166.37974887949
3.2929712550971515	29114.51825005596
3.489101213406774	31196.511904594892
3.6969127071950285	33421.07859777029
3.9171014908092605	35797.48430826251
4.150404757850477	38335.57635834525
4.397603609302721	41045.818563236135
4.659525668664682	43939.32840421625
4.937047852839004	47027.916358245326
5.2310993080562636	50324.12752490367
5.5426645206631076	53841.285699659675
5.872786613189483	57593.54005080642
6.222570836730231	61595.914565996136
6.593188271333548	65864.36044324668
6.985879746785249	70415.81161066939
7.401959996915645	75268.24356905528
7.842822061337682	80440.73576193399
8.309941949353396	85953.5376888511
8.804883581643464	91828.13898945873
9.329304026284687	98087.34373864294
9.884959046625585	104755.34920636866
10.473708979594509	111857.82935027541
11.097524964120721	119422.02332433061
11.758495540521581	127476.82930314934
12.458833642950081	136052.90393888962
13.200884008314194	145182.7677860862
13.987131026472387	154900.91704935572
14.8202070579886	165243.94202973813
15.702901247293775	176250.6526675185
16.638168860761308	187962.21160285096
17.62914118095948	200422.27520036566
18.679135990207847	213677.14301035722
19.791668678535572	227775.91616710398
20.97046401323235	242770.6652545628
22.21946860939524	258716.60820106612
23.542864143224204	275672.2987980182
24.945081352303166	293699.82647280884
26.430814869741084	312865.0279836019
28.00503894183631	333237.71174320823
29.673024081888727	354891.8955212448
31.440354715915	377906.05831816624
33.31294787934677	402363.40725186083
35.2970730273065	428352.16034730437
37.39937302478802	455965.84617261036
39.626886387014785	485303.62132068066
41.987070844439145	516470.60679496586
44.487828311275855	549578.2444204878
47.13753134116729	584744.6744678566
49.9450511585514	622095.1357482907
52.919787359584475	661762.3895123153
56.07169938205458	703887.1685637227
59.411339849650396	748618.6530841303
62.94988990221888	796114.9747520082
66.69919663030129	846543.7508340428
70.67181273927491	900082.6500260216
74.8810385759003	956919.9919258854
79.34096665797492	1017255.3821330399
84.06652885618334	1081300.3850863199
89.0735463861044	1149279.236877982
94.37878277775391	1221429.600413887
100.0	1298003.365430199
