m1	m2	Mt	Mc	q	z	chieff	chip
11.60883215734048	7.297671780553357	23.21766431468096	7.970057770888927	0.6286310010898818	0.06818843266491258	0.04501664389221112	0.4871084351191813
10.99467061395053	7.6132265701046355	21.98934122790106	7.938000593049819	0.6924469897665358	0.06901971892678604	0.032951455241232254	0.45320666825279227
10.713534688288366	7.622462995670167	21.427069376576732	7.844331774724672	0.7114797513095988	0.08801035826772242	0.048186833884010224	0.6629972076587771
16.12996444230143	5.3745819668199815	32.25992888460286	7.875548367886686	0.33320482422918063	0.08492758581111162	0.24968040264163285	0.266525003242153
11.774688440637963	6.879062016102032	23.549376881275926	7.779182442948211	0.5842245466436579	0.09270126939151858	0.08256363409968726	0.13992882034425227
13.636462205728417	6.113603927046775	27.272924411456835	7.82502433152631	0.44832771394904514	0.08477872201225715	0.08877427378080714	0.8407505330043525
9.577676480030382	8.861059348009324	19.155352960060764	8.018649979930084	0.9251783944137999	0.05793658964054349	-0.022381999486081633	0.20542610411103548
9.559409767405013	8.410967880114216	19.118819534810026	7.802877535811238	0.87986267821611	0.086128070661104	-0.02906932483073828	0.7649540444663198
9.993317276459678	8.40522825297905	19.986634552919355	7.972578685701019	0.8410848990833565	0.06283223908167149	-0.013004945566390258	0.5464754726305995
10.025309065574488	8.840802862766894	20.050618131148976	8.192514235215915	0.8818484103522531	0.03746742070060374	0.027369649644942297	0.5073467450819957
10.051099565818875	8.103904418665563	20.10219913163775	7.847755454041571	0.8062704349506986	0.07880780437655226	-0.051681742850290945	0.9188612195048028
15.72697359358891	5.612523374694559	31.45394718717782	7.973429464245137	0.3568724358374011	0.06744776511891198	0.2066456284169007	0.1669171856075383
10.721525130932747	7.487778691030882	21.443050261865494	7.775119492657487	0.6983874588352956	0.08631262780953791	-0.0047141975056696	0.20046785390093552
11.064094744054339	7.751439422838205	22.128189488108678	8.036660744198473	0.7005940930688161	0.057779160139260134	0.05369712452055007	0.07835620054337822
13.993797158304504	6.15494754981604	27.98759431660901	7.947789564440014	0.4398339835991861	0.06579437529884484	0.09529350510962294	0.44856515214065834
13.47510342283882	6.542072642146561	26.95020684567764	8.069895663966863	0.4854933158478373	0.04931802180334385	0.06897605706476646	0.40056796062894556
14.0314520444856	6.181955220724034	28.0629040889712	7.976441372741036	0.44057843772153	0.06701582336993783	0.1375619772374973	0.2113238187535477
9.924258734421151	8.342261732858557	19.848517468842303	7.915128468949695	0.8405929305253177	0.07393940895347237	0.02132097725512817	0.34545709113511036
12.029428838241461	6.927748416357752	24.058857676482923	7.8876482482420425	0.575900028963511	0.07547048860865707	0.08089728738123005	0.0939722053778618
14.603679255814383	5.991400849521548	29.207358511628765	7.9880670285602875	0.4102665324655156	0.07052342049809598	0.16917993556084518	0.39235693991564513
9.833381887882693	8.486862707796188	19.666763775765386	7.948474693575456	0.8630665222362848	0.06585733281038543	0.005292339399620328	0.18094403465449566
9.238677526379785	8.907951253694595	18.47735505275957	7.897204660270338	0.9642019897608888	0.06777210571900923	-0.038402882688361076	0.7875522547055178
9.730229635256265	8.632078362468045	19.46045927051253	7.975494592239771	0.8871402511602391	0.062056721063470696	0.011032772096935473	0.32432924192069873
9.058972036605052	8.845034415983351	18.117944073210104	7.792503796818151	0.9763838965660527	0.0915731063408598	0.025777377079940406	0.2049351809569362
12.853239747581487	6.293116263052074	25.706479495162974	7.732319524481683	0.48961323266658974	0.09319685704822497	0.0812318007206954	0.07213465029773487
9.377647877053985	8.564898662397301	18.75529575410797	7.800328159641247	0.9133312291832383	0.09104891753613195	0.03169755367475265	0.49204571018485077
12.211969432024004	6.8532875666820745	24.423938864048008	7.898820880622027	0.561194294239747	0.07230992191112685	0.0729213262803618	0.3065453529174839
10.805379631669306	7.866550075063219	21.61075926333861	8.0060217212288	0.7280216284125066	0.06032059249984194	0.013179758160995168	0.4772025524343586
10.863899687188475	7.591526320884552	21.72779937437695	7.8806872843020965	0.6987846481901014	0.07425331925425512	0.01711592427679979	0.41229508433697565
11.26680894030289	7.327699904429331	22.53361788060578	7.8737971247170275	0.6503793525970928	0.07792576947737741	0.03354717558357133	0.436038370446764
11.880502134401336	7.487145530205173	23.761004268802672	8.167239057062945	0.6302044682543592	0.04511326733884044	0.08131390040160233	0.2955804214619388
10.612945097972025	7.799605429689781	21.22589019594405	7.901732803955898	0.7349143294051497	0.07096662172071197	-0.001692476882998052	0.26621324146022957
11.574915528719963	7.193566813803604	23.149831057439926	7.899351441395239	0.6214789901450901	0.07300490247122507	0.029021543702354078	0.42989093119868016
10.067524706727259	8.13590541597733	20.135049413454517	7.869851017137247	0.8081336428745793	0.07990199698716002	0.03597263945532761	0.024579415463170457
11.976940730644953	6.743970717204596	23.953881461289907	7.760532963754208	0.5630795767360732	0.09332366457439692	0.057110362035305264	0.3105702749034686
14.007034802342512	6.125190130636403	28.014069604685023	7.930509948610995	0.4372938467756243	0.07167572018961793	0.12377480397286161	0.36009913631282664
11.353443733611192	7.403995665578654	22.706887467222383	7.945505823307611	0.6521365533930086	0.07007300484598501	0.05116372249978103	0.36562477746375655
12.292411654576217	6.920683331142038	24.584823309152434	7.964383759425372	0.5630045206438891	0.06280653960586109	0.044556639298898595	0.5084662909832399
13.804144996760433	6.496714238168799	27.608289993520867	8.130534222721614	0.4706350331508002	0.04294356731728758	0.10947442082824732	0.0516778670010966
15.10304785245724	5.628826871743165	30.20609570491448	7.8408253179627385	0.37269476510513505	0.0873574836094172	0.19357094488684976	0.15845312287480456
19.90578404508892	4.742307582308094	39.81156809017784	8.065378330508308	0.23823766858749265	0.0582523734562387	0.35294117628436583	0.2006051749497487
10.366282837743105	8.264841683560663	20.73256567548621	8.047606673880406	0.7972811289181496	0.05244801704093294	0.0038853281090583574	0.3874684257594472
13.659245263216494	6.0099241357836855	27.31849052643299	7.759258340511955	0.4399894737938443	0.08663110938066229	0.036145458349715144	0.8147451530146806
13.381441546720344	6.419812601159649	26.76288309344069	7.962998093413196	0.4797549336329224	0.06507527967272557	0.13270256647695405	0.47204710390061005
9.789150252546706	8.922538233810698	19.578300505093413	8.134248792770432	0.9114721915203463	0.04981342054354006	0.0684866769238645	0.397961884588578
10.084687325566978	8.287459623277517	20.169374651133957	7.950937429038208	0.8217864724736601	0.07161344318218521	0.03829633594201841	0.4474864484150045
11.242029474206833	7.150206893789475	22.484058948413665	7.765529768889186	0.6360245639094403	0.09285875211043074	0.04913479743107692	0.445266826854386
9.41454201694524	8.766033346546093	18.82908403389048	7.907512101095538	0.9311162806186539	0.07569803980736098	0.03439973503978958	0.19783872971254932
