f	3ETcryo10	3ETcryo15	3ETamb10	3ETamb15	3ET2CEcryo10	3ET2CEamb10	3ET2CEcryo15	3ET2CEamb15	2ETcryo15al	2ETcryo15misal	2ETamb15al	2ETamb15misal	2ETcryo20al	2ETcryo20misal	2ETamb20al	2ETamb20misal	2ET2CEcryo15al	2ET2CEcryo15misal	2ET2CEamb15al	2ET2CEamb15misal	2ET2CEcryo20al	2ET2CEcryo20misal	2ET2CEamb20al	2ET2CEamb20misal
817	1.8031021773511643e-09	1.233413712484769e-09	1.803102862954459e-09	1.2334143408950732e-09	0.0	0.0	0.0	0.0	1.2839228452119605e-07	1.2839228452119605e-07	1.283922871308704e-07	1.283922871308704e-07	9.682840013704107e-08	9.682840013704107e-08	9.68284017219333e-08	9.68284017219333e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818	1.8119463161448618e-09	1.2394635538083983e-09	1.811947005111011e-09	1.2394641853010279e-09	0.0	0.0	0.0	0.0	1.2933807989594435e-07	1.2933807989594435e-07	1.293380825248427e-07	1.293380825248427e-07	9.754168172818506e-08	9.754168172818506e-08	9.754168332475232e-08	9.754168332475232e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819	1.8208229502028307e-09	1.2455356235476142e-09	1.8208236425441909e-09	1.2455362581338945e-09	0.0	0.0	0.0	0.0	1.3028967411843354e-07	1.3028967411843354e-07	1.302896767666738e-07	1.302896767666738e-07	9.825933658172159e-08	9.825933658172159e-08	9.825933819003546e-08	9.825933819003546e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820	1.829732159024137e-09	1.2516299760838262e-09	1.8297328547530937e-09	1.25163061377511e-09	0.0	0.0	0.0	0.0	1.312470955969062e-07	1.312470955969062e-07	1.312470982646068e-07	1.312470982646068e-07	9.898138612202745e-08	9.898138612202745e-08	9.898138774215986e-08	9.898138774215986e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821	1.838674022204977e-09	1.2577466658648863e-09	1.8386747213339468e-09	1.2577473066725542e-09	0.0	0.0	0.0	0.0	1.3221037284385543e-07	1.3221037284385543e-07	1.3221037553113543e-07	1.3221037553113543e-07	9.970785185210105e-08	9.970785185210105e-08	9.970785348412429e-08	9.970785348412429e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
822	1.847648619438676e-09	1.2638857474050868e-09	1.8476493219801054e-09	1.2638863913405472e-09	0.0	0.0	0.0	0.0	1.3317953447627944e-07	1.3317953447627944e-07	1.331795371832584e-07	1.331795371832584e-07	1.0043875535375443e-07	1.0043875535375443e-07	1.0043875699774114e-07	1.0043875699774114e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
823	1.8566560305156826e-09	1.2700472752851585e-09	1.8566567364820485e-09	1.2700479223598475e-09	0.0	0.0	0.0	0.0	1.3415460921593595e-07	1.3415460921593595e-07	1.3415461194273406e-07	1.3415461194273406e-07	1.0117411828780515e-07	1.0117411828780515e-07	1.0117411994382832e-07	1.0117411994382832e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
824	1.8656963353235775e-09	1.2762313041522747e-09	1.8656970447273876e-09	1.2762319543776564e-09	0.0	0.0	0.0	0.0	1.3513562588959867e-07	1.3513562588959867e-07	1.3513562863633673e-07	1.3513562863633673e-07	1.0191396239426969e-07	1.0191396239426969e-07	1.0191396406240265e-07	1.0191396406240265e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
825	1.8747696138470663e-09	1.282437888720047e-09	1.874770326700858e-09	1.2824385421076133e-09	0.0	0.0	0.0	0.0	1.3612261342931185e-07	1.3612261342931185e-07	1.361226161961112e-07	1.361226161961112e-07	1.0265830949255535e-07	1.0265830949255535e-07	1.0265831117287184e-07	1.0265831117287184e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
826	1.883875946167984e-09	1.288667083768529e-09	1.8838766624843256e-09	1.2886677403297995e-09	0.0	0.0	0.0	0.0	1.3711560087264706e-07	1.3711560087264706e-07	1.3711560365962967e-07	1.3711560365962967e-07	1.0340718148165409e-07	1.0340718148165409e-07	1.0340718317422815e-07	1.0340718317422815e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
827	1.8930154124652945e-09	1.2949189441442151e-09	1.893016132256785e-09	1.2949196038907375e-09	0.0	0.0	0.0	0.0	1.3811461736295937e-07	1.3811461736295937e-07	1.3811462017024776e-07	1.3811462017024776e-07	1.0416060034033553e-07	1.0416060034033553e-07	1.0416060204524158e-07	1.0416060204524158e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
828	1.9021880930150845e-09	1.301193524760037e-09	1.902188816294353e-09	1.301194187703387e-09	0.0	0.0	0.0	0.0	1.3911969214964315e-07	1.3911969214964315e-07	1.391196949773605e-07	1.391196949773605e-07	1.0491858812734001e-07	1.0491858812734001e-07	1.0491858984465284e-07	1.0491858984465284e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
829	1.9113940681905756e-09	1.3074908805953703e-09	1.9113947949702814e-09	1.3074915467471518e-09	0.0	0.0	0.0	0.0	1.4013085458839035e-07	1.4013085458839035e-07	1.4013085743666037e-07	1.4013085743666037e-07	1.0568116698157324e-07	1.0568116698157324e-07	1.05681168711368e-07	1.05681168711368e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
830	1.9206334184621093e-09	1.3138110666960277e-09	1.9206341487549438e-09	1.3138117360678724e-09	0.0	0.0	0.0	0.0	1.4114813414144632e-07	1.4114813414144632e-07	1.4114813701039334e-07	1.4114813701039334e-07	1.0644835912229934e-07	1.0644835912229934e-07	1.0644836086465155e-07	1.0644836086465155e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
831	1.929906224397161e-09	1.3201541381742648e-09	1.9299069582158447e-09	1.3201548107778324e-09	0.0	0.0	0.0	0.0	1.4217156037786836e-07	1.4217156037786836e-07	1.4217156326761732e-07	1.4217156326761732e-07	1.0722018684933586e-07	1.0722018684933586e-07	1.0722018860432138e-07	1.0722018860432138e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
832	1.9392125666603336e-09	1.3265201502087772e-09	1.9392133040176177e-09	1.3265208260557558e-09	0.0	0.0	0.0	0.0	1.4320116297378335e-07	1.4320116297378335e-07	1.4320116588445982e-07	1.4320116588445982e-07	1.0799667254324789e-07	1.0799667254324789e-07	1.0799667431094297e-07	1.0799667431094297e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
833	1.948552526013352e-09	1.3329091580446984e-09	1.9485532669220193e-09	1.332909837146804e-09	0.0	0.0	0.0	0.0	1.4423697171264519e-07	1.4423697171264519e-07	1.4423697464437527e-07	1.4423697464437527e-07	1.0877783866554242e-07	1.0877783866554242e-07	1.0877784044602367e-07	1.0877784044602367e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
834	1.957926183315076e-09	1.3393212169936062e-09	1.9579269277879402e-09	1.3393218993625834e-09	0.0	0.0	0.0	0.0	1.4527901648549448e-07	1.4527901648549448e-07	1.4527901943840493e-07	1.4527901943840493e-07	1.0956370775886403e-07	1.0956370775886403e-07	1.0956370955220843e-07	1.0956370955220843e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
835	1.9673336195214877e-09	1.3457563824335146e-09	1.9673343675713922e-09	1.3457570680811355e-09	0.0	0.0	0.0	0.0	1.46327327291216e-07	1.46327327291216e-07	1.463273302654342e-07	1.463273302654342e-07	1.1035430244718917e-07	1.1035430244718917e-07	1.1035430425347405e-07	1.1035430425347405e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
836	1.9767749156856997e-09	1.3522147098088807e-09	1.9767756673255193e-09	1.3522153987469462e-09	0.0	0.0	0.0	0.0	1.4738193423679893e-07	1.4738193423679893e-07	1.4738193723245284e-07	1.4738193723245284e-07	1.1114964543602233e-07	1.1114964543602233e-07	1.1114964725532543e-07	1.1114964725532543e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837	1.986250152957954e-09	1.358696254630602e-09	1.9862509082005943e-09	1.3586969468709411e-09	0.0	0.0	0.0	0.0	1.484428675375957e-07	1.484428675375957e-07	1.4844287055481395e-07	1.4844287055481395e-07	1.1194975951259135e-07	1.1194975951259135e-07	1.1194976134499076e-07	1.1194976134499076e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
838	1.9957594125856146e-09	1.3652010724760138e-09	1.9957601714440124e-09	1.3652017680304838e-09	0.0	0.0	0.0	0.0	1.4951015751758142e-07	1.4951015751758142e-07	1.4951016055649317e-07	1.4951016055649317e-07	1.1275466754604293e-07	1.1275466754604293e-07	1.1275466939161712e-07	1.1275466939161712e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
839	2.0053027759131803e-09	1.371729218988895e-09	2.0053035384003023e-09	1.3717299178693817e-09	0.0	0.0	0.0	0.0	1.505838346096147e-07	1.505838346096147e-07	1.5058383767034977e-07	1.5058383767034977e-07	1.1356439248763948e-07	1.1356439248763948e-07	1.1356439434646728e-07	1.1356439434646728e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
840	2.014880324382271e-09	1.3782807498794617e-09	2.0148810905111162e-09	1.378281452097879e-09	0.0	0.0	0.0	0.0	1.51663929355697e-07	1.51663929355697e-07	1.5166393243838584e-07	1.5166393243838584e-07	1.1437895737095461e-07	1.1437895737095461e-07	1.1437895924311526e-07	1.1437895924311526e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
841	2.024492139531639e-09	1.3848557209243723e-09	2.0244929093152366e-09	1.384856426492663e-09	0.0	0.0	0.0	0.0	1.5275047240723415e-07	1.5275047240723415e-07	1.5275047551200785e-07	1.5275047551200785e-07	1.1519838531207043e-07	1.1519838531207043e-07	1.1519838719764353e-07	1.1519838719764353e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
842	2.0341383029971645e-09	1.3914541879667264e-09	2.034139076448575e-09	1.3914548968968612e-09	0.0	0.0	0.0	0.0	1.5384349452529707e-07	1.5384349452529707e-07	1.5384349765228727e-07	1.5384349765228727e-07	1.1602269950977411e-07	1.1602269950977411e-07	1.1602270140883961e-07	1.1602270140883961e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
843	2.0438188965118506e-09	1.3980762069160606e-09	2.0438196736441658e-09	1.3980769192200391e-09	0.0	0.0	0.0	0.0	1.5494302658088228e-07	1.5494302658088228e-07	1.5494302973022137e-07	1.5494302973022137e-07	1.1685192324575439e-07	1.1685192324575439e-07	1.1685192515839267e-07	1.1685192515839267e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
844	2.053534001905835e-09	1.4047218337483559e-09	2.053534782732177e-09	1.4047225494382057e-09	0.0	0.0	0.0	0.0	1.5604909955517484e-07	1.5604909955517484e-07	1.5604910272699572e-07	1.5604910272699572e-07	1.1768607988479982e-07	1.1768607988479982e-07	1.1768608181109162e-07	1.1768608181109162e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
845	2.063283701106376e-09	1.4113911245060294e-09	2.063284485639899e-09	1.4113918435938073e-09	0.0	0.0	0.0	0.0	1.571617445398088e-07	1.571617445398088e-07	1.5716174773424505e-07	1.5716174773424505e-07	1.185251928749953e-07	1.185251928749953e-07	1.1852519481502173e-07	1.1852519481502173e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
846	2.073068076137865e-09	1.4180841352979418e-09	2.073068864391754e-09	1.4180848577957329e-09	0.0	0.0	0.0	0.0	1.582809927371305e-07	1.582809927371305e-07	1.5828099595431636e-07	1.5828099595431636e-07	1.1936928574792053e-07	1.1936928574792053e-07	1.1936928770176311e-07	1.1936928770176311e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
847	2.0828872091218206e-09	1.4248009222993938e-09	2.082888001109291e-09	1.4248016482193117e-09	0.0	0.0	0.0	0.0	1.594068754604608e-07	1.594068754604608e-07	1.5940687870053113e-07	1.5940687870053113e-07	1.2021838211884778e-07	1.2021838211884778e-07	1.2021838408658843e-07	1.2021838408658843e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
848	2.092741182276885e-09	1.431541541752124e-09	2.0927419780111853e-09	1.4315422711063112e-09	0.0	0.0	0.0	0.0	1.6053942413435717e-07	1.6053942413435717e-07	1.6053942739744744e-07	1.6053942739744744e-07	1.2107250568693966e-07	1.2107250568693966e-07	1.2107250766866067e-07	1.2107250766866067e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
849	2.1026300779188344e-09	1.438306049964315e-09	2.1026308774132433e-09	1.4383067827649423e-09	0.0	0.0	0.0	0.0	1.6167867029487803e-07	1.6167867029487803e-07	1.6167867358112438e-07	1.6167867358112438e-07	1.2193168023544839e-07	1.2193168023544839e-07	1.219316822312324e-07	1.219316822312324e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
850	2.1125539784605665e-09	1.4450945033105855e-09	2.1125547817283934e-09	1.4450952395698528e-09	0.0	0.0	0.0	0.0	1.6282464558984493e-07	1.6282464558984493e-07	1.6282464889938413e-07	1.6282464889938413e-07	1.227959296319135e-07	1.227959296319135e-07	1.2279593164184355e-07	1.2279593164184355e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
851	2.1225129664121104e-09	1.451906958231998e-09	2.1225137734666974e-09	1.4519076979621337e-09	0.0	0.0	0.0	0.0	1.6397738177910746e-07	1.6397738177910746e-07	1.6397738511207692e-07	1.6397738511207692e-07	1.2366527782836163e-07	1.2366527782836163e-07	1.2366527985252127e-07	1.2366527985252127e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852	2.1325071243806246e-09	1.4587434712360546e-09	2.132507935235344e-09	1.4587442144493164e-09	0.0	0.0	0.0	0.0	1.6513691073480672e-07	1.6513691073480672e-07	1.6513691409134452e-07	1.6513691409134452e-07	1.2453974886150537e-07	1.2453974886150537e-07	1.2453975089997838e-07	1.2453975089997838e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
853	2.14253653507039e-09	1.465604098896696e-09	2.142537349738647e-09	1.4656048456053696e-09	0.0	0.0	0.0	0.0	1.6630326444163928e-07	1.6630326444163928e-07	1.6630326782188413e-07	1.6630326782188413e-07	1.2541936685294206e-07	1.2541936685294206e-07	1.254193689058127e-07	1.254193689058127e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
854	2.1526012812828208e-09	1.4724888978543055e-09	2.1526020997780505e-09	1.4724896480707063e-09	0.0	0.0	0.0	0.0	1.6747647499712299e-07	1.6747647499712299e-07	1.6747647840121428e-07	1.6747647840121428e-07	1.263041560093545e-07	1.263041560093545e-07	1.2630415807670742e-07	1.2630415807670742e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
855	2.1627014459164534e-09	1.4793979248157046e-09	2.1627022682521235e-09	1.4793986785521763e-09	0.0	0.0	0.0	0.0	1.6865657461186062e-07	1.6865657461186062e-07	1.6865657803993837e-07	1.6865657803993837e-07	1.271941406227097e-07	1.271941406227097e-07	1.271941427046299e-07	1.271941427046299e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
856	2.172837111966957e-09	1.4863312365541566e-09	2.172837938156566e-09	1.486331993823072e-09	0.0	0.0	0.0	0.0	1.698435956098064e-07	1.698435956098064e-07	1.6984359906201128e-07	1.6984359906201128e-07	1.2808934507045973e-07	1.2808934507045973e-07	1.2808934716703272e-07	1.2808934716703272e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
857	2.1830083625271274e-09	1.4932888899093662e-09	2.1830091925842063e-09	1.493289650723127e-09	0.0	0.0	0.0	0.0	1.7103757042853104e-07	1.7103757042853104e-07	1.710375739050044e-07	1.710375739050044e-07	1.289897938157419e-07	1.289897938157419e-07	1.2898979592705346e-07	1.2898979592705346e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
858	2.193215280786885e-09	1.5002709417874745e-09	2.1932161147249953e-09	1.5002717061585116e-09	0.0	0.0	0.0	0.0	1.7223853161948726e-07	1.7223853161948726e-07	1.722385351203711e-07	1.722385351203711e-07	1.2989551140757872e-07	1.2989551140757872e-07	1.298955135337151e-07	1.298955135337151e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
859	2.2034579500332824e-09	1.5072774491610674e-09	2.2034587878660183e-09	1.507278217101841e-09	0.0	0.0	0.0	0.0	1.7344651184827706e-07	1.7344651184827706e-07	1.7344651537371405e-07	1.7344651537371405e-07	1.3080652248107967e-07	1.3080652248107967e-07	1.3080652462212752e-07	1.3080652462212752e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
860	2.2137364536504956e-09	1.5143084690691678e-09	2.2137372953914826e-09	1.514309240592166e-09	0.0	0.0	0.0	0.0	1.7466154389491709e-07	1.7466154389491709e-07	1.7466154744505057e-07	1.7466154744505057e-07	1.3172285175764118e-07	1.3172285175764118e-07	1.3172285391368758e-07	1.3172285391368758e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861	2.224050875119832e-09	1.521364058617241e-09	2.224051720782727e-09	1.521364833734982e-09	0.0	0.0	0.0	0.0	1.7588366065410653e-07	1.7588366065410653e-07	1.758836642290805e-07	1.758836642290805e-07	1.326445240451488e-07	1.326445240451488e-07	1.326445262162812e-07	1.326445262162812e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
862	2.234401298019726e-09	1.5284442749771922e-09	2.234402147618218e-09	1.5284450537022233e-09	0.0	0.0	0.0	0.0	1.7711289513549387e-07	1.7711289513549387e-07	1.77112898735453e-07	1.77112898735453e-07	1.3357156423817823e-07	1.3357156423817823e-07	1.3357156642448446e-07	1.3357156642448446e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
863	2.2447878060257367e-09	1.5355491753873655e-09	2.2447886595735473e-09	1.5355499577322628e-09	0.0	0.0	0.0	0.0	1.783492804639438e-07	1.783492804639438e-07	1.7834928408903344e-07	1.7834928408903344e-07	1.345039973181968e-07	1.345039973181968e-07	1.3450399951976514e-07	1.3450399951976514e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
864	2.2552104829105564e-09	1.5426788171525482e-09	2.2552113404214376e-09	1.5426796031299172e-09	0.0	0.0	0.0	0.0	1.7959284987980623e-07	1.7959284987980623e-07	1.795928535301724e-07	1.795928535301724e-07	1.3544184835376612e-07	1.3544184835376612e-07	1.3544185057068523e-07	1.3544185057068523e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
865	2.2656694125439987e-09	1.5498332576439639e-09	2.2656702740317356e-09	1.5498340472664392e-09	0.0	0.0	0.0	0.0	1.8084363673918305e-07	1.8084363673918305e-07	1.8084364041497242e-07	1.8084364041497242e-07	1.3638514250074343e-07	1.3638514250074343e-07	1.3638514473310244e-07	1.3638514473310244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
866	2.27616467889301e-09	1.55701255429928e-09	2.2761655443714187e-09	1.5570133475795256e-09	0.0	0.0	0.0	0.0	1.8210167451419763e-07	1.8210167451419763e-07	1.8210167821555762e-07	1.8210167821555762e-07	1.3733390500248485e-07	1.3733390500248485e-07	1.3733390725037326e-07	1.3733390725037326e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
867	2.2866963660216646e-09	1.5642167646226046e-09	2.286697235504594e-09	1.5642175615733135e-09	0.0	0.0	0.0	0.0	1.8336699679326318e-07	1.8336699679326318e-07	1.8336700052034185e-07	1.8336700052034185e-07	1.3828816119004762e-07	1.3828816119004762e-07	1.3828816345355534e-07	1.3828816345355534e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
868	2.2972645580911596e-09	1.5714459461844817e-09	2.2972654315924893e-09	1.5714467468183767e-09	0.0	0.0	0.0	0.0	1.8463963728135118e-07	1.8463963728135118e-07	1.8463964103429725e-07	1.8463964103429725e-07	1.3924793648239268e-07	1.3924793648239268e-07	1.3924793876161006e-07	1.3924793876161006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
869	2.3078693393598257e-09	1.5787001566219011e-09	2.307870216893469e-09	1.578700960951734e-09	0.0	0.0	0.0	0.0	1.8591962980026192e-07	1.8591962980026192e-07	1.8591963357922488e-07	1.8591963357922488e-07	1.402132563865887e-07	1.402132563865887e-07	1.402132586816065e-07	1.402132586816065e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870	2.3185107941831157e-09	1.585979453638288e-09	2.318511675763017e-09	1.5859802616768403e-09	0.0	0.0	0.0	0.0	1.872070082888928e-07	1.872070082888928e-07	1.8720701209402273e-07	1.8720701209402273e-07	1.411841464980143e-07	1.411841464980143e-07	1.4118414880892367e-07	1.4118414880892367e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
871	2.3291890070136148e-09	1.5932838950035116e-09	2.3291898926537505e-09	1.593284706763594e-09	0.0	0.0	0.0	0.0	1.8850180680350952e-07	1.8850180680350952e-07	1.8850181063495726e-07	1.8850181063495726e-07	1.4216063250056266e-07	1.4216063250056266e-07	1.421606348274552e-07	1.421606348274552e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872	2.3399040624010357e-09	1.6006135385538808e-09	2.339904952115415e-09	1.6006143540483334e-09	0.0	0.0	0.0	0.0	1.8980405951801584e-07	1.8980405951801584e-07	1.8980406337593288e-07	1.8980406337593288e-07	1.4314274016684496e-07	1.4314274016684496e-07	1.4314274250981268e-07	1.4314274250981268e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
873	2.3506560449922145e-09	1.6079684421921424e-09	2.3506569387948783e-09	1.607969261433835e-09	0.0	0.0	0.0	0.0	1.9111380072422356e-07	1.9111380072422356e-07	1.911138046087621e-07	1.911138046087621e-07	1.44130495358394e-07	1.44130495358394e-07	1.4413049771752935e-07	1.4413049771752935e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
874	2.3614450395311207e-09	1.6153486638874871e-09	2.3614459374361426e-09	1.6153494868893193e-09	0.0	0.0	0.0	0.0	1.9243106483212478e-07	1.9243106483212478e-07	1.9243106874343777e-07	1.9243106874343777e-07	1.4512392402586946e-07	1.4512392402586946e-07	1.4512392640126528e-07	1.4512392640126528e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
875	2.3722711308588463e-09	1.6227542616755422e-09	2.3722720328803313e-09	1.6227550884504425e-09	0.0	0.0	0.0	0.0	1.9375588637016157e-07	1.9375588637016157e-07	1.9375589030840258e-07	1.9375589030840258e-07	1.4612305220926134e-07	1.4612305220926134e-07	1.4612305460101096e-07	1.4612305460101096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876	2.383134403913615e-09	1.6301852936583784e-09	2.383135310065701e-09	1.6301861242193052e-09	0.0	0.0	0.0	0.0	1.950882999854988e-07	1.950882999854988e-07	1.950883039508222e-07	1.950883039508222e-07	1.471279060380957e-07	1.471279060380957e-07	1.4712790844629282e-07	1.4712790844629282e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
877	2.394034943730778e-09	1.6376418180045062e-09	2.394035854027635e-09	1.6376426523644476e-09	0.0	0.0	0.0	0.0	1.9642834044429552e-07	1.9642834044429552e-07	1.9642834443685628e-07	1.9642834443685628e-07	1.4813851173163932e-07	1.4813851173163932e-07	1.481385141563781e-07	1.481385141563781e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878	2.40497283544281e-09	1.645123892948874e-09	2.404973749898641e-09	1.6451247311208477e-09	0.0	0.0	0.0	0.0	1.9777604263197634e-07	1.9777604263197634e-07	1.977760466519302e-07	1.977760466519302e-07	1.4915489559910434e-07	1.4915489559910434e-07	1.4915489804047935e-07	1.4915489804047935e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
879	2.4159481642793207e-09	1.6526315767928743e-09	2.41594908290836e-09	1.652632418789928e-09	0.0	0.0	0.0	0.0	1.9913144155350535e-07	1.9913144155350535e-07	1.9913144560100877e-07	1.9913144560100877e-07	1.501770840398549e-07	1.501770840398549e-07	1.5017708649796114e-07	1.5017708649796114e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880	2.426961015567039e-09	1.660164927904336e-09	2.4269619383835543e-09	1.6601657737395465e-09	0.0	0.0	0.0	0.0	2.0049457233365732e-07	2.0049457233365732e-07	2.0049457640886746e-07	2.0049457640886746e-07	1.5120510354361165e-07	1.5120510354361165e-07	1.5120510601854457e-07	1.5120510601854457e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881	2.438011474729828e-09	1.6677240047175311e-09	2.438012401748119e-09	1.6677248544040057e-09	0.0	0.0	0.0	0.0	2.0186547021729214e-07	2.0186547021729214e-07	2.0186547432036685e-07	2.0186547432036685e-07	1.522389806906586e-07	1.522389806906586e-07	1.5223898318251406e-07	1.5223898318251406e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882	2.449099627288678e-09	1.6753088657331727e-09	2.449100558523078e-09	1.6753097192840478e-09	0.0	0.0	0.0	0.0	2.0324417056962754e-07	2.0324417056962754e-07	2.0324417470072544e-07	2.0324417470072544e-07	1.53278742152049e-07	1.53278742152049e-07	1.5327874466092335e-07	1.5327874466092335e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
883	2.460225558861703e-09	1.6829195695184098e-09	2.460226494326576e-09	1.6829204269468524e-09	0.0	0.0	0.0	0.0	2.0463070887651234e-07	2.0463070887651234e-07	2.0463071303579272e-07	2.0463071303579272e-07	1.5432441468981132e-07	1.5432441468981132e-07	1.5432441721580126e-07	1.5432441721580126e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
884	2.47138935516415e-09	1.6905561747068373e-09	2.4713902948738933e-09	1.6905570360260436e-09	0.0	0.0	0.0	0.0	2.060251207447017e-07	2.060251207447017e-07	2.060251249323246e-07	2.060251249323246e-07	1.553760251571567e-07	1.553760251571567e-07	1.5537602770035947e-07	1.5537602770035947e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
885	2.4825911020083876e-09	1.6982187399984854e-09	2.482592045977432e-09	1.6982196052216817e-09	0.0	0.0	0.0	0.0	2.0742744190212999e-07	2.0742744190212999e-07	2.0742744611825615e-07	2.0742744611825615e-07	1.56433600498685e-07	1.56433600498685e-07	1.564336030591982e-07	1.564336030591982e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
886	2.4938308853039177e-09	1.7059073241598276e-09	2.493831833546726e-09	1.7059081933002705e-09	0.0	0.0	0.0	0.0	2.088377081981866e-07	2.088377081981866e-07	2.0883771244297755e-07	2.0883771244297755e-07	1.5749716775059266e-07	1.5749716775059266e-07	1.5749717032851438e-07	1.5749717032851438e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
887	2.5051087910573697e-09	1.7136219860237789e-09	2.505109743588437e-09	1.7136228590947545e-09	0.0	0.0	0.0	0.0	2.1025595560399052e-07	2.1025595560399052e-07	2.1025595987760846e-07	2.1025595987760846e-07	1.585667540408797e-07	1.585667540408797e-07	1.5856675663630847e-07	1.5856675663630847e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888	2.5164249053724953e-09	1.7213627844896902e-09	2.5164258622063495e-09	1.7213636615045149e-09	0.0	0.0	0.0	0.0	2.1168222021266489e-07	2.1168222021266489e-07	2.116822245152728e-07	2.116822245152728e-07	1.596423865895569e-07	1.596423865895569e-07	1.5964238920259168e-07	1.5964238920259168e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
