f	3ETcryo10	3ETcryo15	3ETamb10	3ETamb15	3ET2CEcryo10	3ET2CEamb10	3ET2CEcryo15	3ET2CEamb15	2ETcryo15al	2ETcryo15misal	2ETamb15al	2ETamb15misal	2ETcryo20al	2ETcryo20misal	2ETamb20al	2ETamb20misal	2ET2CEcryo15al	2ET2CEcryo15misal	2ET2CEamb15al	2ET2CEamb15misal	2ET2CEcryo20al	2ET2CEcryo20misal	2ET2CEamb20al	2ET2CEamb20misal
1786	6.146532182883677e-08	4.675651474238153e-08	6.146532184309586e-08	4.675651476052721e-08	0.0	0.0	0.0	0.0	2.2230869485777664e-05	2.2230869485777664e-05	2.2230869486360727e-05	2.2230869486360727e-05	1.8812121705100064e-05	1.8812121705100064e-05	1.881212170510419e-05	1.881212170510419e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1787	6.163758999940219e-08	4.688755870370844e-08	6.163759001370123e-08	4.688755872190498e-08	0.0	0.0	0.0	0.0	2.2318147046621592e-05	2.2318147046621592e-05	2.2318147047206943e-05	2.2318147047206943e-05	1.8896551845647287e-05	1.8896551845647287e-05	1.889655184565143e-05	1.889655184565143e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1788	6.181024420490223e-08	4.701889632083306e-08	6.181024421924133e-08	4.701889633908056e-08	0.0	0.0	0.0	0.0	2.240571814155609e-05	2.240571814155609e-05	2.2405718142143737e-05	2.2405718142143737e-05	1.8981313362785153e-05	1.8981313362785153e-05	1.8981313362789313e-05	1.8981313362789313e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1789	6.198328509377154e-08	4.715052808701795e-08	6.198328510815078e-08	4.715052810531654e-08	0.0	0.0	0.0	0.0	2.2493583592804764e-05	2.2493583592804764e-05	2.2493583593394716e-05	2.2493583593394716e-05	1.9066407370695286e-05	1.9066407370695286e-05	1.9066407370699467e-05	1.9066407370699467e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1790	6.215671331517063e-08	4.728245449607788e-08	6.21567133295901e-08	4.728245451442767e-08	0.0	0.0	0.0	0.0	2.258174422443277e-05	2.258174422443277e-05	2.2581744225025037e-05	2.2581744225025037e-05	1.9151834986679473e-05	1.9151834986679473e-05	1.9151834986683674e-05	1.9151834986683674e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1791	6.233052951898609e-08	4.741467604237993e-08	6.233052953344588e-08	4.741467606078104e-08	0.0	0.0	0.0	0.0	2.267020086234984e-05	2.267020086234984e-05	2.2670200862944426e-05	2.2670200862944426e-05	1.923759733116654e-05	1.923759733116654e-05	1.9237597331170762e-05	1.9237597331170762e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1792	6.250473435583104e-08	4.754719322084387e-08	6.250473437033125e-08	4.754719323929641e-08	0.0	0.0	0.0	0.0	2.2758954334313358e-05	2.2758954334313358e-05	2.275895433491027e-05	2.275895433491027e-05	1.9323695527719377e-05	1.9323695527719377e-05	1.9323695527723612e-05	1.9323695527723612e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1793	6.267932847704562e-08	4.768000652694248e-08	6.267932849158633e-08	4.768000654544656e-08	0.0	0.0	0.0	0.0	2.2848005469931503e-05	2.2848005469931503e-05	2.2848005470530752e-05	2.2848005470530752e-05	1.9410130703041965e-05	1.9410130703041965e-05	1.941013070304622e-05	1.941013070304622e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1794	6.285431253469713e-08	4.78131164567017e-08	6.285431254927843e-08	4.781311647525744e-08	0.0	0.0	0.0	0.0	2.2937355100666263e-05	2.2937355100666263e-05	2.2937355101267856e-05	2.2937355101267856e-05	1.949690398698632e-05	1.949690398698632e-05	1.9496903986990594e-05	1.9496903986990594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1795	6.30296871815808e-08	4.7946523506701226e-08	6.302968719620279e-08	4.7946523525308733e-08	0.0	0.0	0.0	0.0	2.302700405983667e-05	2.302700405983667e-05	2.3027004060440615e-05	2.3027004060440615e-05	1.9584016512559638e-05	1.9584016512559638e-05	1.9584016512563934e-05	1.9584016512563934e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1796	6.320545307121996e-08	4.809040561404166e-08	6.320545308588273e-08	4.8090405614062844e-08	0.0	0.0	0.0	0.0	2.3116953182621822e-05	2.3116953182621822e-05	2.3116953183228125e-05	2.3116953183228125e-05	1.9671469415931285e-05	1.9671469415931285e-05	1.9671469415935598e-05	1.9671469415935598e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1797	6.33816108578665e-08	4.825128778437213e-08	6.338161087257014e-08	4.825128778439338e-08	0.0	0.0	0.0	0.0	2.3207203306064e-05	2.3207203306064e-05	2.320720330667267e-05	2.320720330667267e-05	1.9759263836439836e-05	1.9759263836439836e-05	1.975926383644417e-05	1.975926383644417e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1798	6.355816119650135e-08	4.84126182189933e-08	6.355816121124593e-08	4.8412618219014625e-08	0.0	0.0	0.0	0.0	2.3297755269071846e-05	2.3297755269071846e-05	2.3297755269682893e-05	2.3297755269682893e-05	1.9847400916600203e-05	1.9847400916600203e-05	1.9847400916604556e-05	1.9847400916604556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1799	6.373510474283465e-08	4.857439791654403e-08	6.373510475762028e-08	4.857439791656542e-08	0.0	0.0	0.0	0.0	2.3388609912423348e-05	2.3388609912423348e-05	2.3388609913036776e-05	2.3388609913036776e-05	1.993588180211059e-05	1.993588180211059e-05	1.993588180211496e-05	1.993588180211496e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1800	6.391244215330646e-08	4.873662787733091e-08	6.391244216813325e-08	4.873662787735237e-08	0.0	0.0	0.0	0.0	2.347976807876912e-05	2.347976807876912e-05	2.3479768079384942e-05	2.3479768079384942e-05	2.0024707641859742e-05	2.0024707641859742e-05	2.0024707641864133e-05	2.0024707641864133e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1801	6.409017408508702e-08	4.889930910333001e-08	6.409017409995503e-08	4.889930910335154e-08	0.0	0.0	0.0	0.0	2.357123061263545e-05	2.357123061263545e-05	2.3571230613253664e-05	2.3571230613253664e-05	2.011387958793396e-05	2.011387958793396e-05	2.0113879587938372e-05	2.0113879587938372e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1802	6.426830119607714e-08	4.906244259818874e-08	6.426830121098647e-08	4.9062442598210343e-08	0.0	0.0	0.0	0.0	2.3662998360427415e-05	2.3662998360427415e-05	2.366299836104804e-05	2.366299836104804e-05	2.020339879562423e-05	2.020339879562423e-05	2.0203398795628657e-05	2.0203398795628657e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1803	6.444682414490868e-08	4.9226029367227766e-08	6.444682415985942e-08	4.9226029367249444e-08	0.0	0.0	0.0	0.0	2.375507217043208e-05	2.375507217043208e-05	2.375507217105512e-05	2.375507217105512e-05	2.0293266423433367e-05	2.0293266423433367e-05	2.0293266423437816e-05	2.0293266423437816e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1804	6.462574359094476e-08	4.9390070417442695e-08	6.4625743605937e-08	4.939007041746444e-08	0.0	0.0	0.0	0.0	2.384745289282151e-05	2.384745289282151e-05	2.3847452893446972e-05	2.3847452893446972e-05	2.0383483633083086e-05	2.0383483633083086e-05	2.0383483633087555e-05	2.0383483633087555e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1805	6.480506019428045e-08	4.9554566757506194e-08	6.480506020931429e-08	4.955456675752801e-08	0.0	0.0	0.0	0.0	2.394014137965606e-05	2.394014137965606e-05	2.3940141380283953e-05	2.3940141380283953e-05	2.0474051589521264e-05	2.0474051589521264e-05	2.0474051589525753e-05	2.0474051589525753e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1806	6.498477461574301e-08	4.971951939776966e-08	6.498477463081855e-08	4.971951939779156e-08	0.0	0.0	0.0	0.0	2.4033138484887432e-05	2.4033138484887432e-05	2.4033138485517763e-05	2.4033138485517763e-05	2.0564971460929032e-05	2.0564971460929032e-05	2.0564971460933542e-05	2.0564971460933542e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1807	6.51648875168923e-08	4.9884929350265164e-08	6.516488753200963e-08	4.9884929350287134e-08	0.0	0.0	0.0	0.0	2.412644506436184e-05	2.412644506436184e-05	2.412644506499462e-05	2.412644506499462e-05	2.0656244418727967e-05	2.0656244418727967e-05	2.0656244418732497e-05	2.0656244418732497e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1808	6.534539956002132e-08	5.005079762870733e-08	6.534539957518053e-08	5.005079762872937e-08	0.0	0.0	0.0	0.0	2.4220061975823188e-05	2.4220061975823188e-05	2.422006197645842e-05	2.422006197645842e-05	2.074787163758729e-05	2.074787163758729e-05	2.074787163759184e-05	2.074787163759184e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1809	6.552631140815626e-08	5.0217125248495e-08	6.552631142335743e-08	5.0217125248517113e-08	0.0	0.0	0.0	0.0	2.4313990078916102e-05	2.4313990078916102e-05	2.43139900795538e-05	2.43139900795538e-05	2.0839854295430988e-05	2.0839854295430988e-05	2.083985429543556e-05	2.083985429543556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1810	6.570762372505739e-08	5.0383913226713416e-08	6.570762374030062e-08	5.0383913226735604e-08	0.0	0.0	0.0	0.0	2.4408230235189282e-05	2.4408230235189282e-05	2.4408230235829453e-05	2.4408230235829453e-05	2.0932193573445164e-05	2.0932193573445164e-05	2.0932193573449752e-05	2.0932193573449752e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1811	6.588933717521911e-08	5.0551162582135886e-08	6.588933719050449e-08	5.055116258215815e-08	0.0	0.0	0.0	0.0	2.4502783308098526e-05	2.4502783308098526e-05	2.4502783308741177e-05	2.4502783308741177e-05	2.1024890656085146e-05	2.1024890656085146e-05	2.1024890656089758e-05	2.1024890656089758e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1812	6.607145242387053e-08	5.0718874335225675e-08	6.607145243919816e-08	5.071887433524801e-08	0.0	0.0	0.0	0.0	2.4597650163009932e-05	2.4597650163009932e-05	2.459765016365507e-05	2.459765016365507e-05	2.1117946731082782e-05	2.1117946731082782e-05	2.1117946731087414e-05	2.1117946731087414e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1813	6.625397013697583e-08	5.088704950813794e-08	6.62539701523458e-08	5.0887049508160354e-08	0.0	0.0	0.0	0.0	2.469283166720309e-05	2.469283166720309e-05	2.469283166785072e-05	2.469283166785072e-05	2.1211362989453674e-05	2.1211362989453674e-05	2.1211362989458323e-05	2.1211362989458323e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1814	6.643689098123452e-08	5.105568912472142e-08	6.643689099664693e-08	5.1055689124743906e-08	0.0	0.0	0.0	0.0	2.4788328689874154e-05	2.4788328689874154e-05	2.4788328690524292e-05	2.4788328690524292e-05	2.1305140625504358e-05	2.1305140625504358e-05	2.130514062550903e-05	2.130514062550903e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1815	6.662021562408213e-08	5.122479421052058e-08	6.662021563953707e-08	5.122479421054314e-08	0.0	0.0	0.0	0.0	2.4884142102139162e-05	2.4884142102139162e-05	2.4884142102791815e-05	2.4884142102791815e-05	2.1399280836839725e-05	2.1399280836839725e-05	2.1399280836844417e-05	2.1399280836844417e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1816	6.680394473369044e-08	5.139436579277727e-08	6.6803944749188e-08	5.13943657927999e-08	0.0	0.0	0.0	0.0	2.4980272777037135e-05	2.4980272777037135e-05	2.4980272777692308e-05	2.4980272777692308e-05	2.1493784824370188e-05	2.1493784824370188e-05	2.14937848243749e-05	2.14937848243749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1817	6.698807897896787e-08	5.156440490043267e-08	6.698807899450814e-08	5.156440490045538e-08	0.0	0.0	0.0	0.0	2.5076721589533248e-05	2.5076721589533248e-05	2.5076721590190952e-05	2.5076721590190952e-05	2.158865379231902e-05	2.158865379231902e-05	2.1588653792323754e-05	2.1588653792323754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1818	6.717261902956e-08	5.173491256412922e-08	6.71726190451431e-08	5.1734912564152006e-08	0.0	0.0	0.0	0.0	2.5173489416522077e-05	2.5173489416522077e-05	2.517348941718232e-05	2.517348941718232e-05	2.1683888948229693e-05	2.1683888948229693e-05	2.168388894823445e-05	2.168388894823445e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1819	6.735756555584978e-08	5.190588981621228e-08	6.735756557147578e-08	5.1905889816235136e-08	0.0	0.0	0.0	0.0	2.5270577136830663e-05	2.5270577136830663e-05	2.527057713749345e-05	2.527057713749345e-05	2.177949150297306e-05	2.177949150297306e-05	2.1779491502977833e-05	2.1779491502977833e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1820	6.754291922895815e-08	5.207733769073228e-08	6.754291924462715e-08	5.207733769075521e-08	0.0	0.0	0.0	0.0	2.5367985631221862e-05	2.5367985631221862e-05	2.5367985631887203e-05	2.5367985631887203e-05	2.1875462670754868e-05	2.1875462670754868e-05	2.1875462670759665e-05	2.1875462670759665e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1821	6.772868072074437e-08	5.224925722344646e-08	6.772868073645646e-08	5.2249257223469466e-08	0.0	0.0	0.0	0.0	2.546571578239745e-05	2.546571578239745e-05	2.5465715783065355e-05	2.5465715783065355e-05	2.1971803669123e-05	2.1971803669123e-05	2.197180366912782e-05	2.197180366912782e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1822	6.791485070380638e-08	5.2421649451820736e-08	6.791485071956166e-08	5.242164945184382e-08	0.0	0.0	0.0	0.0	2.5563768475001335e-05	2.5563768475001335e-05	2.556376847567181e-05	2.556376847567181e-05	2.2068515718974845e-05	2.2068515718974845e-05	2.2068515718979684e-05	2.2068515718979684e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1823	6.81014298514813e-08	5.2594515415031655e-08	6.810142986727986e-08	5.2594515415054816e-08	0.0	0.0	0.0	0.0	2.566214459562279e-05	2.566214459562279e-05	2.5662144596295846e-05	2.5662144596295846e-05	2.2165600044564694e-05	2.2165600044564694e-05	2.2165600044569556e-05	2.2165600044569556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1824	6.828841883784561e-08	5.276785615396807e-08	6.828841885368755e-08	5.2767856153991305e-08	0.0	0.0	0.0	0.0	2.5760845032799564e-05	2.5760845032799564e-05	2.576084503347521e-05	2.576084503347521e-05	2.2263057873511014e-05	2.2263057873511014e-05	2.2263057873515896e-05	2.2263057873515896e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1825	6.847581833771589e-08	5.294167271123334e-08	6.847581835360129e-08	5.2941672711256656e-08	0.0	0.0	0.0	0.0	2.5859870677021225e-05	2.5859870677021225e-05	2.5859870677699468e-05	2.5859870677699468e-05	2.236089043680401e-05	2.236089043680401e-05	2.2360890436808915e-05	2.2360890436808915e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1826	6.866362902664897e-08	5.311596613114697e-08	6.866362904257795e-08	5.311596613117036e-08	0.0	0.0	0.0	0.0	2.5959222420732304e-05	2.5959222420732304e-05	2.5959222421413153e-05	2.5959222421413153e-05	2.2459098968812898e-05	2.2459098968812898e-05	2.2459098968817824e-05	2.2459098968817824e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1827	6.885185158094247e-08	5.3290737459746584e-08	6.885185159691513e-08	5.329073745977005e-08	0.0	0.0	0.0	0.0	2.6058901158335504e-05	2.6058901158335504e-05	2.605890115901897e-05	2.605890115901897e-05	2.2557684707293377e-05	2.2557684707293377e-05	2.2557684707298324e-05	2.2557684707298324e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1828	6.904048667763519e-08	5.3465987744789813e-08	6.90404866936516e-08	5.346598774481336e-08	0.0	0.0	0.0	0.0	2.6158907786194982e-05	2.6158907786194982e-05	2.6158907786881066e-05	2.6158907786881066e-05	2.265664889339507e-05	2.265664889339507e-05	2.2656648893400036e-05	2.2656648893400036e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1829	6.922953499450732e-08	5.3641718035756034e-08	6.922953501056758e-08	5.364171803577966e-08	0.0	0.0	0.0	0.0	2.6259243202639424e-05	2.6259243202639424e-05	2.625924320332814e-05	2.625924320332814e-05	2.275599277166885e-05	2.275599277166885e-05	2.275599277167384e-05	2.275599277167384e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1830	6.941899721008117e-08	5.381792938384854e-08	6.941899722618539e-08	5.3817929383872234e-08	0.0	0.0	0.0	0.0	2.6359908307965472e-05	2.6359908307965472e-05	2.6359908308656827e-05	2.6359908308656827e-05	2.285571759007446e-05	2.285571759007446e-05	2.285571759007947e-05	2.285571759007947e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1831	6.960887400362136e-08	5.3994622841996165e-08	6.960887401976963e-08	5.399462284201994e-08	0.0	0.0	0.0	0.0	2.6460904004440828e-05	2.6460904004440828e-05	2.6460904005134833e-05	2.6460904005134833e-05	2.2955824599987887e-05	2.2955824599987887e-05	2.295582459999292e-05	2.295582459999292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1832	6.979916605513529e-08	5.417179946485531e-08	6.97991660713277e-08	5.4171799464879166e-08	0.0	0.0	0.0	0.0	2.6562231196307522e-05	2.6562231196307522e-05	2.6562231197004186e-05	2.6562231197004186e-05	2.3056315056208845e-05	2.3056315056208845e-05	2.3056315056213903e-05	2.3056315056213903e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1833	6.99898740453736e-08	5.4349460308811835e-08	6.998987406161024e-08	5.434946030883577e-08	0.0	0.0	0.0	0.0	2.6663890789785172e-05	2.6663890789785172e-05	2.6663890790484502e-05	2.6663890790484502e-05	2.3157190216968294e-05	2.3157190216968294e-05	2.3157190216973373e-05	2.3157190216973373e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1834	7.018099865583031e-08	5.452760643198276e-08	7.018099867211129e-08	5.452760643200677e-08	0.0	0.0	0.0	0.0	2.6765883693074132e-05	2.6765883693074132e-05	2.6765883693776136e-05	2.6765883693776136e-05	2.3258451343935848e-05	2.3258451343935848e-05	2.3258451343940947e-05	2.3258451343940947e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1835	7.037254056874364e-08	5.4706238894218436e-08	7.037254058506907e-08	5.470623889424253e-08	0.0	0.0	0.0	0.0	2.6868210816358874e-05	2.6868210816358874e-05	2.6868210817063565e-05	2.6868210817063565e-05	2.336009970222743e-05	2.336009970222743e-05	2.3360099702232554e-05	2.3360099702232554e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1836	7.056450046709613e-08	5.488535875710428e-08	7.056450048346609e-08	5.4885358757128446e-08	0.0	0.0	0.0	0.0	2.6970873071811158e-05	2.6970873071811158e-05	2.697087307251854e-05	2.697087307251854e-05	2.346213656041272e-05	2.346213656041272e-05	2.3462136560417864e-05	2.3462136560417864e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1837	7.075687903461513e-08	5.506496708396265e-08	7.075687905102971e-08	5.50649670839869e-08	0.0	0.0	0.0	0.0	2.7073871373593286e-05	2.7073871373593286e-05	2.7073871374303367e-05	2.7073871374303367e-05	2.3564563190522687e-05	2.3564563190522687e-05	2.3564563190527854e-05	2.3564563190527854e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1838	7.094967695577321e-08	5.524506493985488e-08	7.094967697223253e-08	5.52450649398792e-08	0.0	0.0	0.0	0.0	2.7177206637861404e-05	2.7177206637861404e-05	2.71772066385742e-05	2.71772066385742e-05	2.366738086805719e-05	2.366738086805719e-05	2.366738086806238e-05	2.366738086806238e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1839	7.114289491578847e-08	5.542565339158287e-08	7.11428949322926e-08	5.542565339160728e-08	0.0	0.0	0.0	0.0	2.7280879782768647e-05	2.7280879782768647e-05	2.728087978348416e-05	2.728087978348416e-05	2.3770590871992435e-05	2.3770590871992435e-05	2.3770590871997646e-05	2.3770590871997646e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1840	7.133653360062509e-08	5.560673350769138e-08	7.133653361717416e-08	5.5606733507715864e-08	0.0	0.0	0.0	0.0	2.7384891728468553e-05	2.7384891728468553e-05	2.7384891729186793e-05	2.7384891729186793e-05	2.3874194484788692e-05	2.3874194484788692e-05	2.3874194484793926e-05	2.3874194484793926e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1841	7.153059369699373e-08	5.5788306358469645e-08	7.15305937135878e-08	5.5788306358494216e-08	0.0	0.0	0.0	0.0	2.748924339711825e-05	2.748924339711825e-05	2.7489243397839227e-05	2.7489243397839227e-05	2.39781929923978e-05	2.39781929923978e-05	2.3978192992403057e-05	2.3978192992403057e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1842	7.172507589235179e-08	5.597037301595341e-08	7.172507590899098e-08	5.597037301597805e-08	0.0	0.0	0.0	0.0	2.759393571288172e-05	2.759393571288172e-05	2.7593935713605444e-05	2.7593935713605444e-05	2.408258768427078e-05	2.408258768427078e-05	2.408258768427606e-05	2.408258768427606e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1843	7.1919980874904e-08	5.615293455392678e-08	7.191998089158841e-08	5.61529345539515e-08	0.0	0.0	0.0	0.0	2.7698969601933134e-05	2.7698969601933134e-05	2.769896960265961e-05	2.769896960265961e-05	2.4187379853365475e-05	2.4187379853365475e-05	2.4187379853370777e-05	2.4187379853370777e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1844	7.211530933360258e-08	5.6335992047923966e-08	7.21153093503323e-08	5.6335992047948775e-08	0.0	0.0	0.0	0.0	2.780434599245997e-05	2.780434599245997e-05	2.780434599318921e-05	2.780434599318921e-05	2.4292570796154077e-05	2.4292570796154077e-05	2.4292570796159403e-05	2.4292570796159403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1845	7.231106195814792e-08	5.651954657523154e-08	7.231106197492305e-08	5.651954657525643e-08	0.0	0.0	0.0	0.0	2.791006581466652e-05	2.791006581466652e-05	2.7910065815398537e-05	2.7910065815398537e-05	2.439816181263091e-05	2.439816181263091e-05	2.439816181263626e-05	2.439816181263626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1846	7.250723943898886e-08	5.670359921489004e-08	7.250723945580951e-08	5.6703599214915013e-08	0.0	0.0	0.0	0.0	2.8016130000777027e-05	2.8016130000777027e-05	2.8016130001511825e-05	2.8016130001511825e-05	2.4504154206320007e-05	2.4504154206320007e-05	2.450415420632538e-05	2.450415420632538e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1847	7.270384246732304e-08	5.6888151047695987e-08	7.27038424841893e-08	5.6888151047721034e-08	0.0	0.0	0.0	0.0	2.8122539485039e-05	2.8122539485039e-05	2.8122539485776587e-05	2.8122539485776587e-05	2.461054928428275e-05	2.461054928428275e-05	2.461054928428815e-05	2.461054928428815e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1848	7.29008717350975e-08	5.707320315620382e-08	7.290087175200946e-08	5.707320315622895e-08	0.0	0.0	0.0	0.0	2.8229295203726552e-05	2.8229295203726552e-05	2.822929520446694e-05	2.822929520446694e-05	2.4717348357125617e-05	2.4717348357125617e-05	2.4717348357131038e-05	2.4717348357131038e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1849	7.309832793500872e-08	5.725875662472759e-08	7.309832795196649e-08	5.72587566247528e-08	0.0	0.0	0.0	0.0	2.833639809514357e-05	2.833639809514357e-05	2.8336398095886762e-05	2.8336398095886762e-05	2.482455273900773e-05	2.482455273900773e-05	2.4824552739013175e-05	2.4824552739013175e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1850	7.329621176050344e-08	5.7444812539343176e-08	7.329621177750711e-08	5.7444812539368474e-08	0.0	0.0	0.0	0.0	2.8443849099627176e-05	2.8443849099627176e-05	2.844384910037319e-05	2.844384910037319e-05	2.4932163747648746e-05	2.4932163747648746e-05	2.493216374765421e-05	2.493216374765421e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1851	7.349452390577884e-08	5.7631371987890024e-08	7.349452392282853e-08	5.763137198791541e-08	0.0	0.0	0.0	0.0	2.855164915955094e-05	2.855164915955094e-05	2.8551649160299783e-05	2.8551649160299783e-05	2.504018270433643e-05	2.504018270433643e-05	2.504018270434192e-05	2.504018270434192e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1852	7.369326506578298e-08	5.7818436059973045e-08	7.369326508287876e-08	5.781843605999851e-08	0.0	0.0	0.0	0.0	2.86597992193282e-05	2.86597992193282e-05	2.865979922007988e-05	2.865979922007988e-05	2.5148610933934437e-05	2.5148610933934437e-05	2.5148610933939953e-05	2.5148610933939953e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1853	7.389243593621527e-08	5.800600584696461e-08	7.389243595335726e-08	5.8006005846990154e-08	0.0	0.0	0.0	0.0	2.877892777927195e-05	2.877892777927195e-05	2.877892777928004e-05	2.877892777928004e-05	2.525744976489007e-05	2.525744976489007e-05	2.525744976489561e-05	2.525744976489561e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1854	7.409203721352667e-08	5.8194082442006274e-08	7.409203723071497e-08	5.81940824420319e-08	0.0	0.0	0.0	0.0	2.890341065012306e-05	2.890341065012306e-05	2.890341065013119e-05	2.890341065013119e-05	2.5366700529241892e-05	2.5366700529241892e-05	2.5366700529247455e-05	2.5366700529247455e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1855	7.429206959492038e-08	5.838266694001092e-08	7.429206961215508e-08	5.838266694003663e-08	0.0	0.0	0.0	0.0	2.9028364409357328e-05	2.9028364409357328e-05	2.902836440936549e-05	2.902836440936549e-05	2.5476364562627693e-05	2.5476364562627693e-05	2.5476364562633277e-05	2.5476364562633277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1856	7.449253377835208e-08	5.8571760437664564e-08	7.449253379563328e-08	5.857176043769036e-08	0.0	0.0	0.0	0.0	2.915379058294138e-05	2.915379058294138e-05	2.9153790582949577e-05	2.9153790582949577e-05	2.5586443204292143e-05	2.5586443204292143e-05	2.5586443204297754e-05	2.5586443204297754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1857	7.469343046253038e-08	5.876136403342828e-08	7.46934304798582e-08	5.876136403345415e-08	0.0	0.0	0.0	0.0	2.9279690700960502e-05	2.9279690700960502e-05	2.9279690700968735e-05	2.9279690700968735e-05	2.569693779709459e-05	2.569693779709459e-05	2.5696937797100225e-05	2.5696937797100225e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
