f	3ETcryo10	3ETcryo15	3ETamb10	3ETamb15	3ET2CEcryo10	3ET2CEamb10	3ET2CEcryo15	3ET2CEamb15	2ETcryo15al	2ETcryo15misal	2ETamb15al	2ETamb15misal	2ETcryo20al	2ETcryo20misal	2ETamb20al	2ETamb20misal	2ET2CEcryo15al	2ET2CEcryo15misal	2ET2CEamb15al	2ET2CEamb15misal	2ET2CEcryo20al	2ET2CEcryo20misal	2ET2CEamb20al	2ET2CEamb20misal
563	1.0226625814109145e-09	6.953350704351966e-10	1.0228553776912816e-09	6.953354247005325e-10	0.0	0.0	0.0	0.0	3.437137966499823e-08	3.437137966499823e-08	3.437138036362361e-08	3.437138036362361e-08	2.5921539723947963e-08	2.5921539723947963e-08	2.592154014823306e-08	2.592154014823306e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
564	1.028121622844618e-09	7.002884618755268e-10	1.0283154482844574e-09	7.002888186645594e-10	0.0	0.0	0.0	0.0	3.4739312534897876e-08	3.4739312534897876e-08	3.473931324100177e-08	3.473931324100177e-08	2.6199020191587208e-08	2.6199020191587208e-08	2.6199020620414118e-08	2.6199020620414118e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565	1.0336000569451168e-09	7.052682713341456e-10	1.033794915200409e-09	7.052686306603346e-10	0.0	0.0	0.0	0.0	3.511052171965955e-08	3.511052171965955e-08	3.511052243330857e-08	3.511052243330857e-08	2.6478971526752637e-08	2.6478971526752637e-08	2.6478971960161807e-08	2.6478971960161807e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
566	1.0390979180965727e-09	7.102745925749702e-10	1.0392938128297796e-09	7.102749544518232e-10	0.0	0.0	0.0	0.0	3.548503051739387e-08	3.548503051739387e-08	3.5485031238655076e-08	3.5485031238655076e-08	2.6761411299960928e-08	2.6761411299960928e-08	2.6761411737993085e-08	2.6761411737993085e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
567	1.0456933735058971e-09	7.153075195280186e-10	1.045693771115545e-09	7.153078839690909e-10	0.0	0.0	0.0	0.0	3.586286235024708e-08	3.586286235024708e-08	3.586286307918801e-08	3.586286307918801e-08	2.704635717527155e-08	2.704635717527155e-08	2.7046357617967714e-08	2.7046357617967714e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
568	1.0530899379657402e-09	7.203671462894093e-10	1.0530903383878237e-09	7.20367513308304e-10	0.0	0.0	0.0	0.0	3.624404076484048e-08	3.624404076484048e-08	3.624404150152917e-08	3.624404150152917e-08	2.733382691061814e-08	2.733382691061814e-08	2.7333827358019627e-08	2.7333827358019627e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
569	1.060525672127106e-09	7.25453567121363e-10	1.0605260753765188e-09	7.254539367317314e-10	0.0	0.0	0.0	0.0	3.6628589432710746e-08	3.6628589432710746e-08	3.662859017721569e-08	3.662859017721569e-08	2.7623838358140606e-08	2.7623838358140606e-08	2.7623838810289013e-08	2.7623838810289013e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
570	1.0680007140328164e-09	7.305668764521997e-10	1.068001120124505e-09	7.305672486677413e-10	0.0	0.0	0.0	0.0	3.701653215075081e-08	3.701653215075081e-08	3.701653290314099e-08	3.701653290314099e-08	2.7916409464517588e-08	2.7916409464517588e-08	2.7916409921454815e-08	2.7916409921454815e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
571	1.0755152019685138e-09	7.357071688763407e-10	1.0755156109174766e-09	7.35707543710803e-10	0.0	0.0	0.0	0.0	3.740789284165171e-08	3.740789284165171e-08	3.74078936019966e-08	3.74078936019966e-08	2.8211558271299706e-08	2.8211558271299706e-08	2.8211558733067943e-08	2.8211558733067943e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
572	1.0830692744626594e-09	7.408745391543085e-10	1.0830696862839483e-09	7.408749166214873e-10	0.0	0.0	0.0	0.0	3.780269555434514e-08	3.780269555434514e-08	3.7802696322714716e-08	3.7802696322714716e-08	2.8509302915243307e-08	2.8509302915243307e-08	2.8509303381885044e-08	2.8509303381885044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
573	1.0906630702865338e-09	7.460690822127255e-10	1.0906634849952526e-09	7.460694623264652e-10	0.0	0.0	0.0	0.0	3.8200964464446794e-08	3.8200964464446794e-08	3.8200965240911494e-08	3.8200965240911494e-08	2.8809661628644807e-08	2.8809661628644807e-08	2.8809662100202832e-08	2.8809662100202832e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
574	1.098296728454238e-09	7.512908931443165e-10	1.0982971460655439e-09	7.512912759185096e-10	0.0	0.0	0.0	0.0	3.860272387470052e-08	3.860272387470052e-08	3.8602724659331296e-08	3.8602724659331296e-08	2.9112652739675683e-08	2.9112652739675683e-08	2.9112653216193082e-08	2.9112653216193082e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
575	1.1059703882226911e-09	7.565400672079057e-10	1.1059708087517943e-09	7.565404526564934e-10	0.0	0.0	0.0	0.0	3.9007998215423124e-08	3.9007998215423124e-08	3.900799900829142e-08	3.900799900829142e-08	2.9418294672717895e-08	2.9418294672717895e-08	2.9418295154238056e-08	2.9418295154238056e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
576	1.1136841890916323e-09	7.618166998284185e-10	1.1136846125537957e-09	7.618170879653909e-10	0.0	0.0	0.0	0.0	3.941681204495008e-08	3.941681204495008e-08	3.941681284612784e-08	3.941681284612784e-08	2.9726605948700037e-08	2.9726605948700037e-08	2.9726606435266656e-08	2.9726606435266656e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
577	1.1214382708036202e-09	7.671208865968816e-10	1.12143869721416e-09	7.67121277436277e-10	0.0	0.0	0.0	0.0	3.982919005008201e-08	3.982919005008201e-08	3.9829190859641674e-08	3.9829190859641674e-08	3.003760518543406e-08	3.003760518543406e-08	3.003760567709113e-08	3.003760567709113e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
578	1.1292327733440315e-09	7.724527232704217e-10	1.1292332027183171e-09	7.724531168263274e-10	0.0	0.0	0.0	0.0	4.0245157046531835e-08	4.0245157046531835e-08	4.024515786454636e-08	4.024515786454636e-08	3.0351311097952486e-08	3.0351311097952486e-08	3.0351311594744304e-08	3.0351311594744304e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
579	1.1370678369410646e-09	7.778123057722673e-10	1.137068269294519e-09	7.778127020588194e-10	0.0	0.0	0.0	0.0	4.06647379793729e-08	4.06647379793729e-08	4.0664738805915734e-08	4.0664738805915734e-08	3.066774249884637e-08	3.066774249884637e-08	3.0667743000817553e-08	3.0667743000817553e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
580	1.144943602065736e-09	7.831997301917471e-10	1.144944037413835e-09	7.832001292231309e-10	0.0	0.0	0.0	0.0	4.108795792348759e-08	4.108795792348759e-08	4.10879587586327e-08	4.10879587586327e-08	3.098691829860362e-08	3.098691829860362e-08	3.098691880579909e-08	3.098691880579909e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
581	1.1528602094318812e-09	7.886150927842906e-10	1.1528606477901546e-09	7.886154945747404e-10	0.0	0.0	0.0	0.0	4.1514842084017e-08	4.1514842084017e-08	4.151484292783887e-08	4.151484292783887e-08	3.130885750594814e-08	3.130885750594814e-08	3.1308858018413133e-08	3.1308858018413133e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
582	1.1608177999961555e-09	7.940584899714285e-10	1.1608182413801868e-09	7.940588945352274e-10	0.0	0.0	0.0	0.0	4.194541579681122e-08	4.194541579681122e-08	4.1945416649384846e-08	4.1945416649384846e-08	3.163357922817941e-08	3.163357922817941e-08	3.163357974595947e-08	3.163357974595947e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
583	1.1688165149580334e-09	7.995300183407915e-10	1.168816959383459e-09	7.995304256922721e-10	0.0	0.0	0.0	0.0	4.2379704528880435e-08	4.2379704528880435e-08	4.237970539028132e-08	4.237970539028132e-08	3.1961102671512676e-08	3.1961102671512676e-08	3.196110319465365e-08	3.196110319465365e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
584	1.17685649575981e-09	8.050297746461128e-10	1.1768569432423212e-09	8.050301847996569e-10	0.0	0.0	0.0	0.0	4.281773387884692e-08	4.281773387884692e-08	4.281773474915109e-08	4.281773474915109e-08	3.229144714141983e-08	3.229144714141983e-08	3.22914476699679e-08	3.22914476699679e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
585	1.184937884086598e-09	8.105578558072247e-10	1.1849383346419393e-09	8.105582687772635e-10	0.0	0.0	0.0	0.0	4.3259529577397515e-08	4.3259529577397515e-08	4.325953045668153e-08	4.325953045668153e-08	3.262463204297066e-08	3.262463204297066e-08	3.262463257697232e-08	3.262463257697232e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
586	1.1930608218663308e-09	8.161143589100611e-10	1.1930612755103005e-09	8.161147747110752e-10	0.0	0.0	0.0	0.0	4.3705117487737216e-08	4.3705117487737216e-08	4.370511837607816e-08	4.370511837607816e-08	3.2960676881174915e-08	3.2960676881174915e-08	3.2960677420676974e-08	3.2960677420676974e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
587	1.2012254512697605e-09	8.216993812066568e-10	1.2012259080182115e-09	8.216997998531765e-10	0.0	0.0	0.0	0.0	4.41545236060433e-08	4.41545236060433e-08	4.415452450351878e-08	4.415452450351878e-08	3.329960126132482e-08	3.329960126132482e-08	3.329960180637441e-08	3.329960180637441e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
588	1.2094319147104578e-09	8.273130201151466e-10	1.2094323745792967e-09	8.273134416217516e-10	0.0	0.0	0.0	0.0	4.4607774061920384e-08	4.4607774061920384e-08	4.460777496860854e-08	4.460777496860854e-08	3.364142488933821e-08	3.364142488933821e-08	3.3641425439982784e-08	3.3641425439982784e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
589	1.2176803548448154e-09	8.329553732197677e-10	1.2176808178500035e-09	8.329557976010876e-10	0.0	0.0	0.0	0.0	4.506489511885622e-08	4.506489511885622e-08	4.506489603483572e-08	4.506489603483572e-08	3.3986167572102326e-08	3.3986167572102326e-08	3.3986168128389666e-08	3.3986168128389666e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
590	1.2259709145720431e-09	8.386265382708568e-10	1.2259713807295956e-09	8.386269655415711e-10	0.0	0.0	0.0	0.0	4.552591317467813e-08	4.552591317467813e-08	4.5525914100028185e-08	4.5525914100028185e-08	3.4333849217818e-08	3.4333849217818e-08	3.433384977979621e-08	3.433384977979621e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
591	1.2343037370341707e-09	8.443266131848519e-10	1.2343042063601573e-09	8.443270433596897e-10	0.0	0.0	0.0	0.0	4.599085476201042e-08	4.599085476201042e-08	4.599085569681077e-08	4.599085569681077e-08	3.4684489836344644e-08	3.4684489836344644e-08	3.4684490404062164e-08	3.4684490404062164e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
592	1.2426789656160474e-09	8.500556960442917e-10	1.2426794381265923e-09	8.500561291380322e-10	0.0	0.0	0.0	0.0	4.645974654873244e-08	4.645974654873244e-08	4.6459747493063393e-08	4.6459747493063393e-08	3.503810953954572e-08	3.503810953954572e-08	3.50381101130513e-08	3.50381101130513e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
593	1.2510967439453412e-09	8.558138850978154e-10	1.2510972196566237e-09	8.55814321125288e-10	0.0	0.0	0.0	0.0	4.693261533843749e-08	4.693261533843749e-08	4.6932616292379876e-08	4.6932616292379876e-08	3.539472854163474e-08	3.539472854163474e-08	3.539472912097748e-08	3.539472912097748e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
594	1.2595572158925414e-09	8.61601278760164e-10	1.2595576948207947e-09	8.616017177362481e-10	0.0	0.0	0.0	0.0	4.740948807089255e-08	4.740948807089255e-08	4.740948903452774e-08	4.740948903452774e-08	3.575436715952209e-08	3.575436715952209e-08	3.5754367744751414e-08	3.5754367744751414e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
595	1.2680605255709548e-09	8.674179756121789e-10	1.2680610077324678e-09	8.674184175518041e-10	0.0	0.0	0.0	0.0	4.789039182249853e-08	4.789039182249853e-08	4.7890392795908474e-08	4.7890392795908474e-08	3.611704581316207e-08	3.611704581316207e-08	3.611704640432773e-08	3.611704640432773e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
596	1.2766068173367083e-09	8.732640744008017e-10	1.2766073027478239e-09	8.73264519318948e-10	0.0	0.0	0.0	0.0	4.837535380675163e-08	4.837535380675163e-08	4.837535479001881e-08	4.837535479001881e-08	3.648278502590083e-08	3.648278502590083e-08	3.648278562305293e-08	3.648278562305293e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
597	1.2851962357887477e-09	8.791396740390755e-10	1.2851967244658643e-09	8.791401219507732e-10	0.0	0.0	0.0	0.0	4.8864401374705286e-08	4.8864401374705286e-08	4.886440236791274e-08	4.886440236791274e-08	3.6851605424824764e-08	3.6851605424824764e-08	3.685160602801374e-08	3.685160602801374e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
598	1.2938289257688383e-09	8.850448736061436e-10	1.2938294177284092e-09	8.850453245264734e-10	0.0	0.0	0.0	0.0	4.935756201543289e-08	4.935756201543289e-08	4.9357563018664226e-08	4.9357563018664226e-08	3.72235277411095e-08	3.72235277411095e-08	3.7223528350386115e-08	3.7223528350386115e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
599	1.3025050323615662e-09	8.909797723472513e-10	1.3025055276201e-09	8.909802262913449e-10	0.0	0.0	0.0	0.0	4.985486335649149e-08	4.985486335649149e-08	4.9854864369830865e-08	4.9854864369830865e-08	3.759857281036956e-08	3.759857281036956e-08	3.759857342578493e-08	3.759857342578493e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
600	1.311224700894335e-09	8.969444696737437e-10	1.3112251994683958e-09	8.969449266567829e-10	0.0	0.0	0.0	0.0	5.035633316438589e-08	5.035633316438589e-08	5.035633418791803e-08	5.035633418791803e-08	3.797676157300839e-08	3.797676157300839e-08	3.797676219461398e-08	3.797676219461398e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
601	1.3199880769373686e-09	9.029390651630669e-10	1.3199885788435752e-09	9.029395252002847e-10	0.0	0.0	0.0	0.0	5.086199934503388e-08	5.086199934503388e-08	5.0862000378844084e-08	5.0862000378844084e-08	3.8358115074569226e-08	3.8358115074569226e-08	3.835811570241683e-08	3.835811570241683e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602	1.3287953063037101e-09	9.089636585587681e-10	1.3287958115587372e-09	9.089641216654478e-10	0.0	0.0	0.0	0.0	5.137188994423208e-08	5.137188994423208e-08	5.137189098840622e-08	5.137189098840622e-08	3.874265446608639e-08	3.874265446608639e-08	3.8742655100228155e-08	3.8742655100228155e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
603	1.3376465350492214e-09	9.150183497704946e-10	1.337647043669799e-09	9.150188159619708e-10	0.0	0.0	0.0	0.0	5.188603314812259e-08	5.188603314812259e-08	5.188603420274709e-08	5.188603420274709e-08	3.9130401004437234e-08	3.9130401004437234e-08	3.913040164492566e-08	3.913040164492566e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604	1.3465419094725857e-09	9.21103238873996e-10	1.3465424214754998e-09	9.211037081656542e-10	0.0	0.0	0.0	0.0	5.24044572836605e-08	5.24044572836605e-08	5.240445834882238e-08	5.240445834882238e-08	3.952137605269473e-08	3.952137605269473e-08	3.952137669958265e-08	3.952137669958265e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605	1.3554815761153036e-09	9.272184261111214e-10	1.3554820915173954e-09	9.272188985183982e-10	0.0	0.0	0.0	0.0	5.29271908190819e-08	5.29271908190819e-08	5.2927191894868755e-08	5.2927191894868755e-08	3.99156010804804e-08	3.99156010804804e-08	3.991560173382101e-08	3.991560173382101e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
606	1.3644656817616957e-09	9.333640118898211e-10	1.3644662005798625e-09	9.333644874282042e-10	0.0	0.0	0.0	0.0	5.345426236437304e-08	5.345426236437304e-08	5.345426345087304e-08	5.345426345087304e-08	4.031309766431814e-08	4.031309766431814e-08	4.0313098324165e-08	4.0313098324165e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
607	1.373494373438902e-09	9.395400967841464e-10	1.3734948956900973e-09	9.395405754691748e-10	0.0	0.0	0.0	0.0	5.398570067174003e-08	5.398570067174003e-08	5.3985701769041924e-08	5.3985701769041924e-08	4.071388748798848e-08	4.071388748798848e-08	4.0713888154395485e-08	4.0713888154395485e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
608	1.3825677984168818e-09	9.45746781534249e-10	1.3825683241181144e-09	9.457472633815129e-10	0.0	0.0	0.0	0.0	5.45215346360793e-08	5.45215346360793e-08	5.452153574427244e-08	5.452153574427244e-08	4.111799234288336e-08	4.111799234288336e-08	4.1117993015904776e-08	4.1117993015904776e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
609	1.3916861042084147e-09	9.51984167046382e-10	1.39168663337675e-09	9.519846520715232e-10	0.0	0.0	0.0	0.0	5.506179329544914e-08	5.506179329544914e-08	5.506179441462347e-08	5.506179441462347e-08	4.1525434128361744e-08	4.1525434128361744e-08	4.152543480805218e-08	4.152543480805218e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
610	1.4008494385690987e-09	9.582523543928994e-10	1.4008499712216583e-09	9.58252842611611e-10	0.0	0.0	0.0	0.0	5.560650583154151e-08	5.560650583154151e-08	5.5606506961787546e-08	5.5606506961787546e-08	4.1936234852105445e-08	4.1936234852105445e-08	4.1936235538519895e-08	4.1936235538519895e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
611	1.410057949497351e-09	9.645514448122553e-10	1.4100584856513127e-09	9.645519362402818e-10	0.0	0.0	0.0	0.0	5.615570157015508e-08	5.615570157015508e-08	5.615570271156396e-08	5.615570271156396e-08	4.2350416630475884e-08	4.2350416630475884e-08	4.235041732366968e-08	4.235041732366968e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
612	1.419311785234409e-09	9.70881539709005e-10	1.4193123249070065e-09	9.708820343621432e-10	0.0	0.0	0.0	0.0	5.6709409981668824e-08	5.6709409981668824e-08	5.6709411134332256e-08	5.6709411134332256e-08	4.276800168887125e-08	4.276800168887125e-08	4.2768002388900107e-08	4.2768002388900107e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
613	1.4286110942643286e-09	9.772427406538044e-10	1.4286116374728525e-09	9.772432385479024e-10	0.0	0.0	0.0	0.0	5.726766068151641e-08	5.726766068151641e-08	5.726766184552673e-08	5.726766184552673e-08	4.3189012362084265e-08	4.3189012362084265e-08	4.3189013069004245e-08	4.3189013069004245e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614	1.4379560253139862e-09	9.836351493834111e-10	1.437956572075784e-09	9.83635650534369e-10	0.0	0.0	0.0	0.0	5.7830483430661575e-08	5.7830483430661575e-08	5.7830484606111715e-08	5.7830484606111715e-08	4.3613471094660686e-08	4.3613471094660686e-08	4.361347180852822e-08	4.361347180852822e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
615	1.447346727353077e-09	9.900588678006826e-10	1.447347277685552e-09	9.900593722244521e-10	0.0	0.0	0.0	0.0	5.839790813607381e-08	5.839790813607381e-08	5.8397909323057306e-08	5.8397909323057306e-08	4.4041400441258054e-08	4.4041400441258054e-08	4.4041401162129964e-08	4.4041401162129964e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616	1.4567833495941151e-09	9.965139979745777e-10	1.456783903514728e-09	9.965145056871627e-10	0.0	0.0	0.0	0.0	5.896996485120536e-08	5.896996485120536e-08	5.896996604981635e-08	5.896996604981635e-08	4.4472823067005425e-08	4.4472823067005425e-08	4.447282379493888e-08	4.447282379493888e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617	1.4662660414924347e-09	1.0030006421401556e-09	1.4662665990187031e-09	1.0030011531576124e-09	0.0	0.0	0.0	0.0	5.954668377646859e-08	5.954668377646859e-08	5.954668498680185e-08	5.954668498680185e-08	4.4907761747863416e-08	4.4907761747863416e-08	4.4907762482915974e-08	4.4907762482915974e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
618	1.4757949527461886e-09	1.0095189026985761e-09	1.4757955138956866e-09	1.009519417037013e-09	0.0	0.0	0.0	0.0	6.012809525971439e-08	6.012809525971439e-08	6.01280964818653e-08	6.01280964818653e-08	4.5346239370984934e-08	4.5346239370984934e-08	4.5346240113214515e-08	4.5346240113214515e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
619	1.4853702332963505e-09	1.0160688822171015e-09	1.4853707980867092e-09	1.0160693998926785e-09	0.0	0.0	0.0	0.0	6.071422979671134e-08	6.071422979671134e-08	6.07142310307759e-08	6.07142310307759e-08	4.578827893507658e-08	4.578827893507658e-08	4.578827968454148e-08	4.578827968454148e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
620	1.4949920333267126e-09	1.022650683429093e-09	1.4949926017756201e-09	1.0226512044580233e-09	0.0	0.0	0.0	0.0	6.130511803162531e-08	6.130511803162531e-08	6.130511927770014e-08	6.130511927770014e-08	4.623390355076035e-08	4.623390355076035e-08	4.623390430751927e-08	4.623390430751927e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
621	1.5046605032638855e-09	1.0292644092340138e-09	1.5046610753890878e-09	1.029264933632562e-09	0.0	0.0	0.0	0.0	6.190079075750033e-08	6.190079075750033e-08	6.190079201568268e-08	6.190079201568268e-08	4.6683136440936294e-08	4.6683136440936294e-08	4.6683137205048276e-08	4.6683137205048276e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
622	1.5143757937773008e-09	1.035910162697427e-09	1.5143763695966004e-09	1.0359106904819115e-09	0.0	0.0	0.0	0.0	6.250127891673993e-08	6.250127891673993e-08	6.250128018712767e-08	6.250128018712767e-08	4.713600094114548e-08	4.713600094114548e-08	4.713600171266997e-08	4.713600171266997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623	1.5241380557792076e-09	1.0425880470509967e-09	1.524138635310465e-09	1.0425885782377876e-09	0.0	0.0	0.0	0.0	6.310661360158928e-08	6.310661360158928e-08	6.310661488428092e-08	6.310661488428092e-08	4.7592520499933656e-08	4.7592520499933656e-08	4.759252127893048e-08	4.759252127893048e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
624	1.5339474404246772e-09	1.0492981656924892e-09	1.53394802368581e-09	1.0492987002980095e-09	0.0	0.0	0.0	0.0	6.371682605461832e-08	6.371682605461832e-08	6.3716827349713e-08	6.3716827349713e-08	4.805271867921558e-08	4.805271867921558e-08	4.805271946574496e-08	4.805271946574496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
625	1.5438040991115981e-09	1.0560406221857703e-09	1.5438046861205816e-09	1.0560411602264957e-09	0.0	0.0	0.0	0.0	6.43319476692053e-08	6.43319476692053e-08	6.433194897680282e-08	6.433194897680282e-08	4.8516619154639706e-08	4.8516619154639706e-08	4.8516619948762224e-08	4.8516619948762224e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
626	1.5537081834806788e-09	1.0628155202608065e-09	1.5537087742555457e-09	1.0628160617532656e-09	0.0	0.0	0.0	0.0	6.495200999002148e-08	6.495200999002148e-08	6.495201131022226e-08	6.495201131022226e-08	4.8984245715953665e-08	4.8984245715953665e-08	4.8984246517730317e-08	4.8984246517730317e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
627	1.563659845415447e-09	1.0696229638136658e-09	1.563660439974288e-09	1.06962350877444e-09	0.0	0.0	0.0	0.0	6.557704471351628e-08	6.557704471351628e-08	6.557704604642138e-08	6.557704604642138e-08	4.945562226737025e-08	4.945562226737025e-08	4.945562307686242e-08	4.945562307686242e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
628	1.5736592370422489e-09	1.0764630569065162e-09	1.5736598354032128e-09	1.0764636053522404e-09	0.0	0.0	0.0	0.0	6.620708368840344e-08	6.620708368840344e-08	6.620708503411457e-08	6.620708503411457e-08	4.9930772827933994e-08	4.9930772827933994e-08	4.9930773645203455e-08	4.9930773645203455e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
629	1.5837065107302531e-09	1.083335903767628e-09	1.5837071129115464e-09	1.0833364557149898e-09	0.0	0.0	0.0	0.0	6.684215891614798e-08	6.684215891614798e-08	6.684216027476753e-08	6.684216027476753e-08	5.0409721531888397e-08	5.0409721531888397e-08	5.040972235699731e-08	5.040972235699731e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
630	1.5938018190914447e-09	1.090241608791371e-09	1.5938024251113316e-09	1.0902421642571111e-09	0.0	0.0	0.0	0.0	6.748230255145363e-08	6.748230255145363e-08	6.74823039230846e-08	6.74823039230846e-08	5.089249262904356e-08	5.089249262904356e-08	5.08924934620545e-08	5.08924934620545e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
631	1.6039453149806292e-09	1.0971802765382162e-09	1.6039459248574323e-09	1.097180835539129e-09	0.0	0.0	0.0	0.0	6.812754690275135e-08	6.812754690275135e-08	6.812754828749741e-08	6.812754828749741e-08	5.137911048514461e-08	5.137911048514461e-08	5.1379111326120534e-08	5.1379111326120534e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
632	1.6141371514954314e-09	1.1041520117347355e-09	1.6141377652475316e-09	1.1041525742876684e-09	0.0	0.0	0.0	0.0	6.877792443268848e-08	6.877792443268848e-08	6.877792583065397e-08	6.877792583065397e-08	5.1869599582240596e-08	5.1869599582240596e-08	5.1869600431244874e-08	5.1869600431244874e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
633	1.6243774819762944e-09	1.1111569192736013e-09	1.624378099622131e-09	1.1111574853954552e-09	0.0	0.0	0.0	0.0	6.943346775861869e-08	6.943346775861869e-08	6.943346916990863e-08	6.943346916990863e-08	5.236398451905399e-08	5.236398451905399e-08	5.236398537615038e-08	5.236398537615038e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
634	1.6346664600064837e-09	1.1181951042135877e-09	1.634667081564554e-09	1.1181956739213172e-09	0.0	0.0	0.0	0.0	7.009420965309293e-08	7.009420965309293e-08	7.009421107781296e-08	7.009421107781296e-08	5.2862290011350884e-08	5.2862290011350884e-08	5.286229087660357e-08	5.286229087660357e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
635	1.645004239412081e-09	1.1252666717795691e-09	1.6450048649009413e-09	1.125267245090182e-09	0.0	0.0	0.0	0.0	7.076018304435059e-08	7.076018304435059e-08	7.076018448260707e-08	7.076018448260707e-08	5.3364540892311524e-08	5.3364540892311524e-08	5.3364541765785075e-08	5.3364541765785075e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
