f	3ETcryo10	3ETcryo15	3ETamb10	3ETamb15	3ET2CEcryo10	3ET2CEamb10	3ET2CEcryo15	3ET2CEamb15	2ETcryo15al	2ETcryo15misal	2ETamb15al	2ETamb15misal	2ETcryo20al	2ETcryo20misal	2ETamb20al	2ETamb20misal	2ET2CEcryo15al	2ET2CEcryo15misal	2ET2CEamb15al	2ET2CEamb15misal	2ET2CEcryo20al	2ET2CEcryo20misal	2ET2CEamb20al	2ET2CEamb20misal
1165	1.8636992129487066e-08	1.3803985481780322e-08	1.8636999215931396e-08	1.3803985487137495e-08	0.0	0.0	0.0	0.0	2.7925936961964318e-06	2.7925936961964318e-06	2.7925936962696747e-06	2.7925936962696747e-06	2.308886498558731e-06	2.308886498558731e-06	2.3088864986133518e-06	2.3088864986133518e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1166	1.8701064239328534e-08	1.3863331849424738e-08	1.8701071350135345e-08	1.3863331854804942e-08	0.0	0.0	0.0	0.0	2.8094165001013245e-06	2.8094165001013245e-06	2.8094165001750087e-06	2.8094165001750087e-06	2.322795412288935e-06	2.322795412288935e-06	2.322795412343885e-06	2.322795412343885e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1167	1.8765301412468897e-08	1.3922882156251483e-08	1.876530854770096e-08	1.3922882161654797e-08	0.0	0.0	0.0	0.0	2.826326093838822e-06	2.826326093838822e-06	2.8263260939129495e-06	2.8263260939129495e-06	2.3367760829213284e-06	2.3367760829213284e-06	2.336776082976609e-06	2.336776082976609e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1168	1.882970393215696e-08	1.3982636927425427e-08	1.882971109187714e-08	1.3982636932851932e-08	0.0	0.0	0.0	0.0	2.8433228502167465e-06	2.8433228502167465e-06	2.84332285029132e-06	2.84332285029132e-06	2.3508288186894185e-06	2.3508288186894185e-06	2.3508288187450317e-06	2.3508288187450317e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1169	1.889427208188437e-08	1.4042596689012276e-08	1.8894279266155646e-08	1.404259669446205e-08	0.0	0.0	0.0	0.0	2.8604071433229554e-06	2.8604071433229554e-06	2.860407143397977e-06	2.860407143397977e-06	2.3649539288850304e-06	2.3649539288850304e-06	2.3649539289409778e-06	2.3649539289409778e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1170	1.895900614538557e-08	1.4102761967979272e-08	1.895901335427103e-08	1.4102761973452395e-08	0.0	0.0	0.0	0.0	2.877579348528614e-06	2.877579348528614e-06	2.877579348604086e-06	2.877579348604086e-06	2.3791517238610157e-06	2.3791517238610157e-06	2.3791517239172985e-06	2.3791517239172985e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1171	1.9023906406637845e-08	1.4163133292196016e-08	1.902391364020068e-08	1.4163133297692568e-08	0.0	0.0	0.0	0.0	2.894839842491513e-06	2.894839842491513e-06	2.8948398425674377e-06	2.8948398425674377e-06	2.3934225150339926e-06	2.3934225150339926e-06	2.3934225150906133e-06	2.3934225150906133e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1172	1.9088973149861292e-08	1.4223711190435226e-08	1.908898040816481e-08	1.422371119595529e-08	0.0	0.0	0.0	0.0	2.9121890031593644e-06	2.9121890031593644e-06	2.9121890032357444e-06	2.9121890032357444e-06	2.4077666148870746e-06	2.4077666148870746e-06	2.4077666149440346e-06	2.4077666149440346e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1173	1.9154206659518815e-08	1.4284496192373484e-08	1.9154213942626425e-08	1.4284496197917138e-08	0.0	0.0	0.0	0.0	2.9296272097731054e-06	2.9296272097731054e-06	2.9296272098499427e-06	2.9296272098499427e-06	2.4221843369725978e-06	2.4221843369725978e-06	2.4221843370298987e-06	2.4221843370298987e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1174	1.9219607220316168e-08	1.4345488828592054e-08	1.9219614528291384e-08	1.4345488834159377e-08	0.0	0.0	0.0	0.0	2.9471548428702313e-06	2.9471548428702313e-06	2.947154842947528e-06	2.947154842947528e-06	2.4366759959148796e-06	2.4366759959148796e-06	2.4366759959725236e-06	2.4366759959725236e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1175	1.9285175117201874e-08	1.4406689630577596e-08	1.9285182450108327e-08	1.4406689636168672e-08	0.0	0.0	0.0	0.0	2.9647722842880986e-06	2.9647722842880986e-06	2.9647722843658575e-06	2.9647722843658575e-06	2.451241907412949e-06	2.451241907412949e-06	2.4512419074709376e-06	2.4512419074709376e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1176	1.9350910635367325e-08	1.4468099130723004e-08	1.9350917993268748e-08	1.4468099136337911e-08	0.0	0.0	0.0	0.0	2.982479917167267e-06	2.982479917167267e-06	2.9824799172454906e-06	2.9824799172454906e-06	2.4658823882433086e-06	2.4658823882433086e-06	2.4658823883016433e-06	2.4658823883016433e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1177	1.941681406024672e-08	1.4529717862328135e-08	1.941682144320696e-08	1.4529717867966955e-08	0.0	0.0	0.0	0.0	3.000278125954828e-06	3.000278125954828e-06	3.000278126033518e-06	3.000278126033518e-06	2.4805977562626873e-06	2.4805977562626873e-06	2.4805977563213706e-06	2.4805977563213706e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1178	1.9482885677517047e-08	1.4591546359600565e-08	1.9482893085600057e-08	1.4591546365263381e-08	0.0	0.0	0.0	0.0	3.0181672964077317e-06	3.0181672964077317e-06	3.018167296486891e-06	3.018167296486891e-06	2.4953883304107933e-06	2.4953883304107933e-06	2.495388330469826e-06	2.495388330469826e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1179	1.954912577309816e-08	1.465358515765643e-08	1.9549133206367998e-08	1.4653585163343321e-08	0.0	0.0	0.0	0.0	3.0361478155961557e-06	3.0361478155961557e-06	3.036147815675787e-06	3.036147815675787e-06	2.5102544307130937e-06	2.5102544307130937e-06	2.5102544307724784e-06	2.5102544307724784e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1180	1.961553463315269e-08	1.4715834792521104e-08	1.961554209167353e-08	1.4715834798232154e-08	0.0	0.0	0.0	0.0	3.054220071906827e-06	3.054220071906827e-06	3.0542200719869323e-06	3.0542200719869323e-06	2.5251963782835673e-06	2.5251963782835673e-06	2.525196378343305e-06	2.525196378343305e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1181	1.9682112544086114e-08	1.4778295801130061e-08	1.9682120027922232e-08	1.4778295806865351e-08	0.0	0.0	0.0	0.0	3.0723844550464022e-06	3.0723844550464022e-06	3.0723844551269834e-06	3.0723844551269834e-06	2.5402144953274947e-06	2.5402144953274947e-06	2.540214495387588e-06	2.540214495387588e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1182	1.974885979254673e-08	1.4840968721329599e-08	1.9748867301762516e-08	1.4840968727089212e-08	0.0	0.0	0.0	0.0	3.090641356044815e-06	3.090641356044815e-06	3.0906413561258752e-06	3.0906413561258752e-06	2.5553091051442296e-06	2.5553091051442296e-06	2.5553091052046802e-06	2.5553091052046802e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1183	1.981577666542563e-08	1.4903854091877596e-08	1.981578420008558e-08	1.4903854097661614e-08	0.0	0.0	0.0	0.0	3.1089911672586424e-06	3.1089911672586424e-06	3.108991167340184e-06	3.108991167340184e-06	2.5704805321299792e-06	2.5704805321299792e-06	2.5704805321907886e-06	2.5704805321907886e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1184	1.988286344985676e-08	1.4966952452444335e-08	1.9882871010025477e-08	1.4966952458252844e-08	0.0	0.0	0.0	0.0	3.127434282374491e-06	3.127434282374491e-06	3.1274342824565164e-06	3.1274342824565164e-06	2.585729101780604e-06	2.585729101780604e-06	2.585729101841774e-06	2.585729101841774e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1185	1.9950120433216842e-08	1.5030264343613226e-08	1.995012801895905e-08	1.5030264349446302e-08	0.0	0.0	0.0	0.0	3.145971096412355e-06	3.145971096412355e-06	3.145971096494866e-06	3.145971096494866e-06	2.601055140694396e-06	2.601055140694396e-06	2.601055140755929e-06	2.601055140755929e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1186	2.001754790312546e-08	1.5093790306881604e-08	2.001755551450598e-08	1.5093790312739336e-08	0.0	0.0	0.0	0.0	3.1646020057290194e-06	3.1646020057290194e-06	3.1646020058120193e-06	3.1646020058120193e-06	2.6164589765748924e-06	2.6164589765748924e-06	2.6164589766367897e-06	2.6164589766367897e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1187	2.0085146147445005e-08	1.515753088466151e-08	2.008515378452877e-08	1.515753089054398e-08	0.0	0.0	0.0	0.0	3.1833274080214443e-06	3.1833274080214443e-06	3.183327408104935e-06	3.183327408104935e-06	2.631940938233671e-06	2.631940938233671e-06	2.6319409382959345e-06	2.6319409382959345e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1188	2.0152915454280662e-08	1.522148662028042e-08	2.0152923117132716e-08	1.522148662618771e-08	0.0	0.0	0.0	0.0	3.2021477023301496e-06	3.2021477023301496e-06	3.202147702414134e-06	3.202147702414134e-06	2.647501355593152e-06	2.647501355593152e-06	2.6475013556557835e-06	2.6475013556557835e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1189	2.022085611198048e-08	1.5285658057982074e-08	2.022086380066598e-08	1.5285658063914266e-08	0.0	0.0	0.0	0.0	3.221063289042636e-06	3.221063289042636e-06	3.221063289127117e-06	3.221063289127117e-06	2.6631405596894236e-06	2.6631405596894236e-06	2.663140559752425e-06	2.663140559752425e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1190	2.0288968409135277e-08	1.5350045742927188e-08	2.0288976123719485e-08	1.5350045748884367e-08	0.0	0.0	0.0	0.0	3.2400745698967712e-06	3.2400745698967712e-06	3.2400745699817507e-06	3.2400745699817507e-06	2.6788588826750433e-06	2.6788588826750433e-06	2.6788588827384167e-06	2.6788588827384167e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1191	2.035725263457873e-08	1.541465022119428e-08	2.0357260375127015e-08	1.5414650227176533e-08	0.0	0.0	0.0	0.0	3.2591819479842217e-06	3.2591819479842217e-06	3.259181948069702e-06	3.259181948069702e-06	2.694656657821875e-06	2.694656657821875e-06	2.694656657885622e-06	2.694656657885622e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1192	2.0425709077387332e-08	1.5479472039780423e-08	2.0425716843965182e-08	1.5479472045787832e-08	0.0	0.0	0.0	0.0	3.278385827753863e-06	3.278385827753863e-06	3.278385827839847e-06	3.278385827839847e-06	2.710534219523909e-06	2.710534219523909e-06	2.7105342195880313e-06	2.7105342195880313e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1193	2.0494338026880362e-08	1.5544511746601982e-08	2.0494345819553368e-08	1.5544511752634633e-08	0.0	0.0	0.0	0.0	3.2976866150151945e-06	3.2976866150151945e-06	3.297686615101685e-06	3.297686615101685e-06	2.7264919033000843e-06	2.7264919033000843e-06	2.726491903364584e-06	2.726491903364584e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1194	2.0563139772619963e-08	1.5609769890495456e-08	2.056314759145383e-08	1.5609769896553433e-08	0.0	0.0	0.0	0.0	3.3170847169417926e-06	3.3170847169417926e-06	3.317084717028792e-06	3.317084717028792e-06	2.7425300457971436e-06	2.7425300457971436e-06	2.742530045862023e-06	2.742530045862023e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1195	2.0632114604411056e-08	1.5675247021218168e-08	2.0632122449471596e-08	1.5675247027301555e-08	0.0	0.0	0.0	0.0	3.336580542074721e-06	3.336580542074721e-06	3.3365805421622317e-06	3.3365805421622317e-06	2.7586489847924548e-06	2.7586489847924548e-06	2.7586489848577153e-06	2.7586489848577153e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1196	2.0701262812301412e-08	1.574094368944911e-08	2.0701270683654547e-08	1.5740943695557996e-08	0.0	0.0	0.0	0.0	3.3561745003259925e-06	3.3561745003259925e-06	3.356174500414017e-06	3.356174500414017e-06	2.7748490591968702e-06	2.7748490591968702e-06	2.774849059262514e-06	2.774849059262514e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1197	2.0779430841212274e-08	1.5806860446789692e-08	2.0779430846032808e-08	1.5806860452924156e-08	0.0	0.0	0.0	0.0	3.375867002982009e-06	3.375867002982009e-06	3.37586700307055e-06	3.37586700307055e-06	2.7911306090575735e-06	2.7911306090575735e-06	2.7911306091236027e-06	2.7911306091236027e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1198	2.0866373944976627e-08	1.587299784576446e-08	2.086637394981733e-08	1.5872997851924594e-08	0.0	0.0	0.0	0.0	3.395658462707007e-06	3.395658462707007e-06	3.395658462796067e-06	3.395658462796067e-06	2.8074939755609273e-06	2.8074939755609273e-06	2.8074939756273436e-06	2.8074939756273436e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1199	2.095360782804783e-08	1.593935643982197e-08	2.095360783290877e-08	1.5939356446007854e-08	0.0	0.0	0.0	0.0	3.4155492935465333e-06	3.4155492935465333e-06	3.415549293636115e-06	3.415549293636115e-06	2.8239395010353456e-06	2.8239395010353456e-06	2.823939501102151e-06	2.823939501102151e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1200	2.104113321919554e-08	1.6005936783335448e-08	2.1041133224076785e-08	1.6005936789547174e-08	0.0	0.0	0.0	0.0	3.4355399109308906e-06	3.4355399109308906e-06	3.4355399110209967e-06	3.4355399110209967e-06	2.840467528954144e-06	2.840467528954144e-06	2.8404675290213406e-06	2.8404675290213406e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1201	2.1128950848406098e-08	1.6072739431603667e-08	2.112895085330772e-08	1.6072739437841317e-08	0.0	0.0	0.0	0.0	3.455630731678626e-06	3.455630731678626e-06	3.455630731769259e-06	3.455630731769259e-06	2.857078403938425e-06	2.857078403938425e-06	2.8570784040060145e-06	2.8570784040060145e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1202	2.1217061446883506e-08	1.613976494085165e-08	2.1217061451805568e-08	1.613976494711531e-08	0.0	0.0	0.0	0.0	3.475822174e-06	3.475822174e-06	3.4758221740911623e-06	3.4758221740911623e-06	2.8737724717599432e-06	2.8737724717599432e-06	2.8737724718279274e-06	2.8737724718279274e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1203	2.1305465747050396e-08	1.6207013868231444e-08	2.1305465751992966e-08	1.6207013874521203e-08	0.0	0.0	0.0	0.0	3.4961146575004575e-06	3.4961146575004575e-06	3.4961146575921523e-06	3.4961146575921523e-06	2.890550079343978e-06	2.890550079343978e-06	2.890550079412359e-06	2.890550079412359e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1204	2.139416448254914e-08	1.6274486771822943e-08	2.1394164487512287e-08	1.627448677813889e-08	0.0	0.0	0.0	0.0	3.5165086031841404e-06	3.5165086031841404e-06	3.51650860327637e-06	3.51650860327637e-06	2.907411574772235e-06	2.907411574772235e-06	2.907411574841015e-06	2.907411574841015e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1205	2.148315838824276e-08	1.6342184210634592e-08	2.148315839322655e-08	1.634218421697681e-08	0.0	0.0	0.0	0.0	3.537004433457354e-06	3.537004433457354e-06	3.537004433550121e-06	3.537004433550121e-06	2.9243573072857145e-06	2.9243573072857145e-06	2.9243573073548955e-06	2.9243573073548955e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1206	2.157244820021604e-08	1.6410106744604214e-08	2.1572448205220542e-08	1.6410106750972794e-08	0.0	0.0	0.0	0.0	3.557602572132089e-06	3.557602572132089e-06	3.5576025722253964e-06	3.5576025722253964e-06	2.9413876272876223e-06	2.9413876272876223e-06	2.941387627357206e-06	2.941387627357206e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1207	2.1662034655776484e-08	1.647825493459977e-08	2.1662034660801772e-08	1.6478254940994797e-08	0.0	0.0	0.0	0.0	3.5783034444295168e-06	3.5783034444295168e-06	3.578303444523367e-06	3.578303444523367e-06	2.9585028863462597e-06	2.9585028863462597e-06	2.9585028864162487e-06	2.9585028864162487e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1208	2.1751918493455315e-08	1.654662934242009e-08	2.1751918498501454e-08	1.6546629348841652e-08	0.0	0.0	0.0	0.0	3.599107476983496e-06	3.599107476983496e-06	3.5991074770778918e-06	3.5991074770778918e-06	2.975703437197922e-06	2.975703437197922e-06	2.975703437268318e-06	2.975703437268318e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1209	2.184210045300856e-08	1.6615230530795712e-08	2.184210045807562e-08	1.66152305372439e-08	0.0	0.0	0.0	0.0	3.6200150978441044e-06	3.6200150978441044e-06	3.6200150979390483e-06	3.6200150979390483e-06	2.99298963374982e-06	2.99298963374982e-06	2.992989633820625e-06	2.992989633820625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1210	2.193258127541798e-08	1.668405906338958e-08	2.193258128050603e-08	1.668405906986448e-08	0.0	0.0	0.0	0.0	3.641026736481141e-06	3.641026736481141e-06	3.6410267365766363e-06	3.6410267365766363e-06	3.010361831082975e-06	3.010361831082975e-06	3.010361831154191e-06	3.010361831154191e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1211	2.2023361702892157e-08	1.6753115504797892e-08	2.2023361708001264e-08	1.6753115511299588e-08	0.0	0.0	0.0	0.0	3.6621428237876763e-06	3.6621428237876763e-06	3.6621428238837256e-06	3.6621428238837256e-06	3.0278203854551533e-06	3.0278203854551533e-06	3.0278203855267823e-06	3.0278203855267823e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1212	2.211444247886748e-08	1.6822400420550824e-08	2.211444248399772e-08	1.682240042707941e-08	0.0	0.0	0.0	0.0	3.6833637920835764e-06	3.6833637920835764e-06	3.6833637921801822e-06	3.6833637921801822e-06	3.04536565430378e-06	3.04536565430378e-06	3.045365654375824e-06	3.045365654375824e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1213	2.2205824348009122e-08	1.6891914377113288e-08	2.220582435316056e-08	1.689191438366885e-08	0.0	0.0	0.0	0.0	3.704690075119037e-06	3.704690075119037e-06	3.704690075216202e-06	3.704690075216202e-06	3.062997996248862e-06	3.062997996248862e-06	3.0629979963213233e-06	3.0629979963213233e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1214	2.229750805621214e-08	1.6961657941885764e-08	2.229750806138485e-08	1.6961657948468395e-08	0.0	0.0	0.0	0.0	3.726122108078146e-06	3.726122108078146e-06	3.726122108175873e-06	3.726122108175873e-06	3.080717771095934e-06	3.080717771095934e-06	3.080717771168814e-06	3.080717771168814e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1215	2.238949435060239e-08	1.7031631683205004e-08	2.238949435579644e-08	1.703163168981479e-08	0.0	0.0	0.0	0.0	3.7476603275824155e-06	3.7476603275824155e-06	3.7476603276807078e-06	3.7476603276807078e-06	3.0985253398389757e-06	3.0985253398389757e-06	3.098525339912277e-06	3.098525339912277e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1216	2.2481783979537633e-08	1.7101836170344858e-08	2.248178398475309e-08	1.7101836176981887e-08	0.0	0.0	0.0	0.0	3.769305171694361e-06	3.769305171694361e-06	3.7693051717932212e-06	3.7693051717932212e-06	3.1164210646633734e-06	3.1164210646633734e-06	3.1164210647370983e-06	3.1164210647370983e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1217	2.2574377692608503e-08	1.717227197351703e-08	2.2574377697845443e-08	1.7172271980181395e-08	0.0	0.0	0.0	0.0	3.7910570799210546e-06	3.7910570799210546e-06	3.791057080020485e-06	3.791057080020485e-06	3.1344053089488584e-06	3.1344053089488584e-06	3.134405309023008e-06	3.134405309023008e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1218	2.2667276240639495e-08	1.7242939663871805e-08	2.2667276245897985e-08	1.7242939670563597e-08	0.0	0.0	0.0	0.0	3.8129164932176836e-06	3.8129164932176836e-06	3.8129164933176873e-06	3.8129164933176873e-06	3.1524784372724464e-06	3.1524784372724464e-06	3.1524784373470242e-06	3.1524784373470242e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1219	2.276048037569006e-08	1.7313839813498907e-08	2.276048038097017e-08	1.7313839820218214e-08	0.0	0.0	0.0	0.0	3.834883853991153e-06	3.834883853991153e-06	3.834883854091733e-06	3.834883854091733e-06	3.1706408154114197e-06	3.1706408154114197e-06	3.170640815486427e-06	3.170640815486427e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1220	2.285399085105552e-08	1.7384972995428187e-08	2.2853990856357325e-08	1.73849730021751e-08	0.0	0.0	0.0	0.0	3.856959606103639e-06	3.856959606103639e-06	3.856959606204797e-06	3.856959606204797e-06	3.1888928103462608e-06	3.1888928103462608e-06	3.1888928104217e-06	3.1888928104217e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1221	2.294780842126818e-08	1.745633978363045e-08	2.294780842659175e-08	1.7456339790405062e-08	0.0	0.0	0.0	0.0	3.879144194876195e-06	3.879144194876195e-06	3.879144194977936e-06	3.879144194977936e-06	3.20723479026364e-06	3.20723479026364e-06	3.207234790339513e-06	3.207234790339513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1222	2.304193384209829e-08	1.752794075301822e-08	2.3041933847443696e-08	1.752794075982062e-08	0.0	0.0	0.0	0.0	3.901438067092344e-06	3.901438067092344e-06	3.90143806719467e-06	3.90143806719467e-06	3.225667124559377e-06	3.225667124559377e-06	3.225667124635686e-06	3.225667124635686e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1223	2.313636787055503e-08	1.759977647944646e-08	2.313636787592234e-08	1.7599776486276735e-08	0.0	0.0	0.0	0.0	3.923841671001661e-06	3.923841671001661e-06	3.9238416711045735e-06	3.9238416711045735e-06	3.2441901838414094e-06	3.2441901838414094e-06	3.244190183918157e-06	3.244190183918157e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1224	2.3231111264887614e-08	1.7671847539713428e-08	2.3231111270276908e-08	1.7671847546571675e-08	0.0	0.0	0.0	0.0	3.946355456323399e-06	3.946355456323399e-06	3.946355456426903e-06	3.946355456426903e-06	3.2628043399327926e-06	3.2628043399327926e-06	3.26280434000998e-06	3.26280434000998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1225	2.332616478458621e-08	1.7744154511561372e-08	2.332616478999755e-08	1.774415451844768e-08	0.0	0.0	0.0	0.0	3.968979874250085e-06	3.968979874250085e-06	3.968979874354182e-06	3.968979874354182e-06	3.281509965874663e-06	3.281509965874663e-06	3.2815099659522928e-06	3.2815099659522928e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1226	2.3421529190383015e-08	1.7816697973677356e-08	2.342152919581648e-08	1.7816697980591815e-08	0.0	0.0	0.0	0.0	3.991715377451146e-06	3.991715377451146e-06	3.9917153775558396e-06	3.9917153775558396e-06	3.300307435929246e-06	3.300307435929246e-06	3.3003074360073203e-06	3.3003074360073203e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1227	2.3517205244253277e-08	1.788947850569401e-08	2.3517205249708936e-08	1.7889478512636717e-08	0.0	0.0	0.0	0.0	4.014562420076533e-06	4.014562420076533e-06	4.014562420181825e-06	4.014562420181825e-06	3.319197125582846e-06	3.319197125582846e-06	3.3191971256613675e-06	3.3191971256613675e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1228	2.3613193709416222e-08	1.796249668819028e-08	2.3613193714894153e-08	1.7962496695161324e-08	0.0	0.0	0.0	0.0	4.0375214577603325e-06	4.0375214577603325e-06	4.037521457866227e-06	4.037521457866227e-06	3.338179411548837e-06	3.338179411548837e-06	3.338179411627808e-06	3.338179411627808e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1229	2.3709495350336208e-08	1.8035753102692257e-08	2.3709495355836476e-08	1.8035753109691734e-08	0.0	0.0	0.0	0.0	4.060592947624427e-06	4.060592947624427e-06	4.060592947730926e-06	4.060592947730926e-06	3.3572546717706865e-06	3.3572546717706865e-06	3.3572546718501085e-06	3.3572546718501085e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1230	2.3806110932723588e-08	1.810924833167388e-08	2.380611093824627e-08	1.8109248338701873e-08	0.0	0.0	0.0	0.0	4.0837773482821104e-06	4.0837773482821104e-06	4.083777348389219e-06	4.083777348389219e-06	3.376423285424943e-06	3.376423285424943e-06	3.3764232855048186e-06	3.3764232855048186e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1231	2.390304122353585e-08	1.818298295855776e-08	2.3903041229081022e-08	1.8182982965614373e-08	0.0	0.0	0.0	0.0	4.107075119841757e-06	4.107075119841757e-06	4.107075119949476e-06	4.107075119949476e-06	3.3956856329242725e-06	3.3956856329242725e-06	3.395685633004604e-06	3.395685633004604e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1232	2.400028699097859e-08	1.825695756771595e-08	2.400028699654632e-08	1.8256957574801272e-08	0.0	0.0	0.0	0.0	4.130486723910462e-06	4.130486723910462e-06	4.130486724018795e-06	4.130486724018795e-06	3.4150420959204684e-06	3.4150420959204684e-06	3.4150420960012576e-06	3.4150420960012576e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1233	2.409784900450646e-08	1.8331172744470663e-08	2.4097849010096825e-08	1.8331172751584784e-08	0.0	0.0	0.0	0.0	4.154012623597692e-06	4.154012623597692e-06	4.154012623706642e-06	4.154012623706642e-06	3.4344930573074666e-06	3.4344930573074666e-06	3.4344930573887157e-06	3.4344930573887157e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1234	2.4195728034824313e-08	1.8405629075095122e-08	2.4195728040437382e-08	1.8405629082238138e-08	0.0	0.0	0.0	0.0	4.177653283518971e-06	4.177653283518971e-06	4.177653283628541e-06	4.177653283628541e-06	3.454038901224397e-06	3.454038901224397e-06	3.4540389013061087e-06	3.4540389013061087e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1235	2.4293924853888076e-08	1.8480327146814248e-08	2.4293924859523922e-08	1.8480327153986258e-08	0.0	0.0	0.0	0.0	4.201409169799526e-06	4.201409169799526e-06	4.201409169909719e-06	4.201409169909719e-06	3.4736800130585953e-06	3.4736800130585953e-06	3.473680013140772e-06	3.473680013140772e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1236	2.4392440234905883e-08	1.8555267547805518e-08	2.4392440240564586e-08	1.8555267555006608e-08	0.0	0.0	0.0	0.0	4.225280750077987e-06	4.225280750077987e-06	4.225280750188806e-06	4.225280750188806e-06	3.4934167794486614e-06	3.4934167794486614e-06	3.4934167795313042e-06	3.4934167795313042e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
