f	psd[1/Hz]
1.0	1.5467634149694213e-33
1.25	2.5062678989277587e-36
1.5	3.1073935348650885e-38
1.75	1.245907495968154e-40
2.0	4.489623227492845e-43
2.25	5.5292228803927366e-45
2.5	8.40845978799511e-46
2.75	3.695684992556233e-46
3.0	1.8851730446959428e-46
3.25	1.044223543013682e-46
3.5	6.187935016889116e-47
3.75	3.8663184707434103e-47
4.0	2.5465576244322245e-47
4.25	1.7607858998733567e-47
4.5	1.2764399373720206e-47
4.75	9.65243113854248e-48
5.0	7.565464385462482e-48
5.25	6.089242791273543e-48
5.5	4.983480925621557e-48
5.75	4.12413594459893e-48
6.0	3.4487977947005754e-48
6.25	2.9280009993137135e-48
6.5	2.5358686921301353e-48
6.75	2.2398820960112624e-48
7.0	2.0149465989665576e-48
7.25	1.844043037041484e-48
7.5	1.7131005070889404e-48
7.75	1.6123004477797155e-48
8.0	1.5339721317704806e-48
8.25	1.4688098759650557e-48
8.5	1.4133466031335193e-48
8.75	1.3679763559564465e-48
9.0	1.3305242849768477e-48
9.25	1.2988938032872245e-48
9.5	1.2715804898103928e-48
9.75	1.2474914168626278e-48
10.0	1.2261022742353074e-48
10.25	1.2066789260572924e-48
10.5	1.1884341232879555e-48
10.75	1.1710093983048358e-48
11.0	1.1541256333642377e-48
11.25	1.1375656683606523e-48
11.5	1.121161985803615e-48
11.75	1.104787612861149e-48
12.0	1.0883495437029553e-48
12.25	1.0717843452266218e-48
12.5	1.0550559934765669e-48
12.75	1.0381565805744699e-48
13.0	1.0211117314710335e-48
13.25	1.003995471234782e-48
13.5	9.869673232045813e-49
13.75	9.703701512359136e-49
14.0	9.550258591890443e-49
14.25	9.433524324078619e-49
14.5	9.455091224886585e-49
14.75	1.058830813393625e-48
15.0	4.926772833122604e-48
15.25	9.390553776129067e-49
15.5	8.532928672228976e-49
15.75	8.199647989675506e-49
16.0	7.953907263382303e-49
16.25	7.734957541395204e-49
16.5	7.527437151062286e-49
16.75	7.326253853159828e-49
17.0	7.129501628919225e-49
17.25	6.936476809708276e-49
17.5	6.746994207279269e-49
17.75	6.561115708629038e-49
18.0	6.379032793821868e-49
18.25	6.2010156185417275e-49
18.5	6.027397071469103e-49
18.75	5.858582462808526e-49
19.0	5.6950890242499146e-49
19.25	5.5376358983411086e-49
19.5	5.387340572836611e-49
19.75	5.24617439319883e-49
20.0	5.118143522428361e-49
20.25	5.012891755001605e-49
20.5	4.9596845938434e-49
20.75	5.087921534150897e-49
21.0	6.6454808662338455e-49
21.25	9.728736393064523e-49
21.5	4.8302496104470084e-49
21.75	4.316306694780705e-49
22.0	4.1096833958474e-49
22.25	3.969398575659574e-49
22.5	3.853782703225699e-49
22.75	3.75116049190016e-49
23.0	3.6572317592081075e-49
23.25	3.570082545756317e-49
23.5	3.488719163814515e-49
23.75	3.412547908805945e-49
24.0	3.34116420431889e-49
24.25	3.274258196231759e-49
24.5	3.2115694333668507e-49
24.75	3.152864005581426e-49
25.0	3.097922713858019e-49
25.25	3.046534930478968e-49
25.5	2.9984954660712325e-49
25.75	2.9536030191289577e-49
26.0	2.9116594140551037e-49
26.25	2.872469182952155e-49
26.5	2.835839261600104e-49
26.75	2.8015787105533767e-49
27.0	2.7694984658272818e-49
27.25	2.739411178932342e-49
27.5	2.7111312301132734e-49
27.75	2.6844749924799816e-49
28.0	2.65926139973493e-49
28.25	2.6353128311210013e-49
28.5	2.6124562856321427e-49
28.75	2.590524780126561e-49
29.0	2.5693588791576647e-49
29.25	2.548808250226476e-49
29.5	2.528733137483519e-49
29.75	2.5090056589103184e-49
30.0	2.4895108516525414e-49
30.25	2.4701474074134378e-49
30.5	2.4508280727802083e-49
30.75	2.431479716051138e-49
31.0	2.4120430707796156e-49
31.25	2.3924721848244518e-49
31.5	2.3727336370432024e-49
31.75	2.3528055524751133e-49
