f	psd[1/Hz]
10.0	2.22404309727076e-42
10.023060000000001	2.1836111804020897e-42
10.046173	2.14391765947129e-42
10.069339999999999	2.104948312336e-42
10.09256	2.06669002224169e-42
10.115833	2.029129025625e-42
10.139161	1.9922529244896102e-42
10.162542	1.9560486734616095e-42
10.185976	1.9205040015062502e-42
10.209465	1.88560655964121e-42
10.233008	1.8513444751374403e-42
10.256606	1.8177060666628902e-42
10.280258	1.7846801089286402e-42
10.303964	1.75225475900176e-42
10.327725	1.72041968891529e-42
10.351541000000001	1.6891634235552403e-42
10.375411999999999	1.6584759738148895e-42
10.399337	1.6283464780622403e-42
10.423318	1.5987647642752902e-42
10.447355	1.56972107380201e-42
10.471446	1.541205551209e-42
10.495594	1.51320849972516e-42
10.519796000000001	1.4857206229219598e-42
10.544055	1.4587325284000002e-42
10.56837	1.4322352156560898e-42
10.592741	1.4062195887856901e-42
10.617168	1.3806771704928403e-42
10.641651	1.35559938006441e-42
10.666191	1.3309773116640106e-42
10.690787	1.3068028967630402e-42
10.71544	1.2830681910760002e-42
10.74015	1.2597646995777599e-42
10.764917	1.2368849627008896e-42
10.789741000000001	1.2144209708592903e-42
10.814622	1.1923652852430397e-42
10.83956	1.1707103668396899e-42
10.864557000000001	1.1494490136769595e-42
10.889610000000001	1.1285739244609599e-42
10.914722	1.10807812787841e-42
10.939891000000001	1.08795476277049e-42
10.965119	1.0681970767104401e-42
10.990404	1.04879821977225e-42
11.015748	1.0297516583822398e-42
11.041151	1.0110511645081602e-42
11.066612	9.926904065822498e-43
11.092131	9.746632338301156e-43
11.11771	9.569636126283288e-43
11.143347	9.395856049586176e-43
11.169044	9.22523405587872e-43
11.1948	9.05771281984829e-43
11.220614999999999	8.893236305857848e-43
11.24649	8.731749925731887e-43
11.272425	8.573200131346928e-43
11.298419	8.4175340282944e-43
11.324473	8.264699919056027e-43
11.350586999999999	8.114647275707567e-43
11.376762	7.9673261776144e-43
11.402997000000001	7.822687663429683e-43
11.429292	7.680683187203049e-43
11.455648	7.541264277245208e-43
11.482064999999999	7.404383074125627e-43
11.508543	7.269992498591e-43
11.535082000000001	7.1380467479894445e-43
11.561682000000001	7.008500090736227e-43
11.588343	6.881308546044408e-43
11.615066	6.756428184275026e-43
11.64185	6.633816776476514e-43
11.668696	6.513433094340648e-43
11.695605	6.395236726610179e-43
11.722575	6.279187904720928e-43
11.749607000000001	6.165247651466281e-43
11.776702	6.053377454330116e-43
11.803859	5.943540035432163e-43
11.831078999999999	5.8356982457945646e-43
11.858361	5.729815381455937e-43
11.885707	5.6258557825470244e-43
11.913115	5.5237839129985686e-43
11.940586999999999	5.423565109840164e-43
11.968122	5.325165562007825e-43
11.995721000000001	5.2285518557430764e-43
12.023383	5.13369111734796e-43
12.051109	5.040551715966649e-43
12.078899	4.949102802019601e-43
12.106753	4.859314009088401e-43
12.134671	4.7711555858967046e-43
12.162654	4.6845982470156254e-43
12.190700999999999	4.5996131669207036e-43
12.218813	4.516172242910784e-43
12.246989	4.4342476774816095e-43
12.275231	4.353812110796928e-43
12.303538	4.2748386150624994e-43
12.33191	4.197300948096401e-43
12.360347	4.121173150820496e-43
12.38885	4.046429675071809e-43
12.417419	3.973045756474201e-43
12.446054	3.900996517529764e-43
12.474755	3.830257356799329e-43
12.503521000000001	3.760803949255237e-43
12.532355	3.692612854198128e-43
12.561254	3.625660524317764e-43
12.590221000000001	3.5599242773402004e-43
12.619254	3.4953816777930103e-43
12.648354	3.432010654723225e-43
12.677521	3.36978984511188e-43
12.706756	3.3086979979660876e-43
12.736058	3.2487145502700164e-43
12.765427	3.1898190419812884e-43
12.794864	3.1319915697116014e-43
12.824369	3.075212550250801e-43
12.853942	3.019462716331043e-43
12.883583999999999	2.964723221329984e-43
12.913293	2.910975522250849e-43
12.943071	2.8582013756982013e-43
12.972918	2.8063830457936358e-43
13.002834	2.7555030806089966e-43
13.032817999999999	2.7055439963443365e-43
13.062872	2.6564889063350447e-43
13.092995	2.6083208901887286e-43
13.123188	2.561023712607363e-43
13.15345	2.5145811993599997e-43
13.183782	2.4689773423280253e-43
13.214184	2.4241967927936892e-43
13.244655999999999	2.380224644702116e-43
13.275198000000001	2.337046809232145e-43
13.305810999999999	2.2946495062499996e-43
13.336494	2.2530192573604e-43
13.367248000000002	2.2121425028295614e-43
13.398073000000002	2.1720063577345213e-43
13.428969	2.1325977568833633e-43
13.459937	2.093903835529636e-43
13.490975	2.0559116548342443e-43
13.522085999999998	2.0186087509449005e-43
13.553268	1.9819825858083688e-43
13.584522	1.9460211745128998e-43
13.615848000000002	1.9107125420432037e-43
13.647245999999999	1.8760448155688884e-43
13.678716	1.8420063976344043e-43
13.71026	1.8085857896558406e-43
13.741876000000001	1.7757718462484637e-43
13.773565	1.743553431062641e-43
13.805326	1.7119197531239045e-43
13.837162	1.6808601109104362e-43
13.86907	1.6503643001049757e-43
13.901051999999998	1.620421871927296e-43
13.933107999999999	1.5910229472416406e-43
13.965238000000001	1.5621576427395997e-43
13.997442000000001	1.5338162328491559e-43
14.029720000000001	1.5059893805122412e-43
14.062073000000002	1.4786675092749162e-43
14.0945	1.4518416572416e-43
14.127002	1.4255026989888996e-43
14.159579	1.399641731709796e-43
14.192231	1.374250218116161e-43
14.224959	1.349319533617225e-43
14.257762	1.3248413386569e-43
14.29064	1.3008075702240998e-43
14.323594	1.2772100761817763e-43
14.356625	1.2540411900531359e-43
14.389731	1.231293011346225e-43
14.422914000000002	1.2089581155056252e-43
14.456173000000001	1.1870287094780889e-43
14.489510000000001	1.165497335063161e-43
14.522922	1.1443565871556e-43
14.556412	1.1235991152168999e-43
14.589979999999999	1.1032177575372841e-43
14.623624	1.0832056023439206e-43
14.657345999999999	1.063555719288804e-43
14.691146	1.0442614224211557e-43
14.725024	1.025316006549136e-43
14.75898	1.0067131323600488e-43
14.793014999999999	9.88446373147489e-44
14.827126999999999	9.705095336120042e-44
14.861319	9.528967661886761e-44
14.895589000000001	9.356024972643998e-44
14.929939000000001	9.18621053972644e-44
14.964367000000001	9.019470919643561e-44
14.998875	8.855751667182248e-44
15.033463000000001	8.694999766712252e-44
15.068129999999998	8.537163010437758e-44
15.102877	8.38218940944121e-44
15.137704000000001	8.230027210245762e-44
15.172611999999999	8.080626616322489e-44
15.2076	7.933938035590091e-44
15.242669	7.789913771138889e-44
15.277819000000001	7.648505747886242e-44
15.31305	7.509667746355286e-44
15.348362	7.373354256742412e-44
15.383754999999999	7.239519931987361e-44
15.419229999999999	7.108121203235999e-44
15.454787	6.979113051961211e-44
15.490426000000001	6.85245328650481e-44
15.526147	6.728098286620837e-44
15.56195	6.606006174311041e-44
15.597836	6.486136247952359e-44
15.633804999999999	6.368447940946558e-44
15.669857	6.25290383721249e-44
15.705991000000001	6.139467070907037e-44
15.74221	6.02810082900481e-44
15.778510999999998	5.918769827044842e-44
15.814897	5.81143929383329e-44
15.851366	5.706071143634561e-44
15.887919	5.602627931566412e-44
15.924557	5.501071437357691e-44
15.961279000000001	5.401364579788961e-44
15.998085999999999	5.303471846158238e-44
16.034978	5.207356958939559e-44
16.071954	5.11298699967225e-44
16.109016	5.020328690881001e-44
16.146164000000002	4.929349761753211e-44
16.183397	4.840018480017641e-44
16.220716	4.752304080484e-44
16.258121	4.666178033902438e-44
16.295613	4.581614817558491e-44
16.33319	4.49858839935376e-44
16.370855	4.4170731138355606e-44
16.408606	4.3370436582490006e-44
16.446445	4.25847426317041e-44
16.484370000000002	4.1813370902912396e-44
16.522382999999998	4.1056043656868113e-44
16.560484	4.0312483916496093e-44
16.598673	3.958243149715559e-44
16.636948999999998	3.886563056394241e-44
16.675314	3.81618373853025e-44
16.713767999999998	3.7470831532345596e-44
16.75231	3.679238041956e-44
16.790941	3.612626657619211e-44
16.829660999999998	3.5472268245088904e-44
16.868470000000002	3.483015968656e-44
16.907369	3.4199711473089594e-44
16.946357	3.35806981051369e-44
16.985436	3.29729052184249e-44
17.024604	3.23761184023225e-44
17.063863	3.1790158974202494e-44
17.103213	3.1214868335289997e-44
17.142653	3.0650089636588894e-44
17.182184	3.00956643002404e-44
17.221806	2.9551439044302395e-44
17.26152	2.901725208714011e-44
17.301325	2.8492936978220105e-44
17.341222	2.797832623187291e-44
17.381210999999997	2.747326471537211e-44
17.421292	2.697760588693211e-44
17.461466	2.649116265232361e-44
17.501732	2.601372862279841e-44
17.542091	2.5545079087758403e-44
17.582542999999998	2.508500680330089e-44
17.623089	2.46332899440016e-44
17.663728	2.4189745762080895e-44
17.70446	2.3754228953364894e-44
17.745287	2.33265903572025e-44
17.786208	2.2906692339184904e-44
17.827223	2.249439334931611e-44
17.868333	2.2089545195270402e-44
17.909537	2.16919993065616e-44
17.950837	2.13015980734489e-44
17.992231	2.0918198476562497e-44
18.033722	2.0541651450488099e-44
18.075308	2.0171816437350395e-44
18.116989	1.9808558270694404e-44
18.158767	1.9451744219640107e-44
18.200642000000002	1.9101246716707609e-44
18.242612	1.8756937718640906e-44
18.284679999999998	1.841869694025e-44
18.326845000000002	1.80864169530625e-44
18.369106	1.77599813448964e-44
18.411466	1.743928631125209e-44
18.453923	1.712423491216e-44
18.496478	1.68147420005889e-44
18.539131	1.65107311649281e-44
18.581882	1.6212121637848897e-44
18.624732	1.59188360958169e-44
18.667680999999998	1.56307955373124e-44
18.710728	1.5347914436890003e-44
18.753876	1.5070113352952099e-44
18.797122	1.479731139364e-44
18.840467999999998	1.4529433551610002e-44
18.883915	1.4266408085884899e-44
18.927460999999997	1.4008168774332104e-44
18.971107999999997	1.3754647657644103e-44
19.014855999999998	1.3505775145922497e-44
19.058704000000002	1.3261468606402498e-44
19.102653	1.30216307047696e-44
19.146704	1.2786168206883602e-44
19.190857	1.2554991846883605e-44
19.235111	1.2328025081089596e-44
19.279467	1.21052299650129e-44
19.323926	1.1886587996896902e-44
19.368487	1.1672062512782404e-44
19.413151	1.1461612351566402e-44
19.457918	1.12551581195089e-44
19.502788	1.10525734186884e-44
19.547762	1.0853732851562502e-44
19.592839	1.0658518248010003e-44
19.63802	1.0466820463950402e-44
19.683304999999997	1.0278571491224101e-44
19.728695000000002	1.0093716546900098e-44
19.77419	9.912207936645182e-45
19.819789	9.733991145102084e-45
19.865494	9.559011030338025e-45
19.911304	9.3872068399848e-45
19.957219	9.218518059976998e-45
20.003241	9.052885767395716e-45
20.049369	8.890252401778225e-45
20.095603	8.730563976875167e-45
20.141942999999998	8.573767541918883e-45
20.188391	8.419811529339962e-45
20.234945	8.268644446175567e-45
20.281607	8.120216158266565e-45
20.328377	7.974476605005624e-45
20.375254	7.83137688333449e-45
20.42224	7.690868694969604e-45
20.469333	7.552905039317401e-45
20.516536	7.417439662944478e-45
20.563847	7.284427561904163e-45
20.611268	7.1538237648784e-45
20.658797	7.025585030850169e-45
20.706437	6.899668132906083e-45
20.754185999999997	6.776031031855803e-45
20.802045	6.65463219221304e-45
20.850015	6.535431065892169e-45
20.898095	6.41838774845528e-45
20.946285999999997	6.30346328828861e-45
20.994589	6.190619191918142e-45
21.043001999999998	6.079817734990595e-45
21.091528	5.971021947222545e-45
21.140165	5.864195597617295e-45
21.188914	5.759302876385039e-45
21.237776	5.656308845566094e-45
21.28675	5.555178970823329e-45
21.335838	5.4558795641334765e-45
21.385039000000003	5.3583771776779687e-45
21.434353	5.262639480578706e-45
21.48378	5.168634219249797e-45
21.533322000000002	5.076330227656898e-45
21.582978	4.985696406367296e-45
21.632749	4.896702714885136e-45
21.682634	4.809319307753537e-45
21.732634	4.7235168157997155e-45
21.78275	4.6392668847628975e-45
21.832981	4.5565410646483364e-45
21.883328	4.475311764768439e-45
21.933791	4.395552097081599e-45
21.984371	4.317235070148899e-45
22.035067	4.2403347793296084e-45
22.08588	4.164825468340681e-45
22.13681	4.090681791399843e-45
22.187858	4.0178791881480493e-45
22.239023	3.9463931074649755e-45
22.290306	3.8761998909482256e-45
22.341707999999997	3.8072758815781286e-45
22.393228	3.739598291585026e-45
22.444867000000002	3.673144448286783e-45
22.496625	3.6078921606958246e-45
22.548503	3.543819471280144e-45
22.6005	3.4809051286464156e-45
22.652617000000003	3.4191279823561e-45
22.704854	3.358467684434944e-45
22.757210999999998	3.298903974999396e-45
22.809689000000002	3.240417029964921e-45
22.862289	3.182987338920901e-45
22.915009	3.1265953655450896e-45
22.967852	3.0712217801460256e-45
23.020816	3.016847680002244e-45
23.073902	2.9634547978901295e-45
23.127110000000002	2.9110253754585605e-45
23.180442000000003	2.8595419358492265e-45
23.233895999999998	2.808987598013689e-45
23.287474	2.75934532353984e-45
23.341175	2.7105989732085687e-45
23.395	2.6627323467889004e-45
23.448949	2.6157296027936152e-45
23.503022	2.569575351978441e-45
23.55722	2.5242541427059367e-45
23.611543	2.4797511684099997e-45
23.665992000000003	2.4360516544278762e-45
23.720566	2.3931408638281205e-45
23.775265	2.3510046848655997e-45
23.830091	2.3096288417256036e-45
23.885044	2.2689998613603995e-45
23.940123	2.2291048562796087e-45
23.995329	2.1899310372966004e-45
24.050662	2.151465808138816e-45
24.106123	2.1136967631017637e-45
24.161711999999998	2.076611502441609e-45
